"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2924","22"
"Hispanic/Latino","American Indian/Alaska Native","140","0"
"Hispanic/Latino","Asian","305","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","200","2"
"Hispanic/Latino","Other","32346","332"
"Hispanic/Latino","Unknown","13949","16"
"Hispanic/Latino","White","43031","577"
"Non-Hispanic/Latino","African-American/Black","211267","6006"
"Non-Hispanic/Latino","American Indian/Alaska Native","373","11"
"Non-Hispanic/Latino","Asian","16140","336"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","642","13"
"Non-Hispanic/Latino","Other","11194","59"
"Non-Hispanic/Latino","Unknown","7222","45"
"Non-Hispanic/Latino","White","309241","9963"
"Unknown","African-American/Black","26121","32"
"Unknown","American Indian/Alaska Native","167","0"
"Unknown","Asian","3669","2"
"Unknown","Native Hawaiian/Pacific Islander","174","0"
"Unknown","Other","26802","25"
"Unknown","Unknown","133636","59"
"Unknown","White","40311","57"
