"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","5067","39"
"Hispanic/Latino","American Indian/Alaska Native","275","1"
"Hispanic/Latino","Asian","506","6"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","362","6"
"Hispanic/Latino","Other","45645","449"
"Hispanic/Latino","Unknown","22040","9"
"Hispanic/Latino","White","60691","752"
"Non-Hispanic/Latino","African-American/Black","335704","8364"
"Non-Hispanic/Latino","American Indian/Alaska Native","595","18"
"Non-Hispanic/Latino","Asian","24092","420"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","961","16"
"Non-Hispanic/Latino","Other","21381","294"
"Non-Hispanic/Latino","Unknown","11074","13"
"Non-Hispanic/Latino","White","486862","14693"
"Unknown","African-American/Black","28669","27"
"Unknown","American Indian/Alaska Native","217","0"
"Unknown","Asian","5122","2"
"Unknown","Native Hawaiian/Pacific Islander","216","0"
"Unknown","Other","28781","17"
"Unknown","Unknown","149328","80"
"Unknown","White","43683","49"
