"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4492","31"
"Hispanic/Latino","American Indian/Alaska Native","272","1"
"Hispanic/Latino","Asian","436","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","331","4"
"Hispanic/Latino","Other","42989","376"
"Hispanic/Latino","Unknown","19752","7"
"Hispanic/Latino","White","56740","685"
"Non-Hispanic/Latino","African-American/Black","308912","7351"
"Non-Hispanic/Latino","American Indian/Alaska Native","601","19"
"Non-Hispanic/Latino","Asian","21746","397"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","896","11"
"Non-Hispanic/Latino","Other","20246","135"
"Non-Hispanic/Latino","Unknown","10773","6"
"Non-Hispanic/Latino","White","447067","12714"
"Unknown","African-American/Black","29978","20"
"Unknown","American Indian/Alaska Native","234","0"
"Unknown","Asian","5012","2"
"Unknown","Native Hawaiian/Pacific Islander","206","0"
"Unknown","Other","28680","11"
"Unknown","Unknown","159039","54"
"Unknown","White","45410","38"
