"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","3528","US-13001","13","1","18561","263","105","19007.6","565.7","183.18","34","1181","12","20"
"Atkinson","1524","US-13003","13","3","8330","204","36","18295.32","432.17","408.16","34","547","8","22"
"Bacon","2528","US-13005","13","5","11404","203","58","22167.66","508.59","201.68","23","960","13","14"
"Baker","313","US-13007","13","7","3116","45","13","10044.93","417.2","64.18","2","218","1","3"
"Baldwin","7280","US-13009","13","9","44428","427","187","16386.06","420.91","85.53","38","2171","34","18"
"Banks","3325","US-13011","13","11","19982","321","74","16639.98","370.33","145.13","29","517","7","5"
"Barrow","19408","US-13013","13","13","86383","969","234","22467.38","270.89","202.59","175","2368","9","7"
"Bartow","21400","US-13015","13","15","110771","1197","374","19319.14","337.63","166.11","184","7190","55","105"
"Ben Hill","2161","US-13017","13","17","16645","185","72","12982.88","432.56","72.09","12","2122","44","69"
"Berrien","2004","US-13019","13","19","19276","108","54","10396.35","280.14","83","16","2895","22","40"
"Bibb","28666","US-13021","13","21","152150","2703","659","18840.62","433.13","93.33","142","7928","81","80"
"Bleckley","1457","US-13023","13","23","12838","72","42","11349.12","327.15","77.89","10","1845","49","72"
"Brantley","2476","US-13025","13","25","19202","180","84","12894.49","437.45","151.03","29","1586","17","36"
"Brooks","1875","US-13027","13","27","15727","152","61","11922.17","387.87","139.89","22","1519","20","26"
"Bryan","6757","US-13029","13","29","39137","383","68","17264.99","173.75","173.75","68","2127","15","18"
"Bulloch","10541","US-13031","13","31","79467","362","106","13264.63","133.39","65.44","52","4764","142","221"
"Burke","2951","US-13033","13","33","22342","236","57","13208.31","255.12","62.66","14","2295","42","33"
"Butts","4692","US-13035","13","35","25174","254","133","18638.28","528.32","115.2","29","1723","13","14"
"Calhoun","982","US-13037","13","37","6317","101","21","15545.35","332.44","174.13","11","353","1","3"
"Camden","8511","US-13039","13","39","53924","241","92","15783.32","170.61","261.48","141","2459","17","35"
"Candler","1319","US-13043","13","43","10837","95","51","12171.27","470.61","138.41","15","734","40","41"
"Carroll","14358","US-13045","13","45","120119","437","176","11953.15","146.52","94.91","114","9204","245","310"
"Catoosa","12320","US-13047","13","47","68771","384","120","17914.53","174.49","255.92","176","1752","33","39"
"Charlton","2195","US-13049","13","49","13251","118","47","16564.79","354.69","528.26","70","723","14","19"
"Chatham","52571","US-13051","13","51","292176","3131","751","17992.92","257.04","159.49","466","8723","63","62"
"Chattahoochee","5908","US-13053","13","53","10749","49","16","54963.25","148.85","204.67","22","868","5","4"
"Chattooga","5234","US-13055","13","55","24766","309","109","21133.81","440.12","201.89","50","1242","17","20"
"Cherokee","44972","US-13057","13","57","266617","2297","538","16867.64","201.79","141.78","378","17612","37","51"
"Clarke","26013","US-13059","13","59","129779","1115","203","20044.07","156.42","143.32","186","3431","9","6"
"Clay","354","US-13061","13","61","2855","14","5","12399.3","175.13","105.08","3","160","0","4"
"Clayton","57212","US-13063","13","63","304838","3043","837","18768","274.57","136.79","417","5794","59","18"
"Clinch","1382","US-13065","13","65","6656","94","36","20763.22","540.87","105.17","7","649","2","10"
"Cobb","133420","US-13067","13","67","790588","4681","1545","16876.05","195.42","165.95","1312","35571","135","256"
"Coffee","8409","US-13069","13","69","43042","1034","203","19536.73","471.63","325.26","140","2227","51","106"
"Colquitt","7891","US-13071","13","71","45393","389","156","17383.74","343.67","233.52","106","3083","70","37"
"Columbia","20166","US-13073","13","73","158631","831","293","12712.52","184.71","225.68","358","15125","65","93"
"Cook","2055","US-13075","13","75","17437","141","54","11785.28","309.69","86.02","15","2807","15","27"
