"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","1033848","13721","55130"
"Male","Georgia","860230","15900","51945"
"Unknown","Georgia","15517","11","350"
"Female","Appling","1918","50","135"
"Male","Appling","1596","55","128"
"Unknown","Appling","14","0","0"
"Female","Atkinson","842","15","103"
"Male","Atkinson","677","21","101"
"Unknown","Atkinson","5","0","0"
"Female","Bacon","1206","24","101"
"Male","Bacon","1314","34","102"
"Unknown","Bacon","8","0","0"
"Female","Baker","170","5","22"
"Male","Baker","141","8","23"
"Unknown","Baker","2","0","0"
"Female","Baldwin","4075","65","183"
"Male","Baldwin","3178","122","244"
"Unknown","Baldwin","27","0","0"
"Female","Banks","1805","35","172"
"Male","Banks","1504","39","148"
"Unknown","Banks","16","0","1"
"Female","Barrow","10523","111","518"
"Male","Barrow","8814","123","450"
"Unknown","Barrow","71","0","1"
"Female","Bartow","11465","171","593"
"Male","Bartow","9820","203","604"
"Unknown","Bartow","115","0","0"
"Female","Ben Hill","1236","31","99"
"Male","Ben Hill","920","41","86"
"Unknown","Ben Hill","5","0","0"
"Female","Berrien","1102","30","59"
"Male","Berrien","896","24","49"
"Unknown","Berrien","6","0","0"
"Female","Bibb","16269","332","1459"
"Male","Bibb","12048","325","1235"
"Unknown","Bibb","349","2","9"
"Female","Bleckley","840","23","39"
"Male","Bleckley","606","19","33"
"Unknown","Bleckley","11","0","0"
"Female","Brantley","1350","38","95"
"Male","Brantley","1117","46","85"
"Unknown","Brantley","9","0","0"
"Female","Brooks","1049","23","82"
"Male","Brooks","819","38","70"
"Unknown","Brooks","7","0","0"
"Female","Bryan","3526","26","178"
"Male","Bryan","3223","42","205"
"Unknown","Bryan","8","0","0"
"Female","Bulloch","5907","59","197"
"Male","Bulloch","4600","47","165"
"Unknown","Bulloch","34","0","0"
"Female","Burke","1628","27","115"
"Male","Burke","1311","30","120"
"Unknown","Burke","12","0","1"
"Female","Butts","2311","59","115"
"Male","Butts","2344","74","139"
"Unknown","Butts","37","0","0"
"Female","Calhoun","403","14","45"
"Male","Calhoun","564","7","55"
"Unknown","Calhoun","15","0","1"
"Female","Camden","4603","45","129"
"Male","Camden","3856","47","112"
"Unknown","Camden","52","0","0"
"Female","Candler","720","17","54"
"Male","Candler","598","34","41"
"Unknown","Candler","1","0","0"
"Female","Carroll","7681","82","205"
"Male","Carroll","6610","94","225"
