"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2008","13"
"Hispanic/Latino","American Indian/Alaska Native","99","0"
"Hispanic/Latino","Asian","199","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","152","0"
"Hispanic/Latino","Other","24603","223"
"Hispanic/Latino","Unknown","11436","6"
"Hispanic/Latino","White","33162","397"
"Non-Hispanic/Latino","African-American/Black","149677","3911"
"Non-Hispanic/Latino","American Indian/Alaska Native","287","10"
"Non-Hispanic/Latino","Asian","10663","193"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","467","6"
"Non-Hispanic/Latino","Other","7415","27"
"Non-Hispanic/Latino","Unknown","6688","35"
"Non-Hispanic/Latino","White","219152","5954"
"Unknown","African-American/Black","21956","26"
"Unknown","American Indian/Alaska Native","120","0"
"Unknown","Asian","2731","1"
"Unknown","Native Hawaiian/Pacific Islander","146","0"
"Unknown","Other","17989","16"
"Unknown","Unknown","125324","32"
"Unknown","White","33794","28"
