county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,899,23,82,4843.49
Atkinson,410,3,51,4921.97
Bacon,526,9,38,4612.42
Baker,71,3,16,2278.56
Baldwin,1715,52,130,3860.18
Banks,389,6,52,1946.75
Barrow,1809,39,218,2094.16
Bartow,2479,72,246,2237.95
Ben Hill,638,16,67,3832.98
Berrien,388,7,19,2012.87
Bibb,5431,130,769,3569.5
Bleckley,359,17,22,2796.39
Brantley,310,8,25,1614.42
Brooks,478,22,50,3039.36
Bryan,871,9,70,2225.52
Bulloch,2137,22,122,2689.17
Burke,660,8,72,2954.08
Butts,569,40,49,2260.27
Calhoun,227,7,44,3593.48
Camden,1032,7,42,1913.8
Candler,356,15,19,3285.04
Carroll,2346,62,146,1953.06
Catoosa,885,17,63,1286.88
Charlton,574,6,19,4331.75
Chatham,7161,125,664,2450.92
Chattahoochee,1277,2,11,11880.17
Chattooga,593,6,32,2394.41
Cherokee,4962,79,427,1861.1
Clarke,3149,30,172,2426.43
Clay,113,2,8,3957.97
Clayton,6561,142,614,2152.29
Clinch,300,4,26,4507.21
Cobb,17210,395,1600,2176.86
Coffee,1807,38,252,4198.22
Colquitt,1784,26,138,3930.12
Columbia,3210,45,154,2023.56
Cook,513,11,51,2942.02
Coweta,2284,26,110,1502.62
Crawford,152,3,25,1243.05
Crisp,476,15,63,2135.58
Dade,208,4,14,1286.97
Dawson,694,7,70,2568.37
DeKalb,16716,309,1867,2107.54
Decatur,999,22,76,3795.3
Dodge,334,7,29,1638.46
Dooly,287,14,48,2141.79
Dougherty,3005,179,605,3342.42
Douglas,3192,67,370,2101.3
Early,419,32,33,4129.71
Echols,237,2,9,5971.28
Effingham,1083,17,79,1691.5
Elbert,479,1,29,2528.37
Emanuel,775,22,62,3419.52
Evans,373,5,28,3490.22
Fannin,473,8,38,1797.11
Fayette,1595,39,81,1356.94
Floyd,2343,33,187,2344.97
Forsyth,3200,33,268,1267.29
Franklin,569,11,45,2439.02
Fulton,25150,527,2168,2288.07
Gilmer,755,8,73,2403.16
Glascock,34,2,4,1123.97
Glynn,3077,73,231,3575.95
Gordon,1549,31,103,2668.44
Grady,671,12,85,2734.31
Greene,446,19,49,2382.86
Gwinnett,24608,343,2470,2533.92
Habersham,1371,63,187,2993.45
Hall,7869,128,855,3813.44
Hancock,360,39,58,4393.99
Haralson,333,8,22,1083.91
Harris,733,21,80,2111.66
Hart,423,11,57,1620.26
Heard,173,5,12,1398.54
Henry,4467,81,176,1862.29
Houston,2670,70,343,1700.21
Irwin,228,4,29,2417.05
Jackson,1563,26,131,2092.37
Jasper,190,4,18,1338.12
Jeff Davis,651,12,38,4297.6
Jefferson,675,19,65,4408.02
Jenkins,333,25,55,3882.93
Johnson,347,13,47,3591.76
Jones,459,4,40,1605.4
Lamar,325,16,34,1679.85
Lanier,271,5,15,2618.1
Laurens,1350,48,115,2854.36
Lee,668,24,95,2228.82
Liberty,933,18,102,1507.17
Lincoln,199,7,24,2449.23
Long,186,3,13,933.97
Lowndes,3521,67,182,2986.99
Lumpkin,737,12,76,2180.34
Macon,207,10,44,1593.78
Madison,548,8,50,1815.95
Marion,172,6,17,2074.04
McDuffie,524,13,63,2426.26
McIntosh,251,5,22,1723.07
Meriwether,492,9,64,2340.63
Miller,217,1,10,3764.75
Mitchell,717,45,140,3250.82
Monroe,593,43,76,2138.71
Montgomery,223,3,17,2417.61
Morgan,420,2,28,2194.59
Murray,717,3,42,1780.88
Muscogee,5526,141,598,2883.74
Newton,2342,62,233,2084.48
Non-GA Resident/Unknown State,16131,130,572,0
Oconee,568,20,54,1360.9
Oglethorpe,283,11,42,1856.96
Paulding,2336,34,136,1353.87
Peach,572,17,91,2089.5
Pickens,527,7,51,1571.73
Pierce,523,13,60,2675.88
Pike,283,8,26,1500.53
Polk,1236,15,80,2842.56
Pulaski,224,7,28,2056.37
Putnam,619,20,64,2828.42
Quitman,31,1,6,1351.35
Rabun,287,6,38,1689.63
Randolph,317,27,53,4693.51
Richmond,6102,133,499,3017.21
Rockdale,1678,33,193,1767.06
Schley,96,2,13,1819.91
Screven,298,9,36,2143.88
Seminole,292,8,23,3587.22
Spalding,1190,53,161,1721.89
Stephens,862,27,91,3274.08
Stewart,367,11,79,5987.93
Sumter,862,60,187,2932.07
Talbot,155,5,22,2517.05
Taliaferro,19,0,1,1164.22
Tattnall,691,7,51,2719.29
Taylor,163,7,25,2048.25
Telfair,349,13,32,2230.89
Terrell,320,31,73,3779.38
Thomas,1422,52,155,3200.47
Tift,1530,51,191,3747.24
Toombs,1090,24,87,4039.58
Towns,218,6,24,1811.53
Treutlen,214,5,23,3133.69
Troup,2614,86,290,3712.33
Turner,279,21,45,3454.68
Twiggs,165,7,34,2040.56
Union,497,11,62,1961.71
Unknown,2508,4,60,0
Upson,667,57,67,2538.34
Walker,1069,22,52,1535.7
Walton,1527,48,150,1593.71
Ware,1349,45,153,3762.59
Warren,121,5,22,2322.46
Washington,616,5,41,3034.18
Wayne,973,25,82,3246.15
Webster,38,2,9,1490.2
Wheeler,152,7,16,1921.86
White,538,13,82,1694.06
Whitfield,4030,55,215,3850.12
Wilcox,225,20,45,2559.73
Wilkes,226,3,25,2256.84
Wilkinson,289,17,52,3240.27
Worth,509,29,84,2527.06
