"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","5038","39"
"Hispanic/Latino","American Indian/Alaska Native","276","1"
"Hispanic/Latino","Asian","502","6"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","360","6"
"Hispanic/Latino","Other","45507","447"
"Hispanic/Latino","Unknown","22046","9"
"Hispanic/Latino","White","60433","747"
"Non-Hispanic/Latino","African-American/Black","333333","8312"
"Non-Hispanic/Latino","American Indian/Alaska Native","599","18"
"Non-Hispanic/Latino","Asian","23977","418"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","955","15"
"Non-Hispanic/Latino","Other","21384","291"
"Non-Hispanic/Latino","Unknown","11095","13"
"Non-Hispanic/Latino","White","483464","14598"
"Unknown","African-American/Black","28641","28"
"Unknown","American Indian/Alaska Native","217","0"
"Unknown","Asian","5118","2"
"Unknown","Native Hawaiian/Pacific Islander","216","0"
"Unknown","Other","28805","17"
"Unknown","Unknown","152835","79"
"Unknown","White","43661","48"
