county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,197,13,35,1061.37
Atkinson,62,2,11,744.3
Bacon,152,3,14,1332.87
Baker,37,3,12,1187.42
Baldwin,393,29,73,884.58
Banks,99,1,14,495.45
Barrow,356,20,84,412.12
Bartow,527,39,142,475.76
Ben Hill,93,1,9,558.73
Berrien,59,0,3,306.08
Bibb,511,31,144,335.85
Bleckley,53,0,3,412.84
Brantley,63,2,5,328.09
Brooks,84,8,12,534.11
Bryan,80,5,18,204.41
Bulloch,84,3,11,105.7
Burke,125,6,31,559.48
Butts,253,25,28,1005.01
Calhoun,140,6,19,2216.24
Camden,70,1,8,129.81
Candler,15,0,3,138.41
Carroll,587,33,106,488.68
Catoosa,164,0,11,238.47
Charlton,36,1,6,271.68
Chatham,556,29,125,190.3
Chattahoochee,180,0,6,1674.57
Chattooga,27,2,3,109.02
Cherokee,978,35,146,366.82
Clarke,328,15,54,252.74
Clay,49,2,5,1716.29
Clayton,1362,54,198,446.79
Clinch,72,2,7,1081.73
Cobb,3337,203,726,422.09
Coffee,307,14,72,713.26
Colquitt,589,16,50,1297.56
Columbia,288,8,39,181.55
Cook,57,1,9,326.89
Coweta,474,10,54,311.84
Crawford,31,0,4,253.52
Crisp,239,8,39,1072.28
Dade,41,1,3,253.68
Dawson,114,1,18,421.89
DeKalb,4120,135,712,519.45
Decatur,218,6,25,828.2
Dodge,53,2,8,260
Dooly,193,12,40,1440.3
Dougherty,1818,149,444,2022.13
Douglas,612,27,135,402.88
Early,252,31,23,2483.74
Echols,146,0,5,3678.51
Effingham,81,1,13,126.51
Elbert,82,0,6,432.83
Emanuel,33,2,6,145.61
Evans,6,0,0,56.14
Fannin,57,1,5,216.57
Fayette,254,15,41,216.09
Floyd,335,15,43,335.28
Forsyth,575,12,74,227.72
Franklin,134,1,11,574.39
Fulton,4925,272,934,448.06
Gilmer,161,1,21,512.46
Glascock,1,0,0,33.06
Glynn,164,2,16,190.59
Gordon,209,16,34,360.04
Grady,127,4,28,517.52
Greene,83,7,19,443.45
Gwinnett,4692,143,738,483.14
Habersham,568,26,79,1240.17
Hall,2664,51,363,1291.02
Hancock,200,29,37,2441.11
Haralson,54,4,15,175.77
Harris,143,6,16,411.96
Hart,39,0,1,149.39
Heard,37,3,7,299.11
Henry,779,22,94,324.76
Houston,406,20,98,258.53
Irwin,34,1,8,360.44
Jackson,237,7,36,317.27
Jasper,51,1,7,359.18
Jeff Davis,48,1,5,316.87
Jefferson,52,1,9,339.58
Jenkins,33,2,10,384.79
Johnson,83,2,13,859.12
Jones,49,0,4,171.38
Lamar,76,4,12,392.83
Lanier,34,2,8,328.47
Laurens,116,1,18,245.26
Lee,368,22,66,1227.85
Liberty,86,1,14,138.92
Lincoln,16,1,6,196.92
Long,17,1,2,85.36
Lowndes,474,4,56,402.11
Lumpkin,103,1,21,304.72
Macon,106,7,36,816.14
Madison,66,2,13,218.71
Marion,59,2,11,711.44
McDuffie,73,5,19,338.01
McIntosh,15,1,2,102.97
Meriwether,110,2,18,523.31
Miller,43,0,3,746.01
Mitchell,425,36,95,1926.91
Monroe,124,12,26,447.22
Montgomery,14,0,2,151.78
Morgan,40,0,5,209.01
Murray,114,1,11,283.15
Muscogee,868,22,122,452.97
Newton,396,11,66,352.46
Non-Georgia Resident,2480,35,140,0
Oconee,127,9,22,304.29
Oglethorpe,70,7,14,459.32
Paulding,371,13,74,215.02
Peach,80,7,24,292.24
Pickens,53,4,13,158.07
Pierce,121,4,24,619.08
Pike,64,3,11,339.34
Polk,152,1,14,349.57
Pulaski,46,2,7,422.29
Putnam,103,10,18,470.64
Quitman,14,1,4,610.29
Rabun,27,1,10,158.95
Randolph,187,20,34,2768.73
Richmond,652,34,179,322.39
Rockdale,320,8,75,336.98
Schley,18,1,7,341.23
Screven,59,3,19,424.46
Seminole,47,2,8,577.4
Spalding,301,22,55,435.54
Stephens,147,3,28,558.34
Stewart,58,1,13,946.32
Sumter,498,48,139,1693.94
Talbot,43,2,13,698.28
Taliaferro,1,0,0,61.27
Tattnall,34,0,3,133.8
Taylor,23,2,10,289.02
Telfair,39,1,7,249.3
Terrell,217,26,52,2562.89
Thomas,357,33,69,803.49
Tift,327,22,73,800.88
Toombs,77,4,12,285.36
Towns,30,1,9,249.29
Treutlen,14,0,1,205.01
Troup,476,11,91,676
Turner,141,13,29,1745.91
Twiggs,19,1,6,234.97
Union,50,1,14,197.36
Unknown,1291,1,36,0
Upson,290,36,43,1103.63
Walker,203,0,9,291.62
Walton,307,20,53,320.41
Ware,252,14,57,702.87
Warren,18,0,9,345.49
Washington,75,1,9,369.42
Wayne,30,0,3,100.09
Webster,14,1,4,549.02
Wheeler,14,0,0,177.01
White,117,3,24,368.41
Whitfield,509,9,32,486.28
Wilcox,117,14,20,1331.06
Wilkes,34,1,6,339.52
Wilkinson,72,7,23,807.27
Worth,243,21,48,1206.43
