"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","891","13"
"Hispanic/Latino","American Indian/Alaska Native","46","0"
"Hispanic/Latino","Asian","90","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","93","0"
"Hispanic/Latino","Other","14641","155"
"Hispanic/Latino","Unknown","5771","7"
"Hispanic/Latino","White","19486","256"
"Non-Hispanic/Latino","African-American/Black","70983","2862"
"Non-Hispanic/Latino","American Indian/Alaska Native","131","7"
"Non-Hispanic/Latino","Asian","3925","130"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","211","6"
"Non-Hispanic/Latino","Other","3667","17"
"Non-Hispanic/Latino","Unknown","2879","30"
"Non-Hispanic/Latino","White","84084","3475"
"Unknown","African-American/Black","12593","17"
"Unknown","American Indian/Alaska Native","51","0"
"Unknown","Asian","1203","0"
"Unknown","Native Hawaiian/Pacific Islander","85","0"
"Unknown","Other","5191","4"
"Unknown","Unknown","77260","63"
"Unknown","White","16053","21"
