"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","3516","US-13001","13","1","18561","268","110","18942.94","592.64","16.16","3","1230","13","22"
"Atkinson","1547","US-13003","13","3","8330","214","39","18571.43","468.19","24.01","2","575","8","23"
"Bacon","2413","US-13005","13","5","11404","194","59","21159.24","517.36","17.54","2","988","11","11"
"Baker","313","US-13007","13","7","3116","46","13","10044.93","417.2","0","0","221","1","3"
"Baldwin","7307","US-13009","13","9","44428","437","197","16446.84","443.41","20.26","9","2192","37","21"
"Banks","3369","US-13011","13","11","19982","337","79","16860.17","395.36","30.03","6","521","8","6"
"Barrow","19476","US-13013","13","13","86383","995","242","22546.1","280.15","59.04","51","2376","9","7"
"Bartow","21618","US-13015","13","15","110771","1225","385","19515.94","347.56","50.55","56","7457","56","113"
"Ben Hill","2163","US-13017","13","17","16645","189","74","12994.89","444.58","0","0","2128","47","69"
"Berrien","2023","US-13019","13","19","19276","110","58","10494.92","300.89","25.94","5","2906","24","41"
"Bibb","28825","US-13021","13","21","152150","2776","688","18945.12","452.19","11.83","18","8209","83","82"
"Bleckley","1461","US-13023","13","23","12838","75","43","11380.28","334.94","7.79","1","1849","52","74"
"Brantley","2450","US-13025","13","25","19202","183","89","12759.09","463.49","20.83","4","1645","18","40"
"Brooks","1889","US-13027","13","27","15727","156","64","12011.19","406.94","6.36","1","1520","20","26"
"Bryan","6887","US-13029","13","29","39137","404","75","17597.16","191.63","56.21","22","2200","15","18"
"Bulloch","10505","US-13031","13","31","79467","374","108","13219.32","135.91","23.91","19","4809","153","229"
"Burke","2966","US-13033","13","33","22342","238","63","13275.45","281.98","13.43","3","2301","43","33"
"Butts","4716","US-13035","13","35","25174","268","139","18733.61","552.16","27.81","7","1740","13","15"
"Calhoun","986","US-13037","13","37","6317","102","21","15608.68","332.44","31.66","2","353","1","3"
"Camden","8732","US-13039","13","39","53924","253","100","16193.16","185.45","211.41","114","2611","18","36"
"Candler","1409","US-13043","13","43","10837","102","54","13001.75","498.29","9.23","1","780","40","41"
"Carroll","14416","US-13045","13","45","120119","447","183","12001.43","152.35","17.48","21","9248","259","328"
"Catoosa","12545","US-13047","13","47","68771","395","126","18241.7","183.22","136.69","94","1957","36","40"
"Charlton","2239","US-13049","13","49","13251","120","48","16896.84","362.24","83.01","11","789","14","20"
"Chatham","53540","US-13051","13","51","292176","3267","798","18324.57","273.12","50.31","147","9821","69","66"
"Chattahoochee","6578","US-13053","13","53","10749","55","17","61196.39","158.15","3832.91","412","873","5","3"
"Chattooga","5254","US-13055","13","55","24766","317","115","21214.57","464.35","20.19","5","1359","17","20"
"Cherokee","45293","US-13057","13","57","266617","2359","576","16988.04","216.04","90.02","240","17713","39","56"
