"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","9276","46"
"Hispanic/Latino","American Indian/Alaska Native","587","3"
"Hispanic/Latino","Asian","1067","4"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","664","4"
"Hispanic/Latino","Other","61309","509"
"Hispanic/Latino","Unknown","37326","8"
"Hispanic/Latino","White","89257","941"
"Non-Hispanic/Latino","African-American/Black","524362","10259"
"Non-Hispanic/Latino","American Indian/Alaska Native","1068","28"
"Non-Hispanic/Latino","Asian","45107","529"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1429","15"
"Non-Hispanic/Latino","Other","34926","175"
"Non-Hispanic/Latino","Unknown","18452","6"
"Non-Hispanic/Latino","White","726325","18547"
"Unknown","African-American/Black","40660","8"
"Unknown","American Indian/Alaska Native","500","0"
"Unknown","Asian","7355","2"
"Unknown","Native Hawaiian/Pacific Islander","421","0"
"Unknown","Other","33684","10"
"Unknown","Unknown","254561","97"
"Unknown","White","51840","24"
