"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","209359","4117","17235"
"Male","Georgia","180821","4449","16382"
"Unknown","Georgia","6461","3","161"
"Female","Appling","657","13","54"
"Male","Appling","546","26","52"
"Unknown","Appling","10","0","0"
"Female","Atkinson","270","5","35"
"Male","Atkinson","235","3","35"
"Unknown","Atkinson","1","0","0"
"Female","Bacon","336","7","20"
"Male","Bacon","313","11","30"
"Unknown","Bacon","9","0","1"
"Female","Baker","50","2","8"
"Male","Baker","52","4","13"
"Female","Baldwin","1341","15","73"
"Male","Baldwin","1090","53","104"
"Unknown","Baldwin","19","0","0"
"Female","Banks","380","4","46"
"Male","Banks","296","7","38"
"Unknown","Banks","6","0","0"
"Female","Barrow","1608","33","162"
"Male","Barrow","1320","23","130"
"Unknown","Barrow","21","0","1"
"Female","Bartow","2213","46","167"
"Male","Bartow","1926","53","188"
"Unknown","Bartow","44","0","2"
"Female","Ben Hill","545","13","50"
"Male","Ben Hill","370","22","45"
"Unknown","Ben Hill","1","0","0"
"Female","Berrien","289","9","16"
"Male","Berrien","230","8","12"
"Unknown","Berrien","7","0","0"
"Female","Bibb","4028","116","502"
"Male","Bibb","3014","99","425"
"Unknown","Bibb","56","0","2"
"Female","Bleckley","320","17","19"
"Male","Bleckley","210","12","17"
"Unknown","Bleckley","8","0","0"
"Female","Brantley","278","8","26"
"Male","Brantley","234","7","18"
"Unknown","Brantley","2","0","0"
"Female","Brooks","310","6","29"
"Male","Brooks","245","20","27"
"Unknown","Brooks","9","0","0"
"Female","Bryan","738","8","44"
"Male","Bryan","631","8","56"
"Unknown","Bryan","14","0","0"
"Female","Bulloch","1835","21","84"
"Male","Bulloch","1367","14","66"
"Unknown","Bulloch","38","0","0"
"Female","Burke","519","7","48"
"Male","Burke","443","5","43"
"Unknown","Burke","6","0","1"
"Female","Butts","389","21","26"
"Male","Butts","406","24","32"
"Unknown","Butts","38","0","2"
"Female","Calhoun","136","8","22"
"Male","Calhoun","133","2","28"
"Unknown","Calhoun","1","0","0"
"Female","Camden","841","8","43"
"Male","Camden","768","10","37"
"Unknown","Camden","10","0","0"
"Female","Candler","315","10","24"
"Male","Candler","251","16","22"
"Unknown","Candler","2","0","0"
"Female","Carroll","2017","40","105"
"Male","Carroll","1778","40","108"
"Unknown","Carroll","30","0","2"
"Female","Catoosa","959","15","58"
"Male","Catoosa","828","12","35"
"Unknown","Catoosa","43","0","0"
"Female","Charlton","236","4","16"
"Male","Charlton","436","7","17"
"Unknown","Charlton","5","0","0"
"Female","Chatham","5591","90","461"
"Male","Chatham","4462","110","419"
"Unknown","Chatham","134","0","3"
"Female","Chattahoochee","122","1","6"
"Male","Chattahoochee","1786","0","9"
"Unknown","Chattahoochee","6","0","0"
"Female","Chattooga","584","13","32"
"Male","Chattooga","484","17","44"
"Unknown","Chattooga","9","0","0"
"Female","Cherokee","4375","56","284"
"Male","Cherokee","4013","56","292"
"Unknown","Cherokee","80","0","3"
"Female","Clarke","3529","21","132"
"Male","Clarke","2805","30","134"
"Unknown","Clarke","43","0","2"
"Female","Clay","76","1","3"
"Male","Clay","46","2","6"
"Unknown","Clay","3","0","0"
"Female","Clayton","5180","99","399"
"Male","Clayton","4024","90","351"
"Unknown","Clayton","107","0","3"
"Female","Clinch","246","2","15"
"Male","Clinch","232","11","21"
"Unknown","Clinch","4","0","0"
"Female","Cobb","13066","234","1056"
"Male","Cobb","11501","252","1040"
"Unknown","Cobb","184","0","6"
"Female","Coffee","1295","33","203"
"Male","Coffee","1172","36","160"
"Unknown","Coffee","21","0","0"
"Female","Colquitt","1119","17","94"
"Male","Colquitt","1082","24","83"
"Unknown","Colquitt","8","0","0"
"Female","Columbia","2644","34","104"
"Male","Columbia","2383","37","115"
"Unknown","Columbia","20","0","2"
"Female","Cook","396","6","35"
"Male","Cook","301","10","32"
"Unknown","Cook","5","0","0"
"Female","Coweta","1743","30","79"
"Male","Coweta","1598","36","80"
"Unknown","Coweta","11","0","0"
"Female","Crawford","121","4","18"
"Male","Crawford","86","2","7"
"Unknown","Crawford","8","0","3"
"Female","Crisp","378","9","51"
"Male","Crisp","317","17","39"
"Unknown","Crisp","5","0","0"
"Female","Dade","232","6","13"
"Male","Dade","211","1","13"
"Unknown","Dade","9","0","0"
"Female","Dawson","517","2","38"
"Male","Dawson","501","9","57"
"Unknown","Dawson","8","0","0"
"Female","DeKalb","13004","191","1313"
"Male","DeKalb","10993","237","1191"
"Unknown","DeKalb","364","0","11"
"Female","Decatur","740","22","58"
"Male","Decatur","629","19","48"
"Unknown","Decatur","13","0","0"
"Female","Dodge","378","21","31"
"Male","Dodge","292","12","28"
"Unknown","Dodge","29","1","0"
"Female","Dooly","209","8","30"
"Male","Dooly","193","10","29"
"Unknown","Dooly","2","0","0"
"Female","Dougherty","2046","111","412"
"Male","Dougherty","1313","87","274"
"Unknown","Dougherty","24","0","0"
"Female","Douglas","2570","36","265"
"Male","Douglas","2029","44","228"
"Unknown","Douglas","36","0","1"
"Female","Early","370","21","27"
"Male","Early","220","15","17"
"Unknown","Early","4","0","0"
"Female","Echols","84","0","2"
"Male","Echols","166","2","8"
"Unknown","Echols","2","0","0"
"Female","Effingham","1045","14","64"
"Male","Effingham","946","16","64"
"Unknown","Effingham","18","0","0"
"Female","Elbert","507","7","48"
"Male","Elbert","355","8","23"
"Unknown","Elbert","2","0","0"
"Female","Emanuel","740","27","58"
"Male","Emanuel","521","16","35"
"Unknown","Emanuel","6","0","0"
"Female","Evans","279","3","34"
"Male","Evans","206","4","12"
"Unknown","Evans","22","0","1"
"Female","Fannin","514","17","38"
"Male","Fannin","412","13","44"
"Unknown","Fannin","6","0","0"
"Female","Fayette","1292","26","67"
"Male","Fayette","1135","35","81"
"Unknown","Fayette","15","0","0"
"Female","Floyd","2536","31","174"
"Male","Floyd","2161","39","201"
"Unknown","Floyd","44","0","5"
"Female","Forsyth","2847","23","178"
"Male","Forsyth","2699","37","234"
"Unknown","Forsyth","74","0","0"
"Female","Franklin","649","6","47"
"Male","Franklin","442","13","31"
"Unknown","Franklin","6","0","0"
"Female","Fulton","17992","306","1409"
"Male","Fulton","16484","347","1403"
"Unknown","Fulton","613","0","5"
"Female","Gilmer","634","11","58"
"Male","Gilmer","480","16","44"
"Unknown","Gilmer","44","0","1"
"Female","Glascock","32","1","2"
"Male","Glascock","27","1","3"
"Unknown","Glascock","2","0","0"
"Female","Glynn","2138","52","178"
"Male","Glynn","1858","56","155"
"Unknown","Glynn","15","0","2"
"Female","Gordon","1516","26","80"
"Male","Gordon","1332","29","77"
"Unknown","Gordon","23","0","1"
"Female","Grady","492","10","50"
"Male","Grady","388","17","54"
"Unknown","Grady","17","0","0"
"Female","Greene","344","14","34"
"Male","Greene","274","12","28"
"Unknown","Greene","2","0","0"
"Female","Gwinnett","17917","235","1587"
"Male","Gwinnett","15817","243","1448"
"Unknown","Gwinnett","666","0","8"
"Female","Habersham","1129","47","116"
"Male","Habersham","953","30","137"
"Unknown","Habersham","26","0","0"
"Female","Hall","6107","90","582"
"Male","Hall","5446","99","619"
"Unknown","Hall","180","0","1"
"Female","Hancock","255","20","35"
"Male","Hancock","193","25","34"
"Unknown","Hancock","1","0","0"
"Female","Haralson","423","7","22"
"Male","Haralson","378","11","17"
"Unknown","Haralson","15","0","0"
"Female","Harris","494","15","48"
"Male","Harris","408","12","49"
"Unknown","Harris","12","0","0"
"Female","Hart","389","10","40"
"Male","Hart","284","10","38"
"Unknown","Hart","5","0","0"
"Female","Heard","152","6","7"
"Male","Heard","119","1","11"
"Female","Henry","3987","58","178"
"Male","Henry","3061","67","145"
"Unknown","Henry","45","0","0"
"Female","Houston","2242","41","217"
"Male","Houston","1807","60","195"
"Unknown","Houston","25","0","2"
"Female","Irwin","202","7","18"
"Male","Irwin","186","4","22"
"Unknown","Irwin","2","0","0"
"Female","Jackson","1573","26","104"
"Male","Jackson","1289","21","136"
"Unknown","Jackson","16","0","0"
"Female","Jasper","150","2","8"
"Male","Jasper","115","2","13"
"Unknown","Jasper","1","0","0"
"Female","Jeff Davis","439","12","30"
