"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1397","13"
"Hispanic/Latino","American Indian/Alaska Native","61","0"
"Hispanic/Latino","Asian","136","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","118","0"
"Hispanic/Latino","Other","18917","186"
"Hispanic/Latino","Unknown","7792","5"
"Hispanic/Latino","White","26028","338"
"Non-Hispanic/Latino","African-American/Black","106429","3461"
"Non-Hispanic/Latino","American Indian/Alaska Native","184","10"
"Non-Hispanic/Latino","Asian","6741","159"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","310","7"
"Non-Hispanic/Latino","Other","4857","16"
"Non-Hispanic/Latino","Unknown","3582","11"
"Non-Hispanic/Latino","White","144556","4696"
"Unknown","African-American/Black","15559","12"
"Unknown","American Indian/Alaska Native","88","0"
"Unknown","Asian","1856","1"
"Unknown","Native Hawaiian/Pacific Islander","106","0"
"Unknown","Other","6140","5"
"Unknown","Unknown","76485","30"
"Unknown","White","22480","21"
