"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4830","36"
"Hispanic/Latino","American Indian/Alaska Native","286","1"
"Hispanic/Latino","Asian","465","5"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","348","5"
"Hispanic/Latino","Other","44849","420"
"Hispanic/Latino","Unknown","21971","10"
"Hispanic/Latino","White","58752","716"
"Non-Hispanic/Latino","African-American/Black","324161","7930"
"Non-Hispanic/Latino","American Indian/Alaska Native","597","19"
"Non-Hispanic/Latino","Asian","23138","406"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","928","14"
"Non-Hispanic/Latino","Other","21212","243"
"Non-Hispanic/Latino","Unknown","11729","10"
"Non-Hispanic/Latino","White","469054","13900"
"Unknown","African-American/Black","28319","25"
"Unknown","American Indian/Alaska Native","225","0"
"Unknown","Asian","4992","2"
"Unknown","Native Hawaiian/Pacific Islander","216","0"
"Unknown","Other","28833","15"
"Unknown","Unknown","162872","65"
"Unknown","White","42896","47"
