"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","474795","8369","32069"
"Male","Georgia","407632","9534","30850"
"Unknown","Georgia","10261","3","167"
"Female","Appling","1048","27","90"
"Male","Appling","878","40","91"
"Female","Atkinson","423","9","59"
"Male","Atkinson","366","11","60"
"Female","Bacon","551","13","41"
"Male","Bacon","736","15","48"
"Female","Baker","85","2","13"
"Male","Baker","79","7","21"
"Female","Baldwin","2134","37","142"
"Male","Baldwin","1712","79","183"
"Unknown","Baldwin","21","0","0"
"Female","Banks","889","20","112"
"Male","Banks","749","15","82"
"Unknown","Banks","16","0","0"
"Female","Barrow","4754","66","322"
"Male","Barrow","4074","69","291"
"Unknown","Barrow","35","0","1"
"Female","Bartow","5934","98","403"
"Male","Bartow","5271","112","436"
"Unknown","Bartow","112","0","0"
"Female","Ben Hill","861","26","85"
"Male","Ben Hill","633","35","71"
"Unknown","Ben Hill","1","0","0"
"Female","Berrien","584","16","38"
"Male","Berrien","480","16","33"
"Unknown","Berrien","5","0","0"
"Female","Bibb","7628","205","950"
"Male","Bibb","5676","204","827"
"Unknown","Bibb","118","0","2"
"Female","Bleckley","465","18","25"
"Male","Bleckley","333","16","23"
"Unknown","Bleckley","6","0","1"
"Female","Brantley","515","15","47"
"Male","Brantley","435","17","34"
"Female","Brooks","548","12","49"
"Male","Brooks","396","24","40"
"Unknown","Brooks","8","0","0"
"Female","Bryan","1450","18","85"
"Male","Bryan","1267","19","93"
"Unknown","Bryan","62","0","0"
"Female","Bulloch","2986","38","125"
"Male","Bulloch","2299","25","100"
"Unknown","Bulloch","1","0","0"
"Female","Burke","996","20","82"
"Male","Burke","794","16","72"
"Unknown","Burke","10","0","1"
"Female","Butts","1075","34","49"
"Male","Butts","1150","45","78"
"Unknown","Butts","124","0","1"
"Female","Calhoun","226","11","36"
"Male","Calhoun","224","4","38"
"Unknown","Calhoun","2","0","0"
"Female","Camden","1713","17","76"
"Male","Camden","1519","14","64"
"Unknown","Camden","17","0","0"
"Female","Candler","421","14","33"
"Male","Candler","354","24","29"
"Female","Carroll","3927","62","151"
"Male","Carroll","3498","70","163"
"Unknown","Carroll","38","0","1"
"Female","Catoosa","3080","33","138"
"Male","Catoosa","2609","31","118"
"Unknown","Catoosa","98","0","3"
"Female","Charlton","455","11","35"
"Male","Charlton","759","15","30"
"Unknown","Charlton","2","0","0"
