"age group","county name","cases","deaths","confirmed_case_hospitalization"
"01-04 years","Georgia","35633","3","481"
"05-09 years","Georgia","62778","5","384"
"10-17 years","Georgia","163457","16","1433"
"18-29 years","Georgia","376514","237","7361"
"30-39 years","Georgia","290826","620","9150"
"40-49 years","Georgia","263133","1380","12293"
"50-59 years","Georgia","234935","3212","17760"
"60-69 years","Georgia","153271","5723","19835"
"70-79 years","Georgia","84248","7315","17988"
"80 & Older years","Georgia","44597","8525","13277"
"<1 years","Georgia","12108","1","577"
"Unknown years","Georgia","5469","0","194"
"01-04 years","Appling","65","0","0"
"05-09 years","Appling","110","0","0"
"10-17 years","Appling","390","0","3"
"18-29 years","Appling","592","1","8"
"30-39 years","Appling","457","3","10"
"40-49 years","Appling","447","9","28"
"50-59 years","Appling","448","11","44"
"60-69 years","Appling","365","22","69"
"70-79 years","Appling","244","25","47"
"80 & Older years","Appling","128","29","41"
"<1 years","Appling","12","0","0"
"Unknown years","Appling","1","0","0"
"01-04 years","Atkinson","29","0","2"
"05-09 years","Atkinson","56","0","1"
"10-17 years","Atkinson","149","0","2"
"18-29 years","Atkinson","293","0","16"
"30-39 years","Atkinson","215","0","15"
"40-49 years","Atkinson","203","4","34"
"50-59 years","Atkinson","199","5","37"
"60-69 years","Atkinson","131","7","42"
"70-79 years","Atkinson","64","8","25"
"80 & Older years","Atkinson","24","8","14"
"<1 years","Atkinson","8","0","0"
"Unknown years","Atkinson","1","0","0"
"01-04 years","Bacon","50","0","1"
"05-09 years","Bacon","66","0","0"
"10-17 years","Bacon","210","0","1"
"18-29 years","Bacon","581","0","9"
"30-39 years","Bacon","333","1","12"
"40-49 years","Bacon","333","5","22"
"50-59 years","Bacon","252","3","23"
"60-69 years","Bacon","224","17","47"
"70-79 years","Bacon","137","14","40"
"80 & Older years","Bacon","64","13","21"
"<1 years","Bacon","15","0","0"
"Unknown years","Bacon","1","0","0"
"01-04 years","Baker","11","0","0"
"05-09 years","Baker","19","0","0"
"10-17 years","Baker","20","0","0"
"18-29 years","Baker","51","0","0"
"30-39 years","Baker","32","0","4"
"40-49 years","Baker","32","3","3"
"50-59 years","Baker","37","0","4"
"60-69 years","Baker","44","3","16"
"70-79 years","Baker","23","3","11"
"80 & Older years","Baker","16","4","6"
"<1 years","Baker","3","0","0"
"01-04 years","Baldwin","105","0","1"
"05-09 years","Baldwin","211","0","0"
"10-17 years","Baldwin","520","1","5"
"18-29 years","Baldwin","1909","0","22"
"30-39 years","Baldwin","948","2","20"
"40-49 years","Baldwin","885","6","44"
"50-59 years","Baldwin","838","22","80"
"60-69 years","Baldwin","636","40","90"
"70-79 years","Baldwin","383","44","70"
"80 & Older years","Baldwin","216","62","76"
"<1 years","Baldwin","37","0","3"
"Unknown years","Baldwin","5","0","0"
"01-04 years","Banks","40","0","2"
"05-09 years","Banks","77","0","1"
"10-17 years","Banks","233","0","5"
"18-29 years","Banks","602","0","20"
"30-39 years","Banks","435","0","21"
"40-49 years","Banks","449","6","29"
"50-59 years","Banks","451","6","40"
"60-69 years","Banks","366","16","70"
"70-79 years","Banks","254","24","77"
"80 & Older years","Banks","109","15","36"
"<1 years","Banks","23","0","3"
"Unknown years","Banks","21","0","1"
"01-04 years","Barrow","333","0","1"
"05-09 years","Barrow","603","0","2"
"10-17 years","Barrow","1749","1","13"
"18-29 years","Barrow","3506","1","65"
"30-39 years","Barrow","3130","3","86"
"40-49 years","Barrow","2990","13","120"
"50-59 years","Barrow","2455","19","177"
"60-69 years","Barrow","1595","48","194"
"70-79 years","Barrow","886","56","144"
"80 & Older years","Barrow","378","65","121"
"<1 years","Barrow","134","0","11"
"Unknown years","Barrow","15","0","2"
"01-04 years","Bartow","384","0","13"
"05-09 years","Bartow","571","0","4"
"10-17 years","Bartow","1830","0","17"
"18-29 years","Bartow","3880","0","39"
"30-39 years","Bartow","3146","6","68"
"40-49 years","Bartow","3032","9","123"
"50-59 years","Bartow","3078","35","224"
"60-69 years","Bartow","1924","85","234"
"70-79 years","Bartow","1215","113","256"
"80 & Older years","Bartow","570","98","153"
"<1 years","Bartow","157","0","8"
"Unknown years","Bartow","60","0","3"
"01-04 years","Ben Hill","42","0","1"
"05-09 years","Ben Hill","38","0","0"
"10-17 years","Ben Hill","168","0","0"
"18-29 years","Ben Hill","409","0","5"
"30-39 years","Ben Hill","320","3","13"
"40-49 years","Ben Hill","285","2","15"
"50-59 years","Ben Hill","296","8","34"
"60-69 years","Ben Hill","251","17","36"
"70-79 years","Ben Hill","164","22","56"
"80 & Older years","Ben Hill","77","20","21"
"<1 years","Ben Hill","14","0","2"
"01-04 years","Berrien","48","0","1"
"05-09 years","Berrien","59","0","0"
"10-17 years","Berrien","172","0","1"
"18-29 years","Berrien","349","0","0"
"30-39 years","Berrien","297","0","5"
"40-49 years","Berrien","229","1","7"
"50-59 years","Berrien","257","6","24"
"60-69 years","Berrien","191","11","28"
"70-79 years","Berrien","132","18","22"
"80 & Older years","Berrien","67","15","15"
"<1 years","Berrien","14","0","0"
"Unknown years","Berrien","1","0","0"
"01-04 years","Bibb","431","0","7"
"05-09 years","Bibb","771","0","4"
"10-17 years","Bibb","2019","0","14"
"18-29 years","Bibb","6041","4","139"
"30-39 years","Bibb","4530","11","194"
"40-49 years","Bibb","4038","28","315"
"50-59 years","Bibb","3565","62","429"
"60-69 years","Bibb","2652","140","565"
"70-79 years","Bibb","1440","168","470"
"80 & Older years","Bibb","826","197","383"
"<1 years","Bibb","127","0","8"
"Unknown years","Bibb","20","0","1"
"01-04 years","Bleckley","19","0","0"
"05-09 years","Bleckley","49","0","0"
"10-17 years","Bleckley","155","0","0"
"18-29 years","Bleckley","311","0","6"
"30-39 years","Bleckley","189","1","5"
"40-49 years","Bleckley","173","1","2"
"50-59 years","Bleckley","163","4","9"
"60-69 years","Bleckley","120","9","15"
"70-79 years","Bleckley","81","8","15"
"80 & Older years","Bleckley","64","18","14"
"<1 years","Bleckley","9","0","0"
"Unknown years","Bleckley","1","0","0"
"01-04 years","Brantley","42","0","0"
"05-09 years","Brantley","79","0","0"
"10-17 years","Brantley","240","0","1"
"18-29 years","Brantley","421","0","5"
"30-39 years","Brantley","324","3","8"
"40-49 years","Brantley","303","5","20"
"50-59 years","Brantley","326","17","34"
"60-69 years","Brantley","233","15","38"
"70-79 years","Brantley","151","25","45"
"80 & Older years","Brantley","66","14","18"
"<1 years","Brantley","7","0","0"
"Unknown years","Brantley","2","0","0"
"01-04 years","Brooks","45","0","1"
"05-09 years","Brooks","64","0","0"
"10-17 years","Brooks","148","0","0"
"18-29 years","Brooks","305","0","4"
"30-39 years","Brooks","243","1","10"
"40-49 years","Brooks","230","2","15"
"50-59 years","Brooks","257","6","32"
"60-69 years","Brooks","157","12","28"
"70-79 years","Brooks","132","17","26"
"80 & Older years","Brooks","81","19","22"
"<1 years","Brooks","18","0","0"
"01-04 years","Bryan","165","0","0"
"05-09 years","Bryan","286","0","2"
"10-17 years","Bryan","730","0","4"
"18-29 years","Bryan","1163","1","20"
"30-39 years","Bryan","1037","4","29"
"40-49 years","Bryan","999","5","51"
"50-59 years","Bryan","697","8","55"
"60-69 years","Bryan","429","18","62"
"70-79 years","Bryan","251","19","91"
"80 & Older years","Bryan","92","10","33"
"<1 years","Bryan","62","0","4"
"Unknown years","Bryan","16","0","0"
"01-04 years","Bulloch","212","0","1"
"05-09 years","Bulloch","385","0","1"
"10-17 years","Bulloch","1028","0","3"
"18-29 years","Bulloch","3565","1","17"
"30-39 years","Bulloch","1348","5","31"
"40-49 years","Bulloch","1052","7","37"
"50-59 years","Bulloch","924","19","62"
"60-69 years","Bulloch","613","24","71"
"70-79 years","Bulloch","301","26","61"
"80 & Older years","Bulloch","143","19","43"
"<1 years","Bulloch","87","0","4"
"Unknown years","Bulloch","2","0","0"
"01-04 years","Burke","47","0","0"
"05-09 years","Burke","98","0","0"
"10-17 years","Burke","252","0","1"
"18-29 years","Burke","548","2","14"
"30-39 years","Burke","441","1","18"
"40-49 years","Burke","436","4","26"
"50-59 years","Burke","395","6","38"
"60-69 years","Burke","303","8","49"
"70-79 years","Burke","155","16","44"
"80 & Older years","Burke","51","12","20"
"<1 years","Burke","19","0","0"
"Unknown years","Burke","2","0","0"
"01-04 years","Butts","74","0","3"
"05-09 years","Butts","106","0","0"
"10-17 years","Butts","326","0","5"
"18-29 years","Butts","823","0","11"
"30-39 years","Butts","741","1","11"
"40-49 years","Butts","670","5","26"
"50-59 years","Butts","680","17","51"
"60-69 years","Butts","446","20","53"
"70-79 years","Butts","298","34","52"
"80 & Older years","Butts","176","40","17"
"<1 years","Butts","33","0","3"
"Unknown years","Butts","1","0","0"
"01-04 years","Calhoun","24","0","0"
"05-09 years","Calhoun","17","0","0"
"10-17 years","Calhoun","70","0","1"
"18-29 years","Calhoun","118","0","7"
"30-39 years","Calhoun","109","3","7"
"40-49 years","Calhoun","116","1","11"
"50-59 years","Calhoun","109","4","21"
"60-69 years","Calhoun","99","4","27"
"70-79 years","Calhoun","36","7","12"
"80 & Older years","Calhoun","25","2","10"
"<1 years","Calhoun","6","0","0"
"Unknown years","Calhoun","3","0","0"
"01-04 years","Camden","184","0","0"
"05-09 years","Camden","307","0","2"
"10-17 years","Camden","775","0","1"
"18-29 years","Camden","1670","0","11"
"30-39 years","Camden","1349","3","26"
"40-49 years","Camden","941","10","30"
"50-59 years","Camden","1005","13","38"
"60-69 years","Camden","669","23","53"
"70-79 years","Camden","376","13","35"
"80 & Older years","Camden","148","22","29"
"<1 years","Camden","37","0","2"
"Unknown years","Camden","44","0","0"
"01-04 years","Candler","21","0","0"
"05-09 years","Candler","45","0","0"
"10-17 years","Candler","118","0","0"
"18-29 years","Candler","219","0","2"
"30-39 years","Candler","180","0","6"
"40-49 years","Candler","179","5","4"
"50-59 years","Candler","199","13","20"
"60-69 years","Candler","137","10","20"
"70-79 years","Candler","98","15","23"
"80 & Older years","Candler","35","8","15"
"<1 years","Candler","11","0","0"
"01-04 years","Carroll","247","0","3"
"05-09 years","Carroll","390","0","3"
"10-17 years","Carroll","1331","0","7"
"18-29 years","Carroll","3068","1","21"
"30-39 years","Carroll","2130","4","28"
"40-49 years","Carroll","1922","10","49"
"50-59 years","Carroll","1811","17","67"
