"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2524","17"
"Hispanic/Latino","American Indian/Alaska Native","130","0"
"Hispanic/Latino","Asian","262","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","178","1"
"Hispanic/Latino","Other","29130","299"
"Hispanic/Latino","Unknown","13570","10"
"Hispanic/Latino","White","38520","501"
"Non-Hispanic/Latino","African-American/Black","186199","5056"
"Non-Hispanic/Latino","American Indian/Alaska Native","346","10"
"Non-Hispanic/Latino","Asian","14133","288"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","561","8"
"Non-Hispanic/Latino","Other","9916","52"
"Non-Hispanic/Latino","Unknown","8772","53"
"Non-Hispanic/Latino","White","273079","8569"
"Unknown","African-American/Black","26314","34"
"Unknown","American Indian/Alaska Native","132","0"
"Unknown","Asian","3345","2"
"Unknown","Native Hawaiian/Pacific Islander","170","0"
"Unknown","Other","25646","22"
"Unknown","Unknown","144902","73"
"Unknown","White","40687","72"
