Ethnicity,race,Confirmed_Cases,Deaths
Hispanic/Latino,African-American/Black,798,14
Hispanic/Latino,American Indian/Alaska Native,64,1
Hispanic/Latino,Asian,80,1
Hispanic/Latino,Native Hawaiian/Pacific Islander,88,0
Hispanic/Latino,Other,13429,145
Hispanic/Latino,Unknown,5291,5
Hispanic/Latino,White,17735,224
Non-Hispanic/Latino,African-American/Black,63156,2612
Non-Hispanic/Latino,American Indian/Alaska Native,122,7
Non-Hispanic/Latino,Asian,3311,115
Non-Hispanic/Latino,Native Hawaiian/Pacific Islander,190,6
Non-Hispanic/Latino,Other,3254,17
Non-Hispanic/Latino,Unknown,2479,25
Non-Hispanic/Latino,White,70340,3013
Unknown,African-American/Black,11756,21
Unknown,American Indian/Alaska Native,55,0
Unknown,Asian,1096,1
Unknown,Native Hawaiian/Pacific Islander,125,2
Unknown,Other,4869,5
Unknown,Unknown,80275,54
Unknown,White,14392,19
