county_resident,positive,deaths,hospitalization,case_rate
Appling,956,26,85,5150.58
Atkinson,431,3,54,5174.07
Bacon,559,10,41,4901.79
Baker,73,3,16,2342.75
Baldwin,1905,55,140,4287.84
Banks,432,6,60,2161.95
Barrow,1965,43,226,2274.75
Bartow,2666,76,257,2406.77
Ben Hill,696,18,73,4181.44
Berrien,418,10,20,2168.5
Bibb,5693,148,805,3741.7
Bleckley,415,19,24,3232.59
Brantley,324,8,29,1687.32
Brooks,492,26,53,3128.38
Bryan,979,9,73,2501.47
Bulloch,2602,24,126,3274.32
Burke,725,9,79,3245.01
Butts,608,41,51,2415.19
Calhoun,231,7,44,3656.8
Camden,1142,7,43,2117.8
Candler,397,16,22,3663.38
Carroll,2509,63,151,2088.76
Catoosa,1002,16,67,1457.01
Charlton,592,6,21,4467.59
Chatham,7728,136,717,2644.98
Chattahoochee,1584,2,13,14736.25
Chattooga,672,7,45,2713.4
Cherokee,5473,87,457,2052.76
Clarke,4430,36,191,3413.5
Clay,116,2,8,4063.05
Clayton,6819,153,630,2236.93
Clinch,329,5,25,4942.91
Cobb,18433,410,1661,2331.56
Coffee,1907,41,274,4430.56
Colquitt,1868,32,148,4115.17
Columbia,3443,55,173,2170.45
Cook,531,12,53,3045.25
Coweta,2396,37,113,1576.31
Crawford,162,4,27,1324.83
Crisp,510,17,64,2288.12
Dade,238,4,15,1472.59
Dawson,752,6,71,2783.02
DeKalb,17477,335,1964,2203.48
Decatur,1060,23,80,4027.05
Dodge,368,9,31,1805.25
Dooly,304,14,49,2268.66
Dougherty,3064,181,624,3408.04
Douglas,3343,68,378,2200.7
Early,445,32,34,4385.96
Echols,238,2,9,5996.47
Effingham,1257,21,83,1963.26
Elbert,553,2,31,2918.98
Emanuel,903,27,69,3984.29
Evans,400,5,30,3742.87
Fannin,529,9,40,2009.88
Fayette,1667,45,89,1418.19
Floyd,2675,39,208,2677.25
Forsyth,3515,40,292,1392.04
Franklin,655,11,50,2807.66
Fulton,26108,554,2258,2375.22
Gilmer,780,10,75,2482.73
Glascock,37,2,4,1223.14
Glynn,3308,85,256,3844.41
Gordon,1668,35,108,2873.43
Grady,716,19,87,2917.69
Greene,482,21,54,2575.2
Gwinnett,25726,372,2560,2649.04
Habersham,1442,63,190,3148.47
Hall,8341,136,900,4042.18
Hancock,374,41,62,4564.87
Haralson,394,8,26,1282.47
Harris,760,21,83,2189.44
Hart,463,11,59,1773.47
Heard,181,5,12,1463.22
Henry,4710,91,190,1963.6
Houston,2851,74,350,1815.47
Irwin,255,4,30,2703.28
Jackson,1730,27,142,2315.93
Jasper,202,4,20,1422.64
Jeff Davis,677,15,44,4469.24
Jefferson,743,21,73,4852.09
Jenkins,369,28,61,4302.71
Johnson,401,18,52,4150.71
Jones,501,4,43,1752.3
Lamar,342,17,38,1767.72
Lanier,284,5,15,2743.7
Laurens,1478,54,123,3125
Lee,667,25,99,2225.48
Liberty,997,19,105,1610.56
Lincoln,203,7,24,2498.46
Long,209,3,14,1049.46
Lowndes,3691,72,185,3131.2
Lumpkin,803,12,83,2375.6
Macon,220,10,46,1693.87
Madison,613,8,51,2031.35
Marion,178,7,19,2146.39
McDuffie,552,13,64,2555.91
McIntosh,273,7,24,1874.1
Meriwether,516,11,67,2454.8
Miller,232,1,10,4024.98
Mitchell,747,45,139,3386.83
Monroe,624,44,79,2250.51
Montgomery,258,5,19,2797.05
Morgan,448,2,32,2340.89
Murray,751,5,44,1865.33
Muscogee,5716,157,631,2982.89
Newton,2435,74,251,2167.26
Non-GA Resident/Unknown State,16586,143,599,0
Oconee,656,22,57,1571.75
Oglethorpe,297,11,44,1948.82
Paulding,2576,44,137,1492.97
Peach,611,19,97,2231.96
Pickens,568,8,53,1694.01
Pierce,559,15,65,2860.07
Pike,297,8,27,1574.76
Polk,1334,17,86,3067.94
Pulaski,294,11,36,2698.98
Putnam,656,22,69,2997.49
Quitman,31,1,6,1351.35
Rabun,307,7,41,1807.37
Randolph,327,27,54,4841.58
Richmond,6506,147,527,3216.97
Rockdale,1745,32,198,1837.62
Schley,102,2,15,1933.65
Screven,336,9,40,2417.27
Seminole,324,8,23,3980.34
Spalding,1248,54,173,1805.82
Stephens,922,31,99,3501.98
Stewart,409,12,78,6673.19
Sumter,900,60,190,3061.33
Talbot,156,5,22,2533.29
Taliaferro,19,0,1,1164.22
Tattnall,740,9,54,2912.12
Taylor,176,8,28,2211.61
Telfair,368,16,35,2352.34
Terrell,324,31,73,3826.62
Thomas,1428,58,159,3213.97
Tift,1628,52,207,3987.26
Toombs,1213,35,90,4495.42
Towns,254,7,34,2110.69
Treutlen,237,6,25,3470.49
Troup,2692,92,301,3823.1
Turner,287,21,48,3553.74
Twiggs,176,7,39,2176.6
Union,599,17,67,2364.32
Unknown,2467,3,58,0
Upson,706,59,74,2686.76
Walker,1274,26,60,1830.2
Walton,1667,51,157,1739.83
Ware,1409,49,156,3929.94
Warren,124,5,23,2380.04
Washington,637,7,43,3137.62
Wayne,1053,27,93,3513.04
Webster,42,2,10,1647.06
Wheeler,305,11,19,3856.37
White,653,17,90,2056.17
Whitfield,4261,57,226,4070.81
Wilcox,234,20,47,2662.12
Wilkes,247,3,27,2466.55
Wilkinson,310,17,56,3475.73
Worth,516,29,84,2561.81
