"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","364203","5221","23725"
"Male","Georgia","309975","5860","22813"
"Unknown","Georgia","10585","14","203"
"Female","Appling","879","16","66"
"Male","Appling","728","28","70"
"Unknown","Appling","11","0","0"
"Female","Atkinson","385","5","49"
"Male","Atkinson","329","7","49"
"Unknown","Atkinson","1","0","0"
"Female","Bacon","489","10","29"
"Male","Bacon","436","12","36"
"Unknown","Bacon","8","0","1"
"Female","Baker","74","2","12"
"Male","Baker","69","4","17"
"Female","Baldwin","1791","17","104"
"Male","Baldwin","1440","59","136"
"Unknown","Baldwin","21","0","1"
"Female","Banks","738","12","87"
"Male","Banks","607","10","68"
"Unknown","Banks","14","0","0"
"Female","Barrow","3449","44","235"
"Male","Barrow","2840","33","208"
"Unknown","Barrow","35","0","1"
"Female","Bartow","4235","60","257"
"Male","Bartow","3706","76","279"
"Unknown","Bartow","95","0","1"
"Female","Ben Hill","798","18","73"
"Male","Ben Hill","553","26","60"
"Unknown","Ben Hill","3","0","0"
"Female","Berrien","502","12","31"
"Male","Berrien","397","11","22"
"Unknown","Berrien","7","0","0"
"Female","Bibb","6182","136","685"
"Male","Bibb","4568","122","595"
"Unknown","Bibb","144","0","2"
"Female","Bleckley","410","18","22"
"Male","Bleckley","292","14","21"
"Unknown","Bleckley","6","0","0"
"Female","Brantley","396","10","32"
"Male","Brantley","330","11","24"
"Unknown","Brantley","4","0","0"
"Female","Brooks","468","7","42"
"Male","Brooks","348","22","34"
"Unknown","Brooks","18","0","0"
"Female","Bryan","1074","9","59"
"Male","Bryan","905","10","76"
"Unknown","Bryan","22","0","0"
"Female","Bulloch","2364","25","98"
"Male","Bulloch","1813","16","76"
"Unknown","Bulloch","56","0","0"
"Female","Burke","772","11","63"
"Male","Burke","623","8","61"
"Unknown","Burke","8","0","1"
"Female","Butts","788","24","36"
"Male","Butts","763","26","54"
"Unknown","Butts","69","1","3"
"Female","Calhoun","210","8","31"
"Male","Calhoun","193","4","32"
"Unknown","Calhoun","2","0","0"
"Female","Camden","1342","9","58"
"Male","Camden","1224","12","46"
"Unknown","Camden","13","0","0"
"Female","Candler","367","11","27"
"Male","Candler","308","17","25"
"Unknown","Candler","2","0","0"
"Female","Carroll","3142","49","129"
"Male","Carroll","2789","53","136"
"Unknown","Carroll","34","0","1"
"Female","Catoosa","2226","25","96"
"Male","Catoosa","1758","19","74"
"Unknown","Catoosa","71","0","0"
"Female","Charlton","383","7","26"
"Male","Charlton","541","8","22"
"Unknown","Charlton","7","0","0"
"Female","Chatham","8148","122","602"
"Male","Chatham","6560","142","570"
"Unknown","Chatham","159","0","3"
"Female","Chattahoochee","192","1","7"
"Male","Chattahoochee","1998","0","13"
"Unknown","Chattahoochee","7","0","0"
"Female","Chattooga","985","21","52"
"Male","Chattooga","831","25","75"
"Unknown","Chattooga","10","0","0"
"Female","Cherokee","8482","73","443"
"Male","Cherokee","7464","87","490"
"Unknown","Cherokee","176","0","3"
"Female","Clarke","5685","31","177"
"Male","Clarke","4431","46","176"
"Unknown","Clarke","49","0","2"
"Female","Clay","93","1","3"
"Male","Clay","66","2","6"
"Unknown","Clay","4","0","0"
"Female","Clayton","9073","124","552"
"Male","Clayton","6905","126","462"
"Unknown","Clayton","125","0","1"
"Female","Clinch","314","2","24"
"Male","Clinch","298","14","30"
"Unknown","Clinch","5","0","0"
"Female","Cobb","24428","293","1241"
"Male","Cobb","21205","322","1244"
"Unknown","Cobb","348","0","6"
"Female","Coffee","2057","48","313"
"Male","Coffee","1735","47","242"
"Unknown","Coffee","25","0","0"
"Female","Colquitt","1428","18","100"
"Male","Colquitt","1330","28","88"
"Unknown","Colquitt","25","0","0"
"Female","Columbia","4689","46","156"
"Male","Columbia","4072","55","179"
"Unknown","Columbia","33","1","3"
"Female","Cook","598","9","48"
"Male","Cook","435","16","41"
"Unknown","Cook","29","3","2"
"Female","Coweta","3369","39","110"
"Male","Coweta","3069","53","122"
"Unknown","Coweta","26","1","0"
"Female","Crawford","231","7","34"
"Male","Crawford","189","2","13"
"Unknown","Crawford","5","0","1"
"Female","Crisp","631","10","77"
"Male","Crisp","483","21","54"
"Unknown","Crisp","16","0","0"
"Female","Dade","456","6","22"
"Male","Dade","410","2","20"
"Unknown","Dade","15","0","0"
"Female","Dawson","1119","7","88"
"Male","Dawson","955","13","97"
"Unknown","Dawson","35","0","0"
"Female","DeKalb","23080","250","1801"
"Male","DeKalb","19238","289","1634"
"Unknown","DeKalb","576","0","13"
"Female","Decatur","1033","24","67"
"Male","Decatur","776","22","55"
"Unknown","Decatur","15","0","0"
"Female","Dodge","529","25","47"
"Male","Dodge","432","22","47"
"Unknown","Dodge","27","1","0"
"Female","Dooly","344","11","35"
"Male","Dooly","284","13","36"
"Unknown","Dooly","5","0","0"
"Female","Dougherty","2749","123","476"
"Male","Dougherty","1851","102","344"
"Unknown","Dougherty","27","0","0"
"Female","Douglas","4726","50","330"
"Male","Douglas","3853","62","279"
"Unknown","Douglas","43","0","1"
"Female","Early","503","23","40"
"Male","Early","306","17","23"
"Unknown","Early","6","0","0"
"Female","Echols","125","0","2"
"Male","Echols","205","2","8"
"Unknown","Echols","5","0","0"
"Female","Effingham","1475","17","91"
"Male","Effingham","1316","20","93"
"Unknown","Effingham","24","0","0"
"Female","Elbert","776","12","65"
"Male","Elbert","525","15","34"
"Unknown","Elbert","7","0","1"
"Female","Emanuel","921","28","65"
"Male","Emanuel","652","19","46"
"Unknown","Emanuel","8","0","0"
"Female","Evans","353","4","44"
"Male","Evans","267","5","17"
"Unknown","Evans","19","0","0"
"Female","Fannin","845","19","59"
"Male","Fannin","726","20","71"
"Unknown","Fannin","35","0","0"
"Female","Fayette","2432","36","87"
"Male","Fayette","2158","48","100"
"Unknown","Fayette","31","0","0"
"Female","Floyd","4241","50","296"
"Male","Floyd","3548","72","318"
"Unknown","Floyd","66","0","5"
"Female","Forsyth","6134","34","299"
"Male","Forsyth","5736","57","423"
"Unknown","Forsyth","570","0","3"
"Female","Franklin","1108","8","66"
"Male","Franklin","836","17","52"
"Unknown","Franklin","15","0","0"
"Female","Fulton","32635","374","1792"
"Male","Fulton","29140","441","1790"
"Unknown","Fulton","588","1","7"
"Female","Gilmer","1041","16","80"
"Male","Gilmer","831","20","72"
"Unknown","Gilmer","79","0","2"
"Female","Glascock","49","2","5"
"Male","Glascock","56","2","7"
"Unknown","Glascock","7","0","0"
"Female","Glynn","2833","58","208"
"Male","Glynn","2474","69","188"
"Unknown","Glynn","41","0","2"
"Female","Gordon","2492","31","111"
"Male","Gordon","2166","40","120"
"Unknown","Gordon","74","0","1"
"Female","Grady","749","13","67"
"Male","Grady","554","22","67"
"Unknown","Grady","18","0","0"
"Female","Greene","657","15","48"
"Male","Greene","518","12","44"
"Unknown","Greene","3","0","0"
"Female","Gwinnett","34029","287","2203"
"Male","Gwinnett","29783","328","2038"
"Unknown","Gwinnett","957","1","11"
"Female","Habersham","2222","62","191"
"Male","Habersham","1842","42","207"
"Unknown","Habersham","48","0","0"
"Female","Hall","10877","125","921"
"Male","Hall","9482","138","991"
"Unknown","Hall","334","0","2"
"Female","Hancock","346","20","43"
"Male","Hancock","368","29","42"
"Unknown","Hancock","7","0","0"
"Female","Haralson","716","9","32"
"Male","Haralson","658","16","23"
"Unknown","Haralson","22","0","0"
"Female","Harris","850","17","56"
"Male","Harris","725","17","61"
"Unknown","Harris","54","0","0"
"Female","Hart","799","12","54"
"Male","Hart","596","12","51"
"Unknown","Hart","30","0","0"
"Female","Heard","266","9","13"
"Male","Heard","226","3","18"
"Female","Henry","7738","73","227"
"Male","Henry","6034","94","179"
"Unknown","Henry","68","0","0"
"Female","Houston","4304","52","280"
"Male","Houston","3494","76","262"
"Unknown","Houston","74","0","2"
"Female","Irwin","325","7","33"
"Male","Irwin","286","6","31"
"Unknown","Irwin","3","0","0"
"Female","Jackson","3541","37","161"
"Male","Jackson","2970","41","201"
"Unknown","Jackson","34","0","0"
"Female","Jasper","277","2","15"
"Male","Jasper","237","7","23"
"Unknown","Jasper","3","0","0"
"Female","Jeff Davis","571","13","35"
"Male","Jeff Davis","511","19","52"
"Unknown","Jeff Davis","4","0","0"
"Female","Jefferson","792","22","70"
"Male","Jefferson","543","20","51"
"Unknown","Jefferson","12","0","2"
"Female","Jenkins","379","15","35"
"Male","Jenkins","245","19","41"
"Female","Johnson","346","14","40"
"Male","Johnson","320","17","41"
"Female","Jones","737","10","48"
"Male","Jones","515","13","36"
"Unknown","Jones","4","0","0"
"Female","Lamar","570","14","33"
"Male","Lamar","458","17","35"
"Unknown","Lamar","7","0","0"
"Female","Lanier","189","2","5"
"Male","Lanier","244","5","17"
"Unknown","Lanier","5","0","0"
"Female","Laurens","1812","48","136"
"Male","Laurens","1322","70","145"
"Unknown","Laurens","31","1","1"
"Female","Lee","725","20","68"
"Male","Lee","588","16","69"
"Unknown","Lee","4","0","0"
"Female","Liberty","1137","12","81"
"Male","Liberty","908","21","83"
"Unknown","Liberty","25","0","0"
"Female","Lincoln","220","7","23"
"Male","Lincoln","171","7","19"
"Unknown","Lincoln","5","0","0"
"Female","Long","281","1","18"
"Male","Long","233","6","16"
"Unknown","Long","2","0","0"
"Female","Lowndes","3638","57","156"
"Male","Lowndes","2899","49","126"
"Unknown","Lowndes","66","0","2"
"Female","Lumpkin","1252","18","117"
"Male","Lumpkin","1043","13","101"
"Unknown","Lumpkin","15","0","0"
"Female","Macon","248","4","26"
"Male","Macon","214","11","35"
"Unknown","Macon","1","0","1"
"Female","Madison","1152","8","51"
"Male","Madison","939","14","58"
"Unknown","Madison","9","0","0"
"Female","Marion","186","6","13"
"Male","Marion","119","4","14"
"Unknown","Marion","3","0","0"
"Female","McDuffie","689","15","67"
"Male","McDuffie","513","10","51"
"Unknown","McDuffie","56","0","0"
"Female","McIntosh","273","7","23"
"Male","McIntosh","222","1","24"
"Unknown","McIntosh","7","0","0"
"Female","Meriwether","658","14","58"
"Male","Meriwether","437","8","45"
"Unknown","Meriwether","6","0","0"
"Female","Miller","301","1","14"
