"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","2797","US-13001","13","1","18561","242","95","15069.23","511.83","53.88","10","727","10","15"
"Atkinson","1188","US-13003","13","3","8330","179","32","14261.7","384.15","84.03","7","394","5","18"
"Bacon","1948","US-13005","13","5","11404","155","51","17081.73","447.21","78.92","9","679","11","13"
"Baker","242","US-13007","13","7","3116","44","13","7766.37","417.2","32.09","1","130","1","3"
"Baldwin","5286","US-13009","13","9","44428","394","167","11897.9","375.89","54.02","24","1443","26","16"
"Banks","2432","US-13011","13","11","19982","280","60","12170.95","300.27","90.08","18","335","5","4"
"Barrow","13173","US-13013","13","13","86383","870","192","15249.53","222.27","134.29","116","1723","7","5"
"Bartow","15547","US-13015","13","15","110771","1034","315","14035.26","284.37","74.93","83","5083","42","74"
"Ben Hill","1867","US-13017","13","17","16645","181","70","11216.58","420.55","36.05","6","1367","35","60"
"Berrien","1542","US-13019","13","19","19276","93","50","7999.58","259.39","15.56","3","1954","20","32"
"Bibb","20351","US-13021","13","21","152150","2361","578","13375.62","379.89","31.55","48","5526","63","63"
"Bleckley","1098","US-13023","13","23","12838","63","40","8552.73","311.58","31.16","4","1222","41","63"
"Brantley","1896","US-13025","13","25","19202","160","75","9873.97","390.58","10.42","2","1236","12","31"
"Brooks","1395","US-13027","13","27","15727","134","54","8870.1","343.36","25.43","4","1032","17","24"
"Bryan","4645","US-13029","13","29","39137","324","64","11868.56","163.53","53.66","21","1670","8","13"
"Bulloch","7934","US-13031","13","31","79467","308","98","9984.02","123.32","25.17","20","3257","110","181"
"Burke","2305","US-13033","13","33","22342","193","48","10316.89","214.84","31.33","7","1441","36","28"
"Butts","3392","US-13035","13","35","25174","193","113","13474.22","448.88","91.36","23","1347","10","15"
"Calhoun","615","US-13037","13","37","6317","90","21","9735.63","332.44","15.83","1","226","0","2"
"Camden","6060","US-13039","13","39","53924","223","80","11238.04","148.36","174.32","94","1963","17","35"
"Candler","1109","US-13043","13","43","10837","84","49","10233.46","452.15","9.23","1","452","38","36"
"Carroll","10065","US-13045","13","45","120119","390","156","8379.19","129.87","36.63","44","6428","169","268"
"Catoosa","8513","US-13047","13","47","68771","303","93","12378.76","135.23","111.97","77","1185","21","29"
"Charlton","1739","US-13049","13","49","13251","107","43","13123.54","324.5","30.19","4","526","13","18"
"Chatham","33309","US-13051","13","51","292176","2671","657","11400.32","224.86","68.11","199","5586","51","56"
"Chattahoochee","5266","US-13053","13","53","10749","42","15","48990.6","139.55","958.23","103","757","5","4"
"Chattooga","3704","US-13055","13","55","24766","256","89","14955.99","359.36","129.21","32","905","16","20"
"Cherokee","31794","US-13057","13","57","266617","1991","443","11924.97","166.16","90.02","240","12398","27","39"
"Clarke","17549","US-13059","13","59","129779","790","176","13522.22","135.62","110.96","144","2686","8","4"
"Clay","232","US-13061","13","61","2855","12","4","8126.09","140.11","0","0","80","0","4"
"Clayton","35399","US-13063","13","63","304838","2199","711","11612.4","233.24","73.15","223","4375","42","16"
"Clinch","1010","US-13065","13","65","6656","85","34","15174.28","510.82","45.07","3","486","2","10"
"Cobb","85800","US-13067","13","67","790588","4184","1296","10852.68","163.93","109.92","869","24890","112","244"
"Coffee","6347","US-13069","13","69","43042","908","185","14746.06","429.81","67.38","29","1566","48","95"
"Colquitt","5548","US-13071","13","71","45393","340","131","12222.15","288.59","70.5","32","1987","62","30"
"Columbia","14762","US-13073","13","73","158631","670","251","9305.87","158.23","36.56","58","10296","55","88"
"Cook","1679","US-13075","13","75","17437","129","52","9628.95","298.22","22.94","4","1941","11","22"
"Coweta","12868","US-13077","13","77","152001","835","340","8465.73","223.68","78.29","119","8167","37","38"
"Crawford","837","US-13079","13","79","12228","106","37","6844.95","302.58","8.18","1","314","6","4"
"Crisp","1857","US-13081","13","81","22289","186","65","8331.46","291.62","13.46","3","1291","47","81"
"Dade","1835","US-13083","13","83","16162","69","17","11353.79","105.19","123.75","20","347","4","4"
"Dawson","4186","US-13085","13","85","27021","336","73","15491.65","270.16","88.82","24","500","2","3"
"DeKalb","80779","US-13089","13","89","793154","6423","1221","10184.53","153.94","85.36","677","11838","128","58"
"Decatur","3478","US-13087","13","87","26322","223","78","13213.28","296.33","75.98","20","1299","24","65"
"Dodge","1531","US-13091","13","91","20385","125","61","7510.42","299.24","24.53","5","2082","66","77"
"Dooly","1084","US-13093","13","93","13400","102","38","8089.55","283.58","22.39","3","568","22","23"
"Dougherty","9139","US-13095","13","95","89905","1348","385","10165.17","428.23","38.93","35","3363","36","20"
"Douglas","17710","US-13097","13","97","151906","1117","249","11658.53","163.92","86.9","132","4791","55","116"
"Early","1545","US-13099","13","99","10146","103","51","15227.68","502.66","9.86","1","335","6","19"
"Echols","412","US-13101","13","101","3969","15","5","10380.45","125.98","100.78","4","314","6","8"
"Effingham","7023","US-13103","13","103","64026","504","151","10968.98","235.84","62.47","40","1862","20","21"
"Elbert","2057","US-13105","13","105","18945","187","68","10857.75","358.93","95.01","18","1270","20","14"
"Emanuel","2697","US-13107","13","107","22664","169","72","11899.93","317.68","52.95","12","1754","62","148"
"Evans","1120","US-13109","13","109","10687","107","36","10480.02","336.86","9.36","1","510","18","28"
"Fannin","3229","US-13111","13","111","26320","262","91","12268.24","345.74","178.57","47","589","17","15"
"Fayette","9818","US-13113","13","113","117544","618","216","8352.62","183.76","68.91","81","3504","26","17"
"Floyd","15557","US-13115","13","115","99916","1190","306","15570.08","306.26","97.08","97","2941","76","103"
"Forsyth","27176","US-13117","13","117","252507","1261","269","10762.47","106.53","104.55","264","7233","12","16"
"Franklin","3295","US-13119","13","119","23329","218","68","14124.05","291.48","42.87","10","659","16","12"
"Fulton","112519","US-13121","13","121","1099181","7433","1664","10236.62","151.39","83.24","915","20831","147","137"
"Gilmer","3534","US-13123","13","123","31417","336","119","11248.69","378.78","105.04","33","1221","18","19"
"Glascock","187","US-13125","13","125","3025","28","7","6181.82","231.4","0","0","227","14","5"
"Glynn","12398","US-13127","13","127","86047","663","302","14408.4","350.97","45.32","39","2984","36","42"
"Gordon","8771","US-13129","13","129","58049","432","175","15109.65","301.47","105.08","61","2622","25","33"
"Grady","2424","US-13131","13","131","24540","239","67","9877.75","273.02","89.65","22","1227","24","24"
"Greene","2209","US-13133","13","133","18717","200","64","11802.11","341.94","42.74","8","523","9","2"
"Gwinnett","113233","US-13135","13","135","971145","6325","1396","11659.74","143.75","97","942","21599","97","76"
"Habersham","6452","US-13137","13","137","45800","629","193","14087.34","421.4","85.15","39","1003","16","19"
"Hall","34331","US-13139","13","139","206349","3152","619","16637.35","299.98","123.09","254","4246","37","32"
"Hancock","1000","US-13141","13","141","8193","122","75","12205.54","915.42","24.41","2","124","7","4"
"Haralson","2396","US-13143","13","143","30722","95","47","7798.97","152.98","26.04","8","1423","75","46"
"Harris","3210","US-13145","13","145","34712","247","84","9247.52","241.99","66.26","23","606","9","12"
"Hart","2314","US-13147","13","147","26107","165","50","8863.52","191.52","38.3","10","1231","23","17"
"Heard","1038","US-13149","13","149","12370","65","26","8391.27","210.19","8.08","1","443","15","19"
"Henry","29219","US-13151","13","151","239866","1287","478","12181.38","199.28","84.63","203","9337","33","21"
"Houston","16183","US-13153","13","153","157039","1081","289","10305.08","184.03","46.49","73","9230","107","285"
"Irwin","901","US-13155","13","155","9433","92","20","9551.57","212.02","10.6","1","537","19","12"
"Jackson","12938","US-13157","13","157","74700","825","205","17319.95","274.43","87.01","65","1913","13","11"
"Jasper","1037","US-13159","13","159","14199","106","33","7303.33","232.41","77.47","11","1123","27","13"
"Jeff Davis","1816","US-13161","13","161","15148","122","44","11988.38","290.47","33.01","5","1148","16","76"
"Jefferson","1861","US-13163","13","163","15313","185","67","12153.07","437.54","26.12","4","833","20","21"
"Jenkins","899","US-13165","13","165","8576","95","43","10482.74","501.4","11.66","1","287","15","25"
"Johnson","1024","US-13167","13","167","9661","115","52","10599.32","538.25","10.35","1","537","11","13"
"Jones","2625","US-13169","13","169","28591","265","87","9181.21","304.29","48.97","14","900","8","9"
"Lamar","2305","US-13171","13","171","19347","188","82","11913.99","423.84","77.53","15","1152","14","16"
"Lanier","781","US-13173","13","173","10351","35","12","7545.16","115.93","0","0","694","5","13"
"Laurens","5843","US-13175","13","175","47296","419","203","12354.11","429.21","50.74","24","3325","44","46"
"Lee","2634","US-13177","13","177","29971","305","72","8788.5","240.23","56.72","17","2121","8","4"
"Liberty","6639","US-13179","13","179","61904","330","98","10724.67","158.31","69.46","43","945","26","25"
"Lincoln","695","US-13181","13","181","8125","70","27","8553.85","332.31","73.85","6","504","6","8"
"Long","1391","US-13183","13","183","19915","80","20","6984.68","100.43","80.34","16","376","6","6"
