"age group","county name","cases","deaths","hospitalization"
"01-04 years","Georgia","8127","1","151"
"05-09 years","Georgia","13166","2","113"
"10-17 years","Georgia","46815","5","451"
"18-29 years","Georgia","153928","79","2951"
"30-39 years","Georgia","108645","181","3851"
"40-49 years","Georgia","105273","400","5589"
"50-59 years","Georgia","99704","998","8087"
"60-69 years","Georgia","67513","2146","9488"
"70-79 years","Georgia","39933","3066","8732"
"80 & Older years","Georgia","23656","4148","6897"
"<1 years","Georgia","2333","0","115"
"Unknown years","Georgia","5901","3","90"
"01-04 years","Appling","22","0","0"
"05-09 years","Appling","43","0","0"
"10-17 years","Appling","131","0","1"
"18-29 years","Appling","301","1","4"
"30-39 years","Appling","215","1","5"
"40-49 years","Appling","223","2","16"
"50-59 years","Appling","247","5","20"
"60-69 years","Appling","203","10","38"
"70-79 years","Appling","142","12","28"
"80 & Older years","Appling","68","13","24"
"<1 years","Appling","3","0","0"
"Unknown years","Appling","2","0","0"
"01-04 years","Atkinson","5","0","1"
"05-09 years","Atkinson","17","0","1"
"10-17 years","Atkinson","43","0","0"
"18-29 years","Atkinson","157","0","8"
"30-39 years","Atkinson","114","0","8"
"40-49 years","Atkinson","119","0","19"
"50-59 years","Atkinson","121","1","18"
"60-69 years","Atkinson","75","4","20"
"70-79 years","Atkinson","43","3","13"
"80 & Older years","Atkinson","14","3","9"
"<1 years","Atkinson","3","0","0"
"Unknown years","Atkinson","1","0","0"
"01-04 years","Bacon","17","0","0"
"05-09 years","Bacon","21","0","0"
"10-17 years","Bacon","61","0","1"
"18-29 years","Bacon","209","0","1"
"30-39 years","Bacon","118","0","4"
"40-49 years","Bacon","145","1","8"
"50-59 years","Bacon","136","2","16"
"60-69 years","Bacon","104","7","18"
"70-79 years","Bacon","69","5","11"
"80 & Older years","Bacon","36","7","7"
"<1 years","Bacon","6","0","0"
"Unknown years","Bacon","1","0","0"
"01-04 years","Baker","5","0","0"
"05-09 years","Baker","4","0","0"
"10-17 years","Baker","9","0","0"
"18-29 years","Baker","21","0","0"
"30-39 years","Baker","21","0","2"
"40-49 years","Baker","12","0","1"
"50-59 years","Baker","17","0","1"
"60-69 years","Baker","25","2","11"
"70-79 years","Baker","17","2","10"
"80 & Older years","Baker","8","2","3"
"<1 years","Baker","1","0","0"
"01-04 years","Baldwin","25","0","0"
"05-09 years","Baldwin","46","0","0"
"10-17 years","Baldwin","144","0","4"
"18-29 years","Baldwin","1141","0","13"
"30-39 years","Baldwin","386","1","12"
"40-49 years","Baldwin","407","2","28"
"50-59 years","Baldwin","421","9","43"
"60-69 years","Baldwin","325","16","57"
"70-79 years","Baldwin","212","20","42"
"80 & Older years","Baldwin","119","28","41"
"<1 years","Baldwin","8","0","0"
"Unknown years","Baldwin","1","0","0"
"01-04 years","Banks","6","0","0"
"05-09 years","Banks","19","0","1"
"10-17 years","Banks","88","0","2"
"18-29 years","Banks","241","0","5"
"30-39 years","Banks","169","0","3"
"40-49 years","Banks","183","0","14"
"50-59 years","Banks","207","0","18"
"60-69 years","Banks","169","4","34"
"70-79 years","Banks","136","9","49"
"80 & Older years","Banks","73","9","26"
"<1 years","Banks","4","0","1"
"Unknown years","Banks","45","0","1"
"01-04 years","Barrow","55","0","0"
"05-09 years","Barrow","103","0","0"
"10-17 years","Barrow","440","0","4"
"18-29 years","Barrow","1265","1","29"
"30-39 years","Barrow","1071","1","37"
"40-49 years","Barrow","1101","4","50"
"50-59 years","Barrow","936","3","74"
"60-69 years","Barrow","644","16","103"
"70-79 years","Barrow","368","19","80"
"80 & Older years","Barrow","188","33","64"
"<1 years","Barrow","25","0","2"
"Unknown years","Barrow","21","0","0"
"01-04 years","Bartow","65","0","2"
"05-09 years","Bartow","146","0","1"
"10-17 years","Bartow","676","0","5"
"18-29 years","Bartow","1476","0","15"
"30-39 years","Bartow","1231","3","32"
"40-49 years","Bartow","1259","0","54"
"50-59 years","Bartow","1307","10","100"
"60-69 years","Bartow","774","23","109"
"70-79 years","Bartow","565","45","121"
"80 & Older years","Bartow","283","55","90"
"<1 years","Bartow","24","0","1"
"Unknown years","Bartow","98","0","7"
"01-04 years","Ben Hill","28","0","1"
"05-09 years","Ben Hill","19","0","0"
"10-17 years","Ben Hill","89","0","0"
"18-29 years","Ben Hill","231","0","4"
"30-39 years","Ben Hill","200","3","9"
"40-49 years","Ben Hill","172","0","9"
"50-59 years","Ben Hill","223","2","25"
"60-69 years","Ben Hill","187","11","25"
"70-79 years","Ben Hill","131","17","46"
"80 & Older years","Ben Hill","60","10","13"
"<1 years","Ben Hill","4","0","0"
"Unknown years","Ben Hill","2","0","0"
"01-04 years","Berrien","14","0","0"
"05-09 years","Berrien","18","0","0"
"10-17 years","Berrien","68","0","0"
"18-29 years","Berrien","171","0","0"
"30-39 years","Berrien","136","0","2"
"40-49 years","Berrien","126","0","3"
"50-59 years","Berrien","142","2","13"
"60-69 years","Berrien","108","5","14"
"70-79 years","Berrien","73","7","11"
"80 & Older years","Berrien","41","9","10"
