county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,455,16,56,2451.38
Atkinson,246,2,32,2953.18
Bacon,355,5,28,3112.94
Baker,46,3,12,1476.25
Baldwin,770,37,86,1733.14
Banks,196,3,30,980.88
Barrow,817,31,142,945.79
Bartow,1214,50,177,1095.95
Ben Hill,284,1,24,1706.22
Berrien,205,0,11,1063.5
Bibb,2390,47,402,1570.82
Bleckley,103,1,8,802.31
Brantley,181,3,10,942.61
Brooks,293,12,32,1863.04
Bryan,396,6,42,1011.83
Bulloch,834,8,69,1049.49
Burke,270,7,43,1208.49
Butts,379,36,33,1505.52
Calhoun,178,6,35,2817.79
Camden,423,3,15,784.44
Candler,143,1,8,1319.55
Carroll,1414,42,122,1177.17
Catoosa,423,8,28,615.08
Charlton,207,2,14,1562.15
Chatham,3723,43,356,1274.23
Chattahoochee,504,1,9,4688.81
Chattooga,101,2,5,407.82
Cherokee,2267,50,252,850.28
Clarke,1306,15,90,1006.33
Clay,68,2,5,2381.79
Clayton,3630,88,369,1190.8
Clinch,141,4,13,2118.39
Cobb,8966,274,1125,1134.09
Coffee,1080,21,160,2509.18
Colquitt,1377,20,103,3033.51
Columbia,1323,17,104,834.01
Cook,301,5,34,1726.21
Coweta,1056,17,72,694.73
Crawford,68,0,7,556.1
Crisp,340,13,50,1525.42
Dade,89,1,5,550.67
Dawson,210,3,31,777.17
DeKalb,10203,196,1280,1286.38
Decatur,417,8,41,1584.23
Dodge,179,2,17,878.1
Dooly,226,14,46,1686.57
Dougherty,2365,158,506,2630.55
Douglas,1853,43,256,1219.83
Early,337,31,30,3321.51
Echols,217,0,6,5467.37
Effingham,444,1,35,693.47
Elbert,247,1,12,1303.77
Emanuel,271,5,25,1195.73
Evans,128,0,8,1197.72
Fannin,206,2,18,782.67
Fayette,702,21,56,597.22
Floyd,905,15,61,905.76
Forsyth,1454,16,154,575.83
Franklin,308,3,27,1320.25
Fulton,14169,350,1517,1289.05
Gilmer,392,3,36,1247.73
Glascock,17,0,1,561.98
Glynn,1948,12,131,2263.88
Gordon,723,20,50,1245.5
Grady,312,4,52,1271.39
Greene,185,11,22,988.41
Gwinnett,14099,209,1661,1451.79
Habersham,890,43,129,1943.23
Hall,4620,69,592,2238.93
Hancock,246,33,39,3002.56
Haralson,142,6,18,462.21
Harris,530,14,57,1526.85
Hart,175,0,21,670.32
Heard,104,3,9,840.74
Henry,2301,36,135,959.29
Houston,1297,36,192,825.91
Irwin,117,1,16,1240.33
Jackson,667,13,73,892.9
Jasper,103,1,9,725.4
Jeff Davis,232,4,14,1531.56
Jefferson,319,5,39,2083.2
Jenkins,197,15,37,2297.11
Johnson,187,2,27,1935.62
Jones,199,1,12,696.02
Lamar,173,8,20,894.2
Lanier,185,3,13,1787.27
Laurens,537,1,43,1135.4
Lee,457,22,77,1524.81
Liberty,437,2,36,705.93
Lincoln,91,2,13,1120
Long,90,1,3,451.92
Lowndes,2344,23,115,1988.5
Lumpkin,222,5,43,656.77
Macon,153,10,36,1178.01
Madison,239,4,23,791.99
Marion,113,4,14,1362.59
McDuffie,211,8,39,976.99
McIntosh,110,1,8,755.13
Meriwether,293,5,37,1393.91
Miller,77,0,4,1335.88
Mitchell,528,41,117,2393.91
Monroe,324,20,38,1168.54
Montgomery,94,0,14,1019.08
Morgan,119,0,8,621.8
Murray,412,2,26,1023.32
Muscogee,3550,71,368,1852.57
Newton,1263,22,148,1124.13
Non-Georgia Resident,13182,71,318,0
Oconee,314,15,38,752.33
Oglethorpe,150,7,23,984.25
Paulding,1110,18,115,643.32
Peach,209,9,38,763.47
Pickens,191,5,20,569.64
Pierce,324,5,38,1657.71
Pike,146,3,14,774.13
Polk,439,3,20,1009.61
Pulaski,70,2,8,642.61
Putnam,279,16,33,1274.85
Quitman,25,1,5,1089.8
Rabun,134,3,24,788.88
Randolph,229,26,39,3390.58
Richmond,2437,73,305,1205
Rockdale,926,12,141,975.15
Schley,32,1,7,606.64
Screven,138,8,24,992.81
Seminole,77,2,10,945.95
Spalding,676,33,91,978.15
Stephens,442,6,46,1678.82
Stewart,235,4,48,3834.23
Sumter,680,55,160,2313
Talbot,108,3,16,1753.82
Taliaferro,5,0,0,306.37
Tattnall,282,0,19,1109.76
Taylor,54,2,13,678.56
Telfair,226,5,18,1444.64
Terrell,268,29,62,3165.23
Thomas,755,36,105,1699.26
Tift,1089,32,146,2667.16
Toombs,444,6,36,1645.48
Towns,85,1,14,706.33
Treutlen,62,2,11,907.89
Troup,1957,49,207,2779.28
Turner,204,18,36,2526
Twiggs,61,1,15,754.39
Union,147,4,31,580.22
Unknown,1917,8,57,0
Upson,434,45,50,1651.63
Walker,419,14,20,601.93
Walton,675,32,80,704.49
Ware,914,17,94,2549.3
Warren,44,0,16,844.53
Washington,254,1,16,1251.11
Wayne,443,1,34,1477.95
Webster,35,2,7,1372.55
Wheeler,76,0,2,960.93
White,236,5,41,743.12
Whitfield,2410,23,112,2302.43
Wilcox,148,17,24,1683.73
Wilkes,150,3,21,1497.9
Wilkinson,145,10,32,1625.74
Worth,383,23,63,1901.5
