"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","1052605","14542","57065"
"Male","Georgia","876551","16868","53996"
"Unknown","Georgia","14876","5","368"
"Female","Appling","1925","55","138"
"Male","Appling","1604","57","131"
"Female","Atkinson","862","17","109"
"Male","Atkinson","691","23","108"
"Female","Bacon","1142","24","101"
"Male","Bacon","1271","39","102"
"Female","Baker","173","6","23"
"Male","Baker","141","8","23"
"Unknown","Baker","1","0","0"
"Female","Baldwin","4096","68","192"
"Male","Baldwin","3189","129","249"
"Unknown","Baldwin","25","0","0"
"Female","Banks","1842","42","188"
"Male","Banks","1531","42","156"
"Unknown","Banks","17","0","2"
"Female","Barrow","10588","114","541"
"Male","Barrow","8842","128","463"
"Unknown","Barrow","69","0","1"
"Female","Bartow","11627","175","610"
"Male","Bartow","9922","211","621"
"Unknown","Bartow","105","0","0"
"Female","Ben Hill","1238","32","101"
"Male","Ben Hill","924","42","88"
"Unknown","Ben Hill","4","0","0"
"Female","Berrien","1113","32","60"
"Male","Berrien","906","26","50"
"Unknown","Berrien","6","0","0"
"Female","Bibb","16405","344","1493"
"Male","Bibb","12176","350","1276"
"Unknown","Bibb","266","0","7"
"Female","Bleckley","844","24","41"
"Male","Bleckley","606","19","34"
"Unknown","Bleckley","10","0","0"
"Female","Brantley","1343","38","95"
"Male","Brantley","1132","52","89"
"Female","Brooks","1057","25","85"
"Male","Brooks","828","39","73"
"Unknown","Brooks","7","0","0"
"Female","Bryan","3601","30","189"
"Male","Bryan","3293","45","216"
"Unknown","Bryan","7","0","0"
"Female","Bulloch","5898","58","203"
"Male","Bulloch","4609","51","172"
"Female","Burke","1640","29","117"
"Male","Burke","1319","35","120"
"Unknown","Burke","11","0","0"
"Female","Butts","2331","62","124"
"Male","Butts","2358","79","146"
"Unknown","Butts","34","0","0"
"Female","Calhoun","404","14","46"
"Male","Calhoun","568","7","56"
"Unknown","Calhoun","15","0","1"
"Female","Camden","4731","47","135"
"Male","Camden","3970","53","119"
"Unknown","Camden","51","0","0"
"Female","Candler","766","19","58"
"Male","Candler","630","35","44"
"Female","Carroll","7736","87","211"
"Male","Carroll","6645","98","232"
"Unknown","Carroll","54","0","7"
"Female","Catoosa","6671","68","200"
"Male","Catoosa","5821","58","191"
"Unknown","Catoosa","110","0","5"
"Female","Charlton","878","19","63"
"Male","Charlton","1350","28","58"
"Female","Chatham","29432","362","1700"
"Male","Chatham","24157","441","1583"
"Unknown","Chatham","81","1","1"
"Female","Chattahoochee","674","3","22"
"Male","Chattahoochee","5775","14","34"
"Unknown","Chattahoochee","129","0","0"
"Female","Chattooga","2865","56","154"
"Male","Chattooga","2378","59","164"
"Unknown","Chattooga","18","0","0"
"Female","Cherokee","24234","244","1108"
"Male","Cherokee","20904","336","1262"
"Unknown","Cherokee","172","0","0"
"Female","Clarke","14801","97","617"
"Male","Clarke","11361","120","556"
"Unknown","Clarke","64","0","1"
"Female","Clay","209","1","8"
"Male","Clay","151","5","6"
"Unknown","Clay","4","0","0"
"Female","Clayton","33332","445","1714"
"Male","Clayton","24453","453","1445"
"Unknown","Clayton","310","0","7"
"Female","Clinch","737","17","53"
"Male","Clinch","653","23","46"
"Female","Cobb","75426","737","2369"
"Male","Cobb","62255","899","2421"
"Unknown","Cobb","659","0","5"
"Female","Coffee","4766","124","621"
"Male","Coffee","3849","105","492"
"Female","Colquitt","4213","79","201"
"Male","Colquitt","3707","92","201"
"Unknown","Colquitt","42","0","0"
"Female","Columbia","10984","130","435"
"Male","Columbia","9672","184","427"
"Unknown","Columbia","55","0","1"
"Female","Cook","1167","27","77"
"Male","Cook","897","30","66"
"Unknown","Cook","3","0","0"
"Female","Coweta","11204","185","728"
"Male","Coweta","9647","241","682"
"Unknown","Coweta","80","0","5"
"Female","Crawford","638","20","59"
"Male","Crawford","541","25","63"
"Unknown","Crawford","7","0","0"
"Female","Crisp","1422","35","120"
"Male","Crisp","1065","36","81"
"Unknown","Crisp","58","0","0"
"Female","Dade","1350","14","51"
"Male","Dade","1243","11","49"
"Unknown","Dade","24","0","0"
"Female","Dawson","3308","39","184"
"Male","Dawson","2815","58","211"
"Unknown","Dawson","34","0","0"
"Female","DeKalb","73045","744","4418"
"Male","DeKalb","57376","801","3799"
"Unknown","DeKalb","1165","0","22"
"Female","Decatur","2985","43","141"
"Male","Decatur","2278","51","121"
"Unknown","Decatur","42","0","0"
"Female","Dodge","1069","33","69"
"Male","Dodge","1004","37","65"
"Unknown","Dodge","36","0","0"
"Female","Dooly","793","17","56"
"Male","Dooly","725","22","53"
"Unknown","Dooly","14","0","0"
"Female","Dougherty","8046","237","895"
"Male","Dougherty","5893","212","673"
"Unknown","Dougherty","197","0","1"
"Female","Douglas","15723","154","685"
"Male","Douglas","12474","168","596"
"Unknown","Douglas","75","0","2"
"Female","Early","1242","30","76"
"Male","Early","846","25","40"
"Unknown","Early","16","0","0"
"Female","Echols","196","2","5"
"Male","Echols","269","4","12"
"Unknown","Echols","1","0","0"
"Female","Effingham","5529","68","300"
"Male","Effingham","4765","99","299"
"Unknown","Effingham","19","0","0"
"Female","Elbert","1518","39","152"
"Male","Elbert","1116","42","104"
"Unknown","Elbert","12","0","1"
"Female","Emanuel","1896","46","126"
"Male","Emanuel","1517","34","77"
"Unknown","Emanuel","19","0","0"
"Female","Evans","849","19","76"
"Male","Evans","667","22","50"
"Female","Fannin","2242","55","154"
"Male","Fannin","1906","77","184"
"Unknown","Fannin","10","0","0"
"Female","Fayette","9044","122","455"
"Male","Fayette","7914","156","504"
"Unknown","Fayette","81","0","1"
"Female","Floyd","12512","179","766"
"Male","Floyd","10351","240","774"
"Unknown","Floyd","116","0","2"
"Female","Forsyth","22590","150","703"
"Male","Forsyth","20496","227","839"
"Unknown","Forsyth","1197","0","0"
"Female","Franklin","2413","29","140"
"Male","Franklin","1951","49","123"
"Unknown","Franklin","21","0","0"
"Female","Fulton","101457","1003","5149"
"Male","Fulton","84716","1081","4736"
"Unknown","Fulton","1252","0","79"
"Female","Gilmer","2507","66","222"
"Male","Gilmer","2104","82","232"
"Unknown","Gilmer","34","0","0"
"Female","Glascock","138","3","11"
"Male","Glascock","122","5","17"
"Unknown","Glascock","9","0","0"
"Female","Glynn","9874","156","379"
"Male","Glynn","8257","203","383"
"Unknown","Glynn","15","0","0"
"Female","Gordon","6364","102","238"
"Male","Gordon","5445","129","256"
"Unknown","Gordon","113","0","1"
"Female","Grady","2081","35","148"
"Male","Grady","1586","48","125"
"Unknown","Grady","23","0","0"
"Female","Greene","1723","36","127"
"Male","Greene","1437","38","145"
"Unknown","Greene","12","0","0"
"Female","Gwinnett","94515","794","3873"
"Male","Gwinnett","80071","956","3658"
"Unknown","Gwinnett","968","0","5"
"Female","Habersham","4556","112","336"
"Male","Habersham","3802","127","382"
"Unknown","Habersham","39","0","1"
"Female","Hall","25227","355","1728"
"Male","Hall","21436","433","1822"
"Unknown","Hall","294","1","3"
"Female","Hancock","694","34","63"
"Male","Hancock","672","48","69"
"Unknown","Hancock","3","0","0"
"Female","Haralson","1867","32","63"
"Male","Haralson","1569","32","48"
"Unknown","Haralson","19","0","0"
