"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","9338","51"
"Hispanic/Latino","American Indian/Alaska Native","581","2"
"Hispanic/Latino","Asian","1077","5"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","666","4"
"Hispanic/Latino","Other","61749","503"
"Hispanic/Latino","Unknown","37196","9"
"Hispanic/Latino","White","90014","966"
"Non-Hispanic/Latino","African-American/Black","530604","10350"
"Non-Hispanic/Latino","American Indian/Alaska Native","1064","29"
"Non-Hispanic/Latino","Asian","45711","533"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1451","17"
"Non-Hispanic/Latino","Other","35022","93"
"Non-Hispanic/Latino","Unknown","18415","6"
"Non-Hispanic/Latino","White","734350","18718"
"Unknown","African-American/Black","39736","7"
"Unknown","American Indian/Alaska Native","472","0"
"Unknown","Asian","7250","2"
"Unknown","Native Hawaiian/Pacific Islander","419","0"
"Unknown","Other","33454","7"
"Unknown","Unknown","244732","92"
"Unknown","White","50731","21"
