"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","940","11"
"Hispanic/Latino","American Indian/Alaska Native","47","0"
"Hispanic/Latino","Asian","96","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","98","0"
"Hispanic/Latino","Other","15211","159"
"Hispanic/Latino","Unknown","6098","6"
"Hispanic/Latino","White","20337","267"
"Non-Hispanic/Latino","African-American/Black","75088","3001"
"Non-Hispanic/Latino","American Indian/Alaska Native","130","9"
"Non-Hispanic/Latino","Asian","4236","135"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","219","6"
"Non-Hispanic/Latino","Other","3886","14"
"Non-Hispanic/Latino","Unknown","3097","34"
"Non-Hispanic/Latino","White","92131","3717"
"Unknown","African-American/Black","12886","14"
"Unknown","American Indian/Alaska Native","54","0"
"Unknown","Asian","1247","0"
"Unknown","Native Hawaiian/Pacific Islander","83","0"
"Unknown","Other","5190","4"
"Unknown","Unknown","75489","58"
"Unknown","White","16741","19"
