"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","11831","50"
"Hispanic/Latino","American Indian/Alaska Native","650","2"
"Hispanic/Latino","Asian","1406","6"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","769","5"
"Hispanic/Latino","Other","73140","517"
"Hispanic/Latino","Unknown","37605","11"
"Hispanic/Latino","White","103797","990"
"Non-Hispanic/Latino","African-American/Black","614718","10751"
"Non-Hispanic/Latino","American Indian/Alaska Native","1232","29"
"Non-Hispanic/Latino","Asian","58225","561"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1661","17"
"Non-Hispanic/Latino","Other","40066","100"
"Non-Hispanic/Latino","Unknown","16957","5"
"Non-Hispanic/Latino","White","834377","19567"
"Unknown","African-American/Black","34697","5"
"Unknown","American Indian/Alaska Native","427","0"
"Unknown","Asian","7278","2"
"Unknown","Native Hawaiian/Pacific Islander","378","0"
"Unknown","Other","34256","7"
"Unknown","Unknown","263549","90"
"Unknown","White","45624","20"
