"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases"
"Appling","1087","US-13001","13","1","18561","98","33","5856.37","177.79","371.75","69"
"Atkinson","452","US-13003","13","3","8330","59","4","5426.17","48.02","108.04","9"
"Bacon","613","US-13005","13","5","11404","47","14","5375.31","122.76","140.3","16"
"Baker","85","US-13007","13","7","3116","20","5","2727.86","160.46","64.18","2"
"Baldwin","2177","US-13009","13","9","44428","167","61","4900.06","137.3","254.34","113"
"Banks","514","US-13011","13","11","19982","70","8","2572.32","40.04","160.14","32"
"Barrow","2342","US-13013","13","13","86383","249","47","2711.18","54.41","201.43","174"
"Bartow","3083","US-13015","13","15","110771","305","89","2783.22","80.35","176.94","196"
"Ben Hill","818","US-13017","13","17","16645","83","26","4914.39","156.2","384.5","64"
"Berrien","466","US-13019","13","19","19276","23","12","2417.51","62.25","103.76","20"
"Bibb","6215","US-13021","13","21","152150","873","183","4084.78","120.28","154.45","235"
"Bleckley","443","US-13023","13","23","12838","29","21","3450.69","163.58","210.31","27"
"Brantley","358","US-13025","13","25","19202","34","11","1864.39","57.29","67.7","13"
"Brooks","529","US-13027","13","27","15727","55","26","3363.64","165.32","89.02","14"
"Bryan","1197","US-13029","13","29","39137","82","13","3058.49","33.22","132.87","52"
"Bulloch","2942","US-13031","13","31","79467","134","29","3702.17","36.49","123.32","98"
"Burke","847","US-13033","13","33","22342","88","10","3791.07","44.76","264.08","59"
"Butts","711","US-13035","13","35","25174","54","43","2824.34","170.81","297.93","75"
"Calhoun","251","US-13037","13","37","6317","47","9","3973.41","142.47","237.45","15"
"Camden","1341","US-13039","13","39","53924","64","16","2486.83","29.67","129.81","70"
"Candler","480","US-13043","13","43","10837","33","22","4429.27","203.01","313.74","34"
"Carroll","2933","US-13045","13","45","120119","166","70","2441.75","58.28","150.68","181"
"Catoosa","1262","US-13047","13","47","68771","79","19","1835.08","27.63","142.5","98"
"Charlton","643","US-13049","13","49","13251","27","9","4852.46","67.92","143.39","19"
"Chatham","8755","US-13051","13","51","292176","792","172","2996.48","58.87","141.01","412"
"Chattahoochee","1697","US-13053","13","53","10749","14","1","15787.52","9.3","660.53","71"
"Chattooga","827","US-13055","13","55","24766","61","23","3339.26","92.87","282.65","70"
"Cherokee","6359","US-13057","13","57","266617","506","94","2385.07","35.26","151.15","403"
"Clarke","5271","US-13059","13","59","129779","235","45","4061.52","34.67","197.26","256"
"Clay","121","US-13061","13","61","2855","9","3","4238.18","105.08","35.03","1"
"Clayton","7289","US-13063","13","63","304838","652","165","2391.11","54.13","100.38","306"
"Clinch","397","US-13065","13","65","6656","29","11","5964.54","165.26","285.46","19"
"Cobb","20294","US-13067","13","67","790588","1842","437","2566.95","55.28","101.32","801"
"Coffee","2130","US-13069","13","69","43042","314","54","4948.65","125.46","234.65","101"
"Colquitt","1954","US-13071","13","71","45393","157","37","4304.63","81.51","189.46","86"
"Columbia","3925","US-13073","13","73","158631","188","61","2474.3","38.45","143.1","227"
"Cook","558","US-13075","13","75","17437","61","14","3200.09","80.29","68.82","12"
"Coweta","2707","US-13077","13","77","152001","136","52","1780.91","34.21","67.76","103"
