county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,586,16,62,3157.16
Atkinson,289,2,38,3469.39
Bacon,410,6,34,3595.23
Baker,58,3,13,1861.36
Baldwin,943,38,97,2122.54
Banks,241,3,40,1206.09
Barrow,1096,32,160,1268.77
Bartow,1583,59,207,1429.07
Ben Hill,343,3,31,2060.68
Berrien,259,0,12,1343.64
Bibb,3107,61,549,2042.06
Bleckley,129,3,13,1004.83
Brantley,224,4,14,1166.55
Brooks,370,15,43,2352.64
Bryan,546,7,49,1395.1
Bulloch,1093,12,77,1375.41
Burke,400,7,53,1790.35
Butts,463,37,41,1839.2
Calhoun,193,6,41,3055.25
Camden,634,4,20,1175.73
Candler,223,4,9,2057.77
Carroll,1701,47,123,1416.1
Catoosa,539,9,39,783.76
Charlton,377,3,16,2845.07
Chatham,4911,67,453,1680.84
Chattahoochee,660,1,10,6140.11
Chattooga,187,2,5,755.07
Cherokee,2791,56,292,1046.82
Clarke,1694,17,116,1305.3
Clay,76,2,6,2662
Clayton,4468,100,480,1465.7
Clinch,172,4,15,2584.13
Cobb,11436,298,1305,1446.52
Coffee,1324,25,197,3076.07
Colquitt,1473,22,107,3244.99
Columbia,1848,19,118,1164.97
Cook,397,6,42,2276.77
Coweta,1313,21,92,863.81
Crawford,90,0,10,736.02
Crisp,361,14,54,1619.63
Dade,109,1,6,674.42
Dawson,295,3,43,1091.74
DeKalb,12348,225,1504,1556.82
Decatur,630,8,55,2393.44
Dodge,188,3,13,922.25
Dooly,242,14,47,1805.97
Dougherty,2589,168,540,2879.71
Douglas,2279,49,294,1500.27
Early,346,31,31,3410.21
Echols,218,2,7,5492.57
Effingham,626,1,40,977.73
Elbert,323,1,16,1704.94
Emanuel,409,7,27,1804.62
Evans,210,1,11,1965
Fannin,270,2,28,1025.84
Fayette,949,25,63,807.36
Floyd,1243,15,80,1244.04
Forsyth,1898,19,186,751.66
Franklin,354,4,28,1517.42
Fulton,17858,398,1754,1624.66
Gilmer,491,3,47,1562.85
Glascock,22,0,2,727.27
Glynn,2281,29,162,2650.88
Gordon,1001,23,70,1724.41
Grady,400,5,60,1629.99
Greene,247,11,26,1319.66
Gwinnett,17511,240,1990,1803.13
Habersham,1026,48,153,2240.17
Hall,5482,79,684,2656.66
Hancock,281,34,44,3429.76
Haralson,191,6,19,621.7
Harris,616,16,68,1774.6
Hart,263,2,38,1007.39
Heard,129,3,9,1042.85
Henry,2954,41,146,1231.52
Houston,1746,49,239,1111.83
Irwin,153,1,21,1621.97
Jackson,936,13,94,1253.01
Jasper,123,1,11,866.26
Jeff Davis,366,6,18,2416.16
Jefferson,422,6,51,2755.83
Jenkins,230,22,42,2681.9
Johnson,221,10,41,2287.55
Jones,258,3,26,902.38
Lamar,221,9,27,1142.3
Lanier,214,4,14,2067.43
Laurens,727,4,63,1537.13
Lee,506,22,83,1688.3
Liberty,594,2,53,959.55
Lincoln,125,4,18,1538.46
Long,122,1,4,612.6
Lowndes,2931,32,134,2486.47
Lumpkin,301,6,50,890.48
Macon,174,10,39,1339.7
Madison,326,4,38,1080.29
Marion,142,4,15,1712.29
McDuffie,286,9,47,1324.26
McIntosh,147,2,12,1009.13
Meriwether,347,5,46,1650.81
Miller,130,0,7,2255.38
Mitchell,609,41,122,2761.15
Monroe,416,23,51,1500.34
Montgomery,128,0,14,1387.68
Morgan,216,0,11,1128.64
Murray,527,2,31,1308.96
Muscogee,4259,82,462,2222.56
Newton,1566,35,188,1393.81
Non-GA Resident/Unknown State,15178,81,392,0
Oconee,387,15,42,927.23
Oglethorpe,184,7,27,1207.35
Paulding,1401,19,121,811.98
Peach,318,12,63,1161.64
Pickens,276,5,27,823.14
Pierce,376,6,41,1923.77
Pike,187,4,17,991.52
Polk,664,6,31,1527.07
Pulaski,85,2,11,780.32
Putnam,377,17,42,1722.64
Quitman,29,1,6,1264.17
Rabun,190,3,31,1118.57
Randolph,259,26,41,3834.76
Richmond,3588,83,372,1774.13
Rockdale,1152,16,164,1213.14
Schley,50,1,7,947.87
Screven,172,9,26,1237.41
Seminole,144,2,14,1769.04
Spalding,846,39,114,1224.14
Stephens,547,10,63,2077.64
Stewart,247,5,50,4030.02
Sumter,724,56,170,2462.67
Talbot,126,3,19,2046.12
Taliaferro,12,0,1,735.29
Tattnall,407,1,28,1601.67
Taylor,69,2,14,867.05
Telfair,251,7,21,1604.45
Terrell,291,30,64,3436.87
Thomas,982,39,124,2210.17
Tift,1241,35,165,3039.43
Toombs,622,6,47,2305.16
Towns,111,1,16,922.39
Treutlen,96,3,14,1405.77
Troup,2159,63,240,3066.15
Turner,224,18,38,2773.65
Twiggs,93,3,22,1150.14
Union,205,6,38,809.16
Unknown,2377,6,84,0
Upson,481,46,53,1830.5
Walker,548,16,27,787.24
Walton,934,34,104,974.81
Ware,1073,23,107,2992.78
Warren,55,0,18,1055.66
Washington,410,2,26,2019.51
Wayne,615,4,43,2051.78
Webster,36,2,7,1411.76
Wheeler,84,1,3,1062.08
White,299,5,52,941.5
Whitfield,3135,26,143,2995.07
Wilcox,164,18,32,1865.76
Wilkes,176,3,21,1757.54
Wilkinson,178,10,35,1995.74
Worth,421,23,71,2090.16
