county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,285,14,43,1535.48
Atkinson,162,2,20,1944.78
Bacon,280,4,23,2455.28
Baker,43,3,12,1379.97
Baldwin,564,34,76,1269.47
Banks,142,1,23,710.64
Barrow,535,25,112,619.33
Bartow,765,42,160,690.61
Ben Hill,184,1,15,1105.44
Berrien,130,0,6,674.41
Bibb,1118,41,222,734.8
Bleckley,69,1,5,537.47
Brantley,110,3,7,572.86
Brooks,177,11,20,1125.45
Bryan,163,5,25,416.49
Bulloch,483,4,39,607.8
Burke,154,7,34,689.28
Butts,291,33,31,1155.95
Calhoun,166,6,35,2627.83
Camden,183,2,9,339.37
Candler,58,0,5,535.2
Carroll,813,40,117,676.83
Catoosa,323,8,28,469.67
Charlton,65,2,8,490.53
Chatham,1790,37,205,612.64
Chattahoochee,428,0,7,3981.77
Chattooga,67,2,4,270.53
Cherokee,1434,44,192,537.85
Clarke,690,15,60,531.67
Clay,56,2,5,1961.47
Clayton,2280,79,249,747.94
Clinch,112,3,11,1682.69
Cobb,5679,245,913,718.33
Coffee,613,17,110,1424.19
Colquitt,1085,18,79,2390.24
Columbia,602,9,61,379.5
Cook,171,2,21,980.67
Coweta,766,16,62,503.94
Crawford,50,0,4,408.9
Crisp,287,12,45,1287.63
Dade,74,1,4,457.86
Dawson,153,3,23,566.23
DeKalb,6689,173,964,843.34
Decatur,266,8,27,1010.56
Dodge,113,2,10,554.33
Dooly,212,12,43,1582.09
Dougherty,1969,155,465,2190.09
Douglas,1079,36,198,710.31
Early,275,31,28,2710.43
Echols,185,0,6,4661.12
Effingham,192,1,16,299.88
Elbert,113,0,9,596.46
Emanuel,139,3,13,613.31
Evans,30,0,2,280.71
Fannin,107,1,9,406.53
Fayette,408,19,48,347.1
Floyd,586,15,56,586.49
Forsyth,934,15,102,369.89
Franklin,217,1,15,930.17
Fulton,8433,314,1143,767.21
Gilmer,195,2,23,620.68
Glascock,10,0,0,330.58
Glynn,1118,6,48,1299.29
Gordon,436,18,44,751.09
Grady,221,4,34,900.57
Greene,101,9,20,539.62
Gwinnett,9482,173,1138,976.37
Habersham,714,36,100,1558.95
Hall,3395,60,452,1645.27
Hancock,220,32,37,2685.22
Haralson,83,5,16,270.16
Harris,369,10,42,1063.03
Hart,80,0,5,306.43
Heard,63,3,7,509.3
Henry,1415,33,117,589.91
Houston,734,24,143,467.4
Irwin,75,1,9,795.08
Jackson,426,10,53,570.28
Jasper,77,1,8,542.29
Jeff Davis,126,3,10,831.79
Jefferson,134,1,15,875.07
Jenkins,121,12,27,1410.91
Johnson,102,2,17,1055.79
Jones,101,0,5,353.26
Lamar,130,6,15,671.94
Lanier,146,3,11,1410.49
Laurens,220,1,22,465.16
Lee,398,22,69,1327.95
Liberty,146,1,18,235.85
Lincoln,51,1,8,627.69
Long,54,1,2,271.15
Lowndes,1328,12,96,1126.59
Lumpkin,145,3,30,428.97
Macon,119,9,36,916.23
Madison,114,4,15,377.77
Marion,87,2,12,1049.08
McDuffie,120,7,26,555.63
McIntosh,62,1,3,425.62
Meriwether,213,3,25,1013.32
Miller,51,0,3,884.8
Mitchell,455,38,98,2062.93
Monroe,192,18,27,692.47
Montgomery,33,0,3,357.76
Morgan,65,0,6,339.64
Murray,244,2,19,606.05
Muscogee,2055,52,248,1072.4
Newton,700,12,94,623.03
Non-Georgia Resident,5727,48,225,0
Oconee,177,10,25,424.08
Oglethorpe,97,7,17,636.48
Paulding,671,16,95,388.89
Peach,117,9,26,427.4
Pickens,98,5,16,292.28
Pierce,196,5,29,1002.81
Pike,102,3,10,540.83
Polk,231,1,16,531.25
Pulaski,53,2,7,486.55
Putnam,170,12,24,776.79
Quitman,18,1,5,784.66
Rabun,57,3,16,335.57
Randolph,201,25,36,2976.01
Richmond,1214,54,222,600.28
Rockdale,542,11,103,570.77
Schley,26,1,7,492.89
Screven,97,7,21,697.84
Seminole,51,2,8,626.54
Spalding,459,32,64,664.16
Stephens,261,6,36,991.34
Stewart,183,3,32,2985.81
Sumter,571,50,152,1942.24
Talbot,81,3,15,1315.36
Taliaferro,2,0,0,122.55
Tattnall,156,0,11,613.91
Taylor,31,2,11,389.55
Telfair,125,3,11,799.03
Terrell,232,27,56,2740.05
Thomas,492,32,72,1107.33
Tift,815,26,107,1996.08
Toombs,271,5,19,1004.34
Towns,49,1,10,407.18
Treutlen,27,1,4,395.37
Troup,1582,35,162,2246.71
Turner,178,16,34,2204.06
Twiggs,28,1,7,346.28
Union,78,3,21,307.87
Unknown,1321,2,34,0
Upson,377,43,46,1434.71
Walker,343,12,18,492.75
Walton,459,28,63,479.05
Ware,508,16,65,1416.9
Warren,26,0,10,499.04
Washington,133,1,13,655.11
Wayne,99,0,7,330.29
Webster,24,2,7,941.18
Wheeler,54,0,2,682.77
White,150,4,30,472.32
Whitfield,1275,12,63,1218.09
Wilcox,131,15,20,1490.33
Wilkes,74,1,15,738.97
Wilkinson,82,8,24,919.39
Worth,324,22,54,1608.58
