"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1766","13"
"Hispanic/Latino","American Indian/Alaska Native","90","0"
"Hispanic/Latino","Asian","182","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","137","0"
"Hispanic/Latino","Other","22700","209"
"Hispanic/Latino","Unknown","10149","5"
"Hispanic/Latino","White","30490","361"
"Non-Hispanic/Latino","African-American/Black","134096","3692"
"Non-Hispanic/Latino","American Indian/Alaska Native","256","10"
"Non-Hispanic/Latino","Asian","9146","174"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","422","6"
"Non-Hispanic/Latino","Other","6181","24"
"Non-Hispanic/Latino","Unknown","5284","22"
"Non-Hispanic/Latino","White","192307","5297"
"Unknown","African-American/Black","19002","17"
"Unknown","American Indian/Alaska Native","112","0"
"Unknown","Asian","2348","0"
"Unknown","Native Hawaiian/Pacific Islander","130","0"
"Unknown","Other","11538","13"
"Unknown","Unknown","106457","27"
"Unknown","White","29206","21"
