Ethnicity,race,Confirmed_Cases,Deaths
Hispanic/Latino,African-American/Black,830,14
Hispanic/Latino,American Indian/Alaska Native,55,1
Hispanic/Latino,Asian,87,0
Hispanic/Latino,Native Hawaiian/Pacific Islander,93,0
Hispanic/Latino,Other,13914,154
Hispanic/Latino,Unknown,5451,6
Hispanic/Latino,White,18498,239
Non-Hispanic/Latino,African-American/Black,65964,2706
Non-Hispanic/Latino,American Indian/Alaska Native,129,6
Non-Hispanic/Latino,Asian,3584,121
Non-Hispanic/Latino,Native Hawaiian/Pacific Islander,198,6
Non-Hispanic/Latino,Other,3436,16
Non-Hispanic/Latino,Unknown,2716,24
Non-Hispanic/Latino,White,75176,3175
Unknown,African-American/Black,12200,21
Unknown,American Indian/Alaska Native,54,0
Unknown,Asian,1137,1
Unknown,Native Hawaiian/Pacific Islander,81,0
Unknown,Other,5055,7
Unknown,Unknown,81128,78
Unknown,White,15235,24
