"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","796476","12335","49252"
"Male","Georgia","669917","14120","46383"
"Unknown","Georgia","9490","5","209"
"Female","Appling","1564","46","127"
"Male","Appling","1286","52","120"
"Unknown","Appling","11","0","0"
"Female","Atkinson","661","12","91"
"Male","Atkinson","553","20","92"
"Unknown","Atkinson","2","0","0"
"Female","Bacon","914","21","80"
"Male","Bacon","1108","31","88"
"Unknown","Bacon","1","0","0"
"Female","Baker","137","5","21"
"Male","Baker","113","8","23"
"Female","Baldwin","3200","59","170"
"Male","Baldwin","2520","117","230"
"Unknown","Baldwin","13","0","0"
"Female","Banks","1444","33","161"
"Male","Banks","1209","32","134"
"Unknown","Banks","11","0","0"
"Female","Barrow","8113","95","479"
"Male","Barrow","6897","104","429"
"Unknown","Barrow","50","0","1"
"Female","Bartow","9356","148","528"
"Male","Bartow","8153","181","558"
"Unknown","Bartow","101","0","0"
"Female","Ben Hill","1095","31","97"
"Male","Ben Hill","815","41","84"
"Unknown","Ben Hill","2","0","0"
"Female","Berrien","863","27","55"
"Male","Berrien","721","24","44"
"Unknown","Berrien","4","0","0"
"Female","Bibb","12864","311","1330"
"Male","Bibb","9525","290","1117"
"Unknown","Bibb","118","0","1"
"Female","Bleckley","658","23","35"
"Male","Bleckley","495","18","30"
"Unknown","Bleckley","4","0","0"
"Female","Brantley","1044","36","90"
"Male","Brantley","901","41","76"
"Unknown","Brantley","6","0","0"
"Female","Brooks","816","21","73"
"Male","Brooks","637","35","63"
"Unknown","Brooks","4","0","0"
"Female","Bryan","2568","25","152"
"Male","Bryan","2326","40","186"
"Female","Bulloch","4694","57","180"
"Male","Bulloch","3629","43","147"
"Unknown","Bulloch","16","0","0"
"Female","Burke","1349","24","107"
"Male","Burke","1065","24","94"
"Unknown","Burke","10","0","1"
"Female","Butts","1904","54","97"
"Male","Butts","1949","60","120"
"Unknown","Butts","20","0","0"
"Female","Calhoun","323","14","42"
"Male","Calhoun","307","7","49"
"Unknown","Calhoun","1","0","0"
"Female","Camden","3379","40","122"
"Male","Camden","3021","42","103"
"Female","Candler","630","17","52"
"Male","Candler","524","33","37"
"Female","Carroll","6103","74","190"
"Male","Carroll","5379","88","209"
"Unknown","Carroll","39","0","4"
"Female","Catoosa","4901","53","169"
"Male","Catoosa","4286","46","167"
"Unknown","Catoosa","78","0","3"
"Female","Charlton","682","18","60"
"Male","Charlton","1085","26","51"
"Unknown","Charlton","5","0","0"
"Female","Chatham","20176","311","1429"
"Male","Chatham","16563","374","1340"
"Unknown","Chatham","14","0","2"
"Female","Chattahoochee","420","3","16"
"Male","Chattahoochee","5099","13","27"
"Unknown","Chattahoochee","17","0","0"
"Female","Chattooga","2145","45","124"
"Male","Chattooga","1795","52","144"
"Unknown","Chattooga","13","0","0"
"Female","Cherokee","19240","195","992"
"Male","Cherokee","16850","272","1132"
"Unknown","Cherokee","98","0","1"
"Female","Clarke","11184","76","474"
"Male","Clarke","8755","105","426"
"Unknown","Clarke","46","0","2"
"Female","Clay","142","1","8"
"Male","Clay","101","3","6"
"Unknown","Clay","2","0","0"
"Female","Clayton","24927","376","1435"
"Male","Clayton","18368","373","1191"
"Unknown","Clayton","174","0","2"
"Female","Clinch","540","15","45"
"Male","Clinch","514","19","42"
"Unknown","Clinch","1","0","0"
"Female","Cobb","57071","610","2196"
"Male","Cobb","47912","744","2223"
"Unknown","Cobb","354","0","5"
"Female","Coffee","3579","105","511"
"Male","Coffee","2945","93","411"
"Unknown","Coffee","21","0","0"
"Female","Colquitt","3142","58","175"
"Male","Colquitt","2838","78","184"
"Unknown","Colquitt","9","0","0"
"Female","Columbia","8383","106","357"
"Male","Columbia","7367","155","360"
"Unknown","Columbia","41","0","1"
"Female","Cook","960","24","70"
"Male","Cook","751","29","61"
"Unknown","Cook","2","0","0"
"Female","Coweta","8833","153","561"
"Male","Coweta","7669","206","508"
"Unknown","Coweta","47","0","4"
"Female","Crawford","487","18","55"
"Male","Crawford","405","22","57"
"Unknown","Crawford","3","0","0"
"Female","Crisp","1114","32","113"
"Male","Crisp","822","34","78"
"Unknown","Crisp","17","0","0"
"Female","Dade","1033","11","41"
"Male","Dade","947","8","41"
"Unknown","Dade","18","0","0"
"Female","Dawson","2559","32","169"
"Male","Dawson","2194","46","190"
"Unknown","Dawson","23","0","0"
"Female","DeKalb","53823","613","3749"
"Male","DeKalb","43015","663","3268"
"Unknown","DeKalb","673","0","12"
"Female","Decatur","2083","35","130"
"Male","Decatur","1542","44","101"
"Unknown","Decatur","13","0","0"
"Female","Dodge","856","29","65"
"Male","Dodge","736","35","61"
"Unknown","Dodge","9","0","0"
"Female","Dooly","612","17","53"
"Male","Dooly","529","21","52"
"Unknown","Dooly","4","0","0"
"Female","Dougherty","5793","208","807"
"Male","Dougherty","4064","185","586"
"Unknown","Dougherty","49","1","1"
"Female","Douglas","12404","124","636"
"Male","Douglas","9888","132","543"
"Unknown","Douglas","60","0","2"
