"","province","area_type","area_name","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","comment"
"1","黑龙江省","city","七台河","8",NA,"0","0","0",NA
"2","海南省","city","万宁","11",NA,"0","0","0",NA
"3","重庆市","city","万州区","60",NA,"0","1","0",NA
"4","海南省","city","三亚","18",NA,"0","0","5",NA
"5","福建省","city","三明","11",NA,"0","0","0",NA
"6","河南省","city","三门峡","7",NA,"0","0","0",NA
"7","江西省","city","上饶","50",NA,"0","0","4",NA
"8","天津市","city","东丽区","3",NA,"0","0","0",NA
"9","北京市","city","东城区","2",NA,"0","0","0",NA
"10","海南省","city","东方","2",NA,"0","0","0",NA
"11","广东省","city","东莞","37",NA,"0","0","0",NA
"12","重庆市","city","两江新区","13",NA,"0","0","0",NA
"13","浙江省","city","丽水","16",NA,"0","0","1",NA
"14","云南省","city","丽江","7",NA,"0","0","0",NA
"15","宁夏回族自治区","city","中卫","3",NA,"0","0","0",NA
"16","广东省","city","中山","31",NA,"0","0","3",NA
"17","北京市","city","丰台区","18",NA,"0","0","0",NA
"18","重庆市","city","丰都县","6",NA,"0","0","1",NA
"19","甘肃省","city","临夏","3",NA,"0","0","0",NA
"20","山西省","city","临汾","1",NA,"0","0","0",NA
"21","山东省","city","临沂","28",NA,"0","0","1",NA
"22","云南省","city","临沧","1",NA,"0","0","0",NA
"23","海南省","city","临高","4",NA,"0","0","0",NA
"24","辽宁省","city","丹东","6",NA,"0","0","0",NA
"25","内蒙古自治区","city","乌兰察布","3",NA,"0","0","0",NA
"26","内蒙古自治区","city","乌海市","1",NA,"0","0","0",NA
"27","新疆维吾尔自治区","city","乌鲁木齐","12",NA,"0","0","0",NA
"28","海南省","city","乐东","1",NA,"0","0","0",NA
"29","四川省","city","乐山","2",NA,"0","0","0",NA
"30","江西省","city","九江","78",NA,"0","0","3",NA
"31","重庆市","city","九龙坡区","15",NA,"0","1","0",NA
"32","重庆市","city","云阳县","18",NA,"0","0","1",NA
"33","安徽省","city","亳州","48",NA,"0","0","2",NA
"34","湖北省","city","仙桃","188",NA,"0","3","0",NA
"35","新疆维吾尔自治区","city","伊犁州","7",NA,"0","0","0",NA
"36","广东省","city","佛山","49",NA,"0","0","1",NA
"37","黑龙江省","city","佳木斯","11",NA,"0","0","0",NA
"38","河北省","city","保定","13",NA,"0","0","2",NA
"39","云南省","city","保山","8",NA,"0","0","0",NA
"40","河南省","city","信阳","112",NA,"0","0","6",NA
"41","海南省","city","儋州","8",NA,"0","0","0",NA
"42","吉林省","city","公主岭","3",NA,"0","0","0",NA
"43","安徽省","city","六安","30",NA,"0","0","1",NA
"44","贵州省","city","六盘水","9",NA,"0","0","0",NA
"45","甘肃省","city","兰州","30",NA,"0","0","3",NA
"46","内蒙古自治区","city","兴安盟","1",NA,"0","0","0",NA
"47","四川省","city","内江","15",NA,"0","0","0",NA
"48","四川省","city","凉山州","6",NA,"0","0","0",NA
"49","内蒙古自治区","city","包头","6",NA,"0","0","0",NA
"50","广西壮族自治区","city","北海","27",NA,"0","0","2",NA
"51","湖北省","city","十堰","291",NA,"0","0","6",NA
"52","江苏省","city","南京","44",NA,"0","0","4",NA
"53","四川省","city","南充","27",NA,"0","0","0",NA
"54","广西壮族自治区","city","南宁","27",NA,"0","0","0",NA
"55","重庆市","city","南岸区","7",NA,"0","0","0",NA
"56","福建省","city","南平","11",NA,"0","0","0",NA
"57","天津市","city","南开区","3",NA,"0","0","0",NA
"58","江西省","city","南昌","121",NA,"0","0","4",NA
"59","江苏省","city","南通","22",NA,"0","0","0",NA
"60","河南省","city","南阳","99",NA,"2","2","2",NA
"61","福建省","city","厦门","20",NA,"0","0","0",NA
"62","黑龙江省","city","双鸭山","12",NA,"0","0","0",NA
"63","浙江省","city","台州","115",NA,"0","0","11",NA
"64","重庆市","city","合川区","9",NA,"0","0","0",NA
"65","安徽省","city","合肥","81",NA,"0","0","5",NA
"66","江西省","city","吉安","15",NA,"0","0","1",NA
"67","吉林省","city","吉林市","5",NA,"0","0","0",NA
"68","新疆维吾尔自治区","city","吐鲁番","1",NA,"0","0","0",NA
"69","山西省","city","吕梁","5",NA,"0","0","0",NA
"70","宁夏回族自治区","city","吴忠","7",NA,"0","0","0",NA
"71","河南省","city","周口","52",NA,"0","0","1",NA
"72","内蒙古自治区","city","呼伦贝尔","3",NA,"0","0","1",NA
"73","内蒙古自治区","city","呼和浩特","4",NA,"0","0","0",NA
"74","天津市","city","和平区","6",NA,"0","0","0",NA
"75","湖北省","city","咸宁","348",NA,"0","0","1",NA
"76","陕西省","city","咸阳","11",NA,"0","0","0",NA
"77","黑龙江省","city","哈尔滨","63",NA,"0","0","4",NA
"78","河北省","city","唐山","11",NA,"0","0","0",NA
"79","河南省","city","商丘","60",NA,"0","0","0",NA
"80","陕西省","city","商洛","5",NA,"0","0","0",NA
"81","浙江省","city","嘉兴","23",NA,"0","0","0",NA
"82","上海市","city","嘉定区","3",NA,"0","0","0",NA
"83","吉林省","city","四平","7",NA,"0","0","0",NA
"84","宁夏回族自治区","city","固原","2",NA,"0","0","0",NA
"85","重庆市","city","垫江县","13",NA,"0","0","1",NA
"86","重庆市","city","城口县","2",NA,"0","0","0",NA
"87","北京市","city","外地来京人员","20",NA,"0","0","2",NA
"88","上海市","city","外地来沪人员","81",NA,"0","1","6",NA
"89","天津市","city","外地来津人员","6",NA,"0","0","0",NA
"90","北京市","city","大兴区","29",NA,"0","0","2",NA
"91","黑龙江省","city","大兴安岭","2",NA,"0","0","0",NA
"92","山西省","city","大同","9",NA,"0","0","0",NA
"93","黑龙江省","city","大庆","11",NA,"0","0","0",NA
"94","重庆市","city","大渡口区","7",NA,"0","0","0",NA
"95","云南省","city","大理","7",NA,"0","0","1",NA
