"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths"
"Appling","1906","US-13001","13","1","18561","171","66","10268.84","355.58","107.75","20","386","5"
"Atkinson","779","US-13003","13","3","8330","115","18","9351.74","216.09","36.01","3","238","1"
"Bacon","1284","US-13005","13","5","11404","86","28","11259.21","245.53","122.76","14","351","8"
"Baker","161","US-13007","13","7","3116","33","9","5166.88","288.83","0","0","66","0"
"Baldwin","3830","US-13009","13","9","44428","320","112","8620.69","252.09","72.03","32","639","16"
"Banks","1629","US-13011","13","11","19982","187","33","8152.34","165.15","135.12","27","173","2"
"Barrow","8668","US-13013","13","13","86383","602","130","10034.38","150.49","215.32","186","1152","3"
"Bartow","11150","US-13015","13","15","110771","824","207","10065.81","186.87","169.72","188","3328","16"
"Ben Hill","1487","US-13017","13","17","16645","153","61","8933.61","366.48","30.04","5","589","18"
"Berrien","1055","US-13019","13","19","19276","70","31","5473.13","160.82","46.69","9","763","12"
"Bibb","13286","US-13021","13","21","152150","1755","403","8732.17","264.87","79.53","121","2388","38"
"Bleckley","799","US-13023","13","23","12838","47","34","6223.71","264.84","23.37","3","644","17"
"Brantley","925","US-13025","13","25","19202","76","32","4817.21","166.65","83.32","16","678","5"
"Brooks","939","US-13027","13","27","15727","87","36","5970.62","228.91","50.87","8","444","11"
"Bryan","2706","US-13029","13","29","39137","173","34","6914.17","86.87","107.32","42","874","3"
"Bulloch","5237","US-13031","13","31","79467","218","64","6590.16","80.54","74.24","59","1506","48"
"Burke","1769","US-13033","13","33","22342","150","36","7917.82","161.13","143.23","32","781","24"
"Butts","2258","US-13035","13","35","25174","124","76","8969.57","301.9","417.1","105","785","6"
"Calhoun","445","US-13037","13","37","6317","73","15","7044.48","237.45","63.32","4","134","0"
"Camden","3199","US-13039","13","39","53924","135","28","5932.42","51.92","76.03","41","717","6"
"Candler","741","US-13043","13","43","10837","62","36","6837.69","332.2","46.14","5","192","29"
"Carroll","7374","US-13045","13","45","120119","310","131","6138.91","109.06","41.63","50","3858","105"
"Catoosa","5618","US-13047","13","47","68771","250","63","8169.14","91.61","226.84","156","606","5"
"Charlton","1057","US-13049","13","49","13251","62","25","7976.76","188.67","120.75","16","296","8"
"Chatham","20037","US-13051","13","51","292176","1610","415","6857.85","142.04","88.3","258","2863","26"
"Chattahoochee","3287","US-13053","13","53","10749","30","13","30579.59","120.94","1423.39","153","601","2"
"Chattooga","2218","US-13055","13","55","24766","176","60","8955.83","242.27","80.76","20","550","8"
"Cherokee","22179","US-13057","13","57","266617","1264","300","8318.67","112.52","122.65","327","8336","14"
"Clarke","12700","US-13059","13","59","129779","489","136","9785.87","104.79","120.2","156","2208","7"
"Clay","183","US-13061","13","61","2855","10","3","6409.81","105.08","0","0","55","0"
"Clayton","23387","US-13063","13","63","304838","1344","444","7671.94","145.65","207","631","2624","21"
"Clinch","734","US-13065","13","65","6656","66","25","11027.64","375.6","105.17","7","231","1"
"Cobb","60070","US-13067","13","67","790588","3100","952","7598.14","120.42","122.82","971","17017","81"
"Coffee","4230","US-13069","13","69","43042","645","136","9827.61","315.97","48.79","21","1057","34"
"Colquitt","3511","US-13071","13","71","45393","247","75","7734.67","165.22","72.7","33","1133","39"
"Columbia","10980","US-13073","13","73","158631","467","159","6921.72","100.23","86.99","138","5677","41"
"Cook","1162","US-13075","13","75","17437","107","37","6663.99","212.19","22.94","4","652","5"
"Coweta","8608","US-13077","13","77","152001","342","204","5663.12","134.21","77.63","118","5303","12"
"Crawford","524","US-13079","13","79","12228","68","17","4285.25","139.03","40.89","5","134","2"
"Crisp","1429","US-13081","13","81","22289","161","55","6411.23","246.76","103.19","23","632","23"
"Dade","1204","US-13083","13","83","16162","62","11","7449.57","68.06","117.56","19","194","1"
"Dawson","2696","US-13085","13","85","27021","245","41","9977.42","151.73","144.33","39","303","1"
"DeKalb","57257","US-13089","13","89","793154","4525","912","7218.9","114.98","142.34","1129","7142","69"
"Decatur","2140","US-13087","13","87","26322","145","55","8130.08","208.95","75.98","20","764","14"
"Dodge","1081","US-13091","13","91","20385","106","56","5302.92","274.71","14.72","3","1013","46"
"Dooly","784","US-13093","13","93","13400","90","32","5850.75","238.81","14.93","2","277","12"
"Dougherty","5506","US-13095","13","95","89905","1019","278","6124.24","309.22","85.65","77","1934","22"
"Douglas","11840","US-13097","13","97","151906","849","173","7794.29","113.89","144.17","219","3085","38"
"Early","1009","US-13099","13","99","10146","73","43","9944.81","423.81","39.42","4","156","5"
"Echols","358","US-13101","13","101","3969","13","4","9019.9","100.78","0","0","110","5"
"Effingham","3769","US-13103","13","103","64026","245","64","5886.67","99.96","81.22","52","759","3"
"Elbert","1524","US-13105","13","105","18945","128","57","8044.34","300.87","47.51","9","751","14"
"Emanuel","1731","US-13107","13","107","22664","124","53","7637.66","233.85","44.12","10","805","28"
"Evans","757","US-13109","13","109","10687","72","17","7083.37","159.07","28.07","3","197","12"
"Fannin","2112","US-13111","13","111","26320","174","59","8024.32","224.16","106.38","28","243","10"
"Fayette","6593","US-13113","13","113","117544","254","152","5608.96","129.31","95.28","112","2199","15"
"Floyd","9944","US-13115","13","115","99916","875","182","9952.36","182.15","86.07","86","1920","38"
"Forsyth","17761","US-13117","13","117","252507","948","177","7033.86","70.1","126.73","320","4288","7"
"Franklin","2330","US-13119","13","119","23329","152","43","9987.57","184.32","81.44","19","303","8"
"Fulton","81205","US-13121","13","121","1099181","4824","1257","7387.77","114.36","147.02","1616","14311","92"
"Gilmer","2469","US-13123","13","123","31417","208","71","7858.8","225.99","92.31","29","442","12"
"Glascock","144","US-13125","13","125","3025","19","7","4760.33","231.4","0","0","119","12"
"Glynn","6660","US-13127","13","127","86047","445","153","7739.96","177.81","196.4","169","1396","19"
"Gordon","6456","US-13129","13","129","58049","326","101","11121.64","173.99","70.63","41","1609","11"
"Grady","1531","US-13131","13","131","24540","173","46","6238.79","187.45","93.72","23","578","13"
"Greene","1498","US-13133","13","133","18717","136","56","8003.42","299.19","112.2","21","311","8"
"Gwinnett","85887","US-13135","13","135","971145","5389","1059","8843.89","109.05","145.4","1412","14271","69"
"Habersham","4628","US-13137","13","137","45800","471","151","10104.8","329.69","26.2","12","398","8"
"Hall","24876","US-13139","13","139","206349","2356","434","12055.3","210.32","113.4","234","2033","25"
"Hancock","833","US-13141","13","141","8193","105","62","10167.22","756.74","48.82","4","76","3"
"Haralson","1711","US-13143","13","143","30722","74","34","5569.3","110.67","42.31","13","899","47"
"Harris","2144","US-13145","13","145","34712","155","57","6176.54","164.21","63.38","22","369","1"
"Hart","1704","US-13147","13","147","26107","115","37","6526.99","141.72","34.47","9","645","15"
"Heard","630","US-13149","13","149","12370","45","16","5092.97","129.35","137.43","17","226","3"
"Henry","19005","US-13151","13","151","239866","599","291","7923.17","121.32","180.93","434","5771","27"
"Houston","9989","US-13153","13","153","157039","738","189","6360.84","120.35","100.61","158","4394","61"
"Irwin","681","US-13155","13","155","9433","81","18","7219.34","190.82","10.6","1","224","10"
"Jackson","8467","US-13157","13","157","74700","505","137","11334.67","183.4","121.82","91","1272","11"
"Jasper","671","US-13159","13","159","14199","61","18","4725.68","126.77","84.51","12","712","20"
"Jeff Davis","1290","US-13161","13","161","15148","94","37","8515.98","244.26","33.01","5","580","8"
"Jefferson","1578","US-13163","13","163","15313","153","59","10304.97","385.29","84.9","13","358","7"
"Jenkins","725","US-13165","13","165","8576","83","39","8453.82","454.76","34.98","3","122","4"
"Johnson","784","US-13167","13","167","9661","97","42","8115.1","434.74","0","0","327","7"
"Jones","1571","US-13169","13","169","28591","161","53","5494.74","185.37","27.98","8","415","4"
"Lamar","1340","US-13171","13","171","19347","119","45","6926.14","232.59","144.73","28","680","11"
"Lanier","494","US-13173","13","173","10351","27","9","4772.49","86.95","38.64","4","277","4"
"Laurens","3702","US-13175","13","175","47296","350","144","7827.3","304.47","80.35","38","1826","23"
"Lee","1587","US-13177","13","177","29971","184","50","5295.12","166.83","16.68","5","1116","8"
"Liberty","3399","US-13179","13","179","61904","218","60","5490.76","96.92","166.39","103","526","2"
"Lincoln","508","US-13181","13","181","8125","52","24","6252.31","295.38","24.62","2","290","2"
"Long","660","US-13183","13","183","19915","47","10","3314.08","50.21","60.26","12","181","1"
"Lowndes","7735","US-13185","13","185","117878","375","140","6561.87","118.77","74.65","88","4789","65"
"Lumpkin","2778","US-13187","13","187","33802","283","62","8218.45","183.42","112.42","38","144","7"
"Macon","613","US-13193","13","193","12988","81","25","4719.74","192.49","84.69","11","243","4"
"Madison","2724","US-13195","13","195","30177","156","46","9026.74","152.43","82.84","25","474","10"
"Marion","396","US-13197","13","197","8293","39","17","4775.11","204.99","72.35","6","161","2"
"McDuffie","1663","US-13189","13","189","21597","158","41","7700.14","189.84","134.28","29","783","7"
"McIntosh","693","US-13191","13","191","14567","57","14","4757.33","96.11","102.97","15","157","2"
"Meriwether","1515","US-13199","13","199","21020","136","72","7207.42","342.53","114.18","24","463","12"
"Miller","675","US-13201","13","201","5764","40","9","11710.62","156.14","121.44","7","171","4"
"Mitchell","1527","US-13205","13","205","22056","229","74","6923.29","335.51","81.61","18","526","7"
"Monroe","1854","US-13207","13","207","27727","191","86","6686.62","310.17","21.64","6","748","13"
"Montgomery","717","US-13209","13","209","9224","43","21","7773.2","227.67","86.73","8","161","2"
