"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1046","12"
"Hispanic/Latino","American Indian/Alaska Native","48","0"
"Hispanic/Latino","Asian","97","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","99","0"
"Hispanic/Latino","Other","16148","174"
"Hispanic/Latino","Unknown","6442","9"
"Hispanic/Latino","White","21641","277"
"Non-Hispanic/Latino","African-American/Black","83111","3143"
"Non-Hispanic/Latino","American Indian/Alaska Native","130","8"
"Non-Hispanic/Latino","Asian","4728","139"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","245","6"
"Non-Hispanic/Latino","Other","4170","15"
"Non-Hispanic/Latino","Unknown","3211","19"
"Non-Hispanic/Latino","White","105509","3992"
"Unknown","African-American/Black","13566","12"
"Unknown","American Indian/Alaska Native","51","0"
"Unknown","Asian","1343","0"
"Unknown","Native Hawaiian/Pacific Islander","88","0"
"Unknown","Other","4967","3"
"Unknown","Unknown","70215","52"
"Unknown","White","18170","15"
