"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases"
"Appling","1108","US-13001","13","1","18561","101","34","5969.51","183.18","377.13","70"
"Atkinson","464","US-13003","13","3","8330","59","4","5570.23","48.02","216.09","18"
"Bacon","616","US-13005","13","5","11404","46","14","5401.61","122.76","140.3","16"
"Baker","85","US-13007","13","7","3116","20","6","2727.86","192.55","0","0"
"Baldwin","2202","US-13009","13","9","44428","170","62","4956.33","139.55","236.34","105"
"Banks","526","US-13011","13","11","19982","71","8","2632.37","40.04","160.14","32"
"Barrow","2385","US-13013","13","13","86383","253","47","2760.96","54.41","189.85","164"
"Bartow","3153","US-13015","13","15","110771","309","91","2846.41","82.15","194.09","215"
"Ben Hill","835","US-13017","13","17","16645","87","29","5016.52","174.23","342.45","57"
"Berrien","469","US-13019","13","19","19276","24","12","2433.08","62.25","103.76","20"
"Bibb","6311","US-13021","13","21","152150","879","188","4147.88","123.56","170.23","259"
"Bleckley","467","US-13023","13","23","12838","30","21","3637.64","163.58","358.31","46"
"Brantley","374","US-13025","13","25","19202","36","11","1947.71","57.29","140.61","27"
"Brooks","532","US-13027","13","27","15727","55","26","3382.72","165.32","50.87","8"
"Bryan","1217","US-13029","13","29","39137","84","13","3109.59","33.22","171.19","67"
"Bulloch","2964","US-13031","13","31","79467","135","32","3729.85","40.27","100.67","80"
"Burke","856","US-13033","13","33","22342","88","11","3831.35","49.23","214.84","48"
"Butts","718","US-13035","13","35","25174","54","43","2852.15","170.81","222.45","56"
"Calhoun","256","US-13037","13","37","6317","46","9","4052.56","142.47","205.79","13"
"Camden","1358","US-13039","13","39","53924","66","16","2518.36","29.67","118.69","64"
"Candler","501","US-13043","13","43","10837","34","23","4623.05","212.24","369.11","40"
"Carroll","3015","US-13045","13","45","120119","168","72","2510.01","59.94","140.69","169"
"Catoosa","1292","US-13047","13","47","68771","80","19","1878.7","27.63","141.05","97"
"Charlton","645","US-13049","13","49","13251","27","9","4867.56","67.92","83.01","11"
"Chatham","8888","US-13051","13","51","292176","799","176","3042","60.24","147.51","431"
"Chattahoochee","1706","US-13053","13","53","10749","14","1","15871.24","9.3","688.44","74"
"Chattooga","838","US-13055","13","55","24766","63","26","3383.67","104.98","274.57","68"
"Cherokee","6497","US-13057","13","57","266617","514","97","2436.83","36.38","156.4","417"
"Clarke","5375","US-13059","13","59","129779","236","46","4141.66","35.44","219.6","285"
"Clay","122","US-13061","13","61","2855","9","3","4273.2","105.08","70.05","2"
"Clayton","7509","US-13063","13","63","304838","655","170","2463.28","55.77","117.44","358"
"Clinch","405","US-13065","13","65","6656","30","11","6084.74","165.26","255.41","17"
"Cobb","20610","US-13067","13","67","790588","1855","443","2606.92","56.03","112.19","887"
"Coffee","2150","US-13069","13","69","43042","316","57","4995.12","132.43","209.1","90"
"Colquitt","1986","US-13071","13","71","45393","157","37","4375.12","81.51","222.5","101"
"Columbia","4007","US-13073","13","73","158631","190","62","2525.99","39.08","145.62","231"
"Cook","563","US-13075","13","75","17437","61","15","3228.77","86.02","80.29","14"
"Coweta","2760","US-13077","13","77","152001","139","58","1815.78","38.16","75.66","115"
"Crawford","183","US-13079","13","79","12228","28","6","1496.57","49.07","106.31","13"
"Crisp","608","US-13081","13","81","22289","79","19","2727.8","85.24","206.38","46"
"Dade","306","US-13083","13","83","16162","21","5","1893.33","30.94","136.12","22"
"Dawson","858","US-13085","13","85","27021","79","9","3175.31","33.31","133.23","36"
"DeKalb","19743","US-13089","13","89","793154","2167","380","2489.18","47.91","104.27","827"
"Decatur","1236","US-13087","13","87","26322","96","34","4695.69","129.17","300.13","79"
"Dodge","462","US-13091","13","91","20385","43","12","2266.37","58.87","176.6","36"
"Dooly","352","US-13093","13","93","13400","54","14","2626.87","104.48","111.94","15"
"Dougherty","3223","US-13095","13","95","89905","657","188","3584.9","209.11","76.75","69"
"Douglas","3850","US-13097","13","97","151906","435","70","2534.46","46.08","169.84","258"
"Early","519","US-13099","13","99","10146","39","33","5115.32","325.25","226.69","23"
"Echols","243","US-13101","13","101","3969","9","2","6122.45","50.39","75.59","3"
"Effingham","1600","US-13103","13","103","64026","105","28","2498.98","43.73","232.72","149"
"Elbert","719","US-13105","13","105","18945","53","8","3795.2","42.23","353.66","67"
"Emanuel","1135","US-13107","13","107","22664","80","34","5007.94","150.02","277.97","63"
"Evans","445","US-13109","13","109","10687","40","6","4163.94","56.14","159.07","17"
"Fannin","752","US-13111","13","111","26320","64","28","2857.14","106.38","383.74","101"
"Fayette","1966","US-13113","13","113","117544","111","51","1672.57","43.39","79.12","93"
"Floyd","3438","US-13115","13","115","99916","260","49","3440.89","49.04","220.18","220"
"Forsyth","4378","US-13117","13","117","252507","335","48","1733.81","19.01","76.04","192"
"Franklin","809","US-13119","13","119","23329","61","16","3467.79","68.58","231.47","54"
"Fulton","29170","US-13121","13","121","1099181","2501","592","2653.79","53.86","131.19","1442"
"Gilmer","926","US-13123","13","123","31417","82","13","2947.45","41.38","356.49","112"
"Glascock","40","US-13125","13","125","3025","4","2","1322.31","66.12","0","0"
"Glynn","3571","US-13127","13","127","86047","305","98","4150.06","113.89","134.81","116"
"Gordon","1999","US-13129","13","129","58049","120","39","3443.64","67.18","244.62","142"
"Grady","829","US-13131","13","131","24540","94","23","3378.16","93.72","211.9","52"
"Greene","543","US-13133","13","133","18717","58","24","2901.11","128.23","187","35"
"Gwinnett","28861","US-13135","13","135","971145","2786","424","2971.85","43.66","126.65","1230"
"Habersham","1778","US-13137","13","137","45800","232","72","3882.1","157.21","268.56","123"
"Hall","9985","US-13139","13","139","206349","1018","162","4838.89","78.51","270.42","558"
"Hancock","405","US-13141","13","141","8193","66","44","4943.24","537.04","134.26","11"
"Haralson","549","US-13143","13","143","30722","29","9","1786.99","29.29","198.55","61"
"Harris","820","US-13145","13","145","34712","90","25","2362.3","72.02","63.38","22"
"Hart","547","US-13147","13","147","26107","68","15","2095.22","57.46","130.23","34"
"Heard","203","US-13149","13","149","12370","15","6","1641.07","48.5","64.67","8"
"Henry","5669","US-13151","13","151","239866","246","106","2363.4","44.19","120.07","288"
"Houston","3310","US-13153","13","153","157039","386","86","2107.76","54.76","105.07","165"
"Irwin","340","US-13155","13","155","9433","40","6","3604.37","63.61","424.04","40"
"Jackson","2155","US-13157","13","157","74700","175","38","2884.87","50.87","190.09","142"
"Jasper","235","US-13159","13","159","14199","20","3","1655.05","21.13","119.73","17"
"Jeff Davis","747","US-13161","13","161","15148","55","22","4931.34","145.23","165.04","25"
"Jefferson","827","US-13163","13","163","15313","79","31","5400.64","202.44","215.5","33"
"Jenkins","456","US-13165","13","165","8576","65","31","5317.16","361.47","384.79","33"
"Johnson","433","US-13167","13","167","9661","58","22","4481.94","227.72","207.02","20"
"Jones","603","US-13169","13","169","28591","51","13","2109.06","45.47","150.4","43"
"Lamar","390","US-13171","13","171","19347","44","19","2015.82","98.21","108.54","21"
"Lanier","306","US-13173","13","173","10351","16","7","2956.24","67.63","86.95","9"
"Laurens","1847","US-13175","13","175","47296","159","82","3905.19","173.38","422.87","200"
"Lee","726","US-13177","13","177","29971","105","26","2422.34","86.75","93.42","28"
"Liberty","1168","US-13179","13","179","61904","114","24","1886.79","38.77","87.23","54"
"Lincoln","219","US-13181","13","181","8125","24","7","2695.38","86.15","73.85","6"
"Long","262","US-13183","13","183","19915","17","4","1315.59","20.09","45.19","9"
"Lowndes","4144","US-13185","13","185","117878","206","85","3515.5","72.11","194.27","229"
"Lumpkin","967","US-13187","13","187","33802","96","14","2860.78","41.42","142","48"
"Macon","240","US-13193","13","193","12988","49","10","1847.86","76.99","61.6","8"
"Madison","738","US-13195","13","195","30177","60","10","2445.57","33.14","139.18","42"
"Marion","194","US-13197","13","197","8293","22","9","2339.32","108.53","48.23","4"
"McDuffie","641","US-13189","13","189","21597","73","14","2968","64.82","148.17","32"
"McIntosh","299","US-13191","13","191","14567","31","7","2052.58","48.05","41.19","6"
"Meriwether","563","US-13199","13","199","21020","75","14","2678.4","66.6","57.09","12"
"Miller","295","US-13201","13","201","5764","12","2","5117.97","34.7","572.52","33"
"Mitchell","840","US-13205","13","205","22056","153","46","3808.49","208.56","154.15","34"
"Monroe","728","US-13207","13","207","27727","88","54","2625.6","194.76","140.66","39"
"Montgomery","344","US-13209","13","209","9224","25","7","3729.4","75.89","379.44","35"
"Morgan","504","US-13211","13","211","19138","38","4","2633.5","20.9","104.5","20"
"Murray","892","US-13213","13","213","40261","55","7","2215.54","17.39","141.58","57"
"Muscogee","6203","US-13215","13","215","191626","678","173","3237.03","90.28","84.02","161"
"Newton","2711","US-13217","13","217","112354","280","91","2412.91","80.99","104.14","117"
"Non-GA Resident/Unknown State","15427","US-.",".",".","0","660","170","0","0","0","1232"
"Oconee","801","US-13219","13","219","41737","67","27","1919.16","64.69","131.78","55"
"Oglethorpe","377","US-13221","13","221","15240","47","11","2473.75","72.18","282.15","43"
"Paulding","2948","US-13223","13","223","172542","147","59","1708.57","34.19","80.56","139"
"Peach","706","US-13225","13","225","27375","107","24","2579","87.67","131.51","36"
"Pickens","660","US-13227","13","227","33530","60","9","1968.39","26.84","119.3","40"
"Pierce","633","US-13229","13","229","19545","82","23","3238.68","117.68","122.79","24"
"Pike","365","US-13231","13","231","18860","31","11","1935.31","58.32","174.97","33"
"Polk","1560","US-13233","13","233","43482","111","21","3587.69","48.3","156.39","68"
"Pulaski","320","US-13235","13","235","10893","38","22","2937.67","201.96","91.8","10"
"Putnam","748","US-13237","13","237","21885","73","27","3417.87","123.37","255.88","56"
"Quitman","38","US-13239","13","239","2294","7","1","1656.5","43.59","261.55","6"
"Rabun","400","US-13241","13","241","16986","50","11","2354.88","64.76","200.16","34"
"Randolph","336","US-13243","13","243","6754","56","29","4974.83","429.38","44.42","3"
"Richmond","7533","US-13245","13","245","202240","593","173","3724.78","85.54","190.37","385"
"Rockdale","1957","US-13247","13","247","94960","237","40","2060.87","42.12","89.51","85"
"Schley","108","US-13249","13","249","5275","16","2","2047.39","37.91","37.91","2"
"Screven","434","US-13251","13","251","13900","46","11","3122.3","79.14","136.69","19"
"Seminole","374","US-13253","13","253","8140","25","10","4594.59","122.85","233.42","19"
"Spalding","1423","US-13255","13","255","69110","193","62","2059.04","89.71","125.89","87"
"Stephens","1193","US-13257","13","257","26328","123","41","4531.3","155.73","535.55","141"
"Stewart","523","US-13259","13","259","6129","82","16","8533.2","261.05","48.95","3"
"Sumter","948","US-13261","13","261","29399","204","65","3224.6","221.1","51.02","15"
"Talbot","167","US-13263","13","263","6158","25","6","2711.92","97.43","16.24","1"
"Taliaferro","25","US-13265","13","265","1632","2","0","1531.86","0","122.55","2"
"Tattnall","871","US-13267","13","267","25411","63","11","3427.65","43.29","125.93","32"
"Taylor","221","US-13269","13","269","7958","32","12","2777.08","150.79","125.66","10"
"Telfair","406","US-13271","13","271","15644","43","22","2595.24","140.63","127.84","20"
"Terrell","335","US-13273","13","273","8467","74","32","3956.54","377.94","47.24","4"
"Thomas","1544","US-13275","13","275","44431","171","67","3475.05","150.8","112.53","50"
"Tift","1871","US-13277","13","277","40830","230","59","4582.41","144.5","225.32","92"
"Toombs","1412","US-13279","13","279","26983","107","54","5232.92","200.13","292.78","79"
"Towns","382","US-13281","13","281","12034","43","10","3174.34","83.1","432.11","52"
"Treutlen","279","US-13283","13","283","6829","31","11","4085.52","161.08","322.16","22"
"Troup","2907","US-13285","13","285","70414","321","103","4128.44","146.28","130.66","92"
"Turner","326","US-13287","13","287","8076","51","24","4036.65","297.18","247.65","20"
"Twiggs","205","US-13289","13","289","8086","50","9","2535.25","111.3","148.4","12"
"Union","839","US-13291","13","291","25335","86","22","3311.62","86.84","355.24","90"
"Unknown","2083","US-.",".",".","0","44","4","0","0","0","283"
"Upson","819","US-13293","13","293","26277","88","67","3116.79","254.98","110.36","29"
"Walker","1672","US-13295","13","295","69610","92","40","2401.95","57.46","166.64","116"
"Walton","1972","US-13297","13","297","95814","202","63","2058.15","65.75","137.77","132"
"Ware","1603","US-13299","13","299","35853","181","61","4471.03","170.14","298.44","107"
"Warren","161","US-13301","13","301","5210","25","5","3090.21","95.97","153.55","8"
"Washington","710","US-13303","13","303","20302","53","10","3497.19","49.26","177.32","36"
"Wayne","1185","US-13305","13","305","29974","110","29","3953.43","96.75","160.14","48"
"Webster","44","US-13307","13","307","2550","10","2","1725.49","78.43","0","0"
"Wheeler","356","US-13309","13","309","7909","20","13","4501.2","164.37","278.16","22"
"White","957","US-13311","13","311","31758","106","22","3013.41","69.27","305.43","97"
"Whitfield","4886","US-13313","13","313","104672","255","62","4667.92","59.23","292.34","306"
"Wilcox","249","US-13315","13","315","8790","51","25","2832.76","284.41","22.75","2"
"Wilkes","271","US-13317","13","317","10014","30","6","2706.21","59.92","49.93","5"
"Wilkinson","355","US-13319","13","319","8919","68","18","3980.27","201.82","213.03","19"
"Worth","574","US-13321","13","321","20142","98","31","2849.77","153.91","203.55","41"
