"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-07-28"
"China","Beijing Municipality",931,27,164,9,895,"2020-07-28"
"China","Chongqing Municipality",583,1,1,6,576,"2020-07-28"
"China","Fujian Province",366,4,3,1,361,"2020-07-28"
"China","Gansu province",167,0,0,2,165,"2020-07-28"
"China","Guangdong Province",1672,19,11,8,1645,"2020-07-28"
"China","Guangxi Zhuang Autonomous Region",255,0,0,2,253,"2020-07-28"
"China","Guizhou Province",147,0,0,2,145,"2020-07-28"
"China","Hainan Province",171,0,0,6,165,"2020-07-28"
"China","Hebei Province",349,0,0,6,343,"2020-07-28"
"China","Heilongjiang Province",947,0,394,13,934,"2020-07-28"
"China","Henan Province",1276,0,0,22,1254,"2020-07-28"
"China","Hong Kong Special Administrative Region",2884,1335,88,22,1527,"2020-07-28"
"China","Hubei Province",68135,0,0,4512,63623,"2020-07-28"
"China","Hunan Province",1019,0,0,4,1015,"2020-07-28"
"China","Inner Mongolia Autonomous Region",258,13,34,1,244,"2020-07-28"
"China","Jiangsu Province",655,1,3,0,654,"2020-07-28"
"China","Jiangxi Province",932,0,0,1,931,"2020-07-28"
"China","Jilin Province",157,2,19,2,153,"2020-07-28"
"China","Liaoning Province",209,47,0,2,160,"2020-07-28"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-07-28"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-07-28"
"China","Qinghai Province",18,0,0,0,18,"2020-07-28"
"China","Shaanxi Province",323,2,1,3,318,"2020-07-28"
"China","Shandong Province",799,7,14,7,785,"2020-07-28"
"China","Shanghai Municipality",743,17,393,7,719,"2020-07-28"
"China","Shanxi Province",201,0,64,0,201,"2020-07-28"
"China","Sichuan Province",604,6,13,3,595,"2020-07-28"
"China","Taiwan Province",467,20,371,7,440,"2020-07-28"
"China","Tianjin Municipality",204,6,48,3,195,"2020-07-28"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-07-28"
"China","Xinjiang Uygur Autonomous Region",311,235,0,3,73,"2020-07-28"
"China","Yunnan Province",190,2,0,2,186,"2020-07-28"
"China","Zhejiang Province",1270,1,3,1,1268,"2020-07-28"
