"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-09-03"
"China","Beijing Municipality",935,0,164,9,926,"2020-09-03"
"China","Chongqing Municipality",583,0,1,6,577,"2020-09-03"
"China","Fujian Province",383,13,3,1,369,"2020-09-03"
"China","Gansu province",169,0,0,2,167,"2020-09-03"
"China","Guangdong Province",1745,15,14,8,1722,"2020-09-03"
"China","Guangxi Zhuang Autonomous Region",255,0,0,2,253,"2020-09-03"
"China","Guizhou Province",147,0,0,2,145,"2020-09-03"
"China","Hainan Province",171,0,0,6,165,"2020-09-03"
"China","Hebei Province",365,12,0,6,347,"2020-09-03"
"China","Heilongjiang Province",948,0,394,13,935,"2020-09-03"
"China","Henan Province",1276,0,0,22,1254,"2020-09-03"
"China","Hong Kong Special Administrative Region",4838,314,121,93,4431,"2020-09-03"
"China","Hubei Province",68139,0,0,4512,63627,"2020-09-03"
"China","Hunan Province",1019,0,0,4,1015,"2020-09-03"
"China","Inner Mongolia Autonomous Region",261,1,34,1,259,"2020-09-03"
"China","Jiangsu Province",665,6,3,0,659,"2020-09-03"
"China","Jiangxi Province",935,0,0,1,934,"2020-09-03"
"China","Jilin Province",157,0,19,2,155,"2020-09-03"
"China","Liaoning Province",263,2,0,2,259,"2020-09-03"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-09-03"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-09-03"
"China","Qinghai Province",18,0,0,0,18,"2020-09-03"
"China","Shaanxi Province",371,8,1,3,360,"2020-09-03"
"China","Shandong Province",831,15,14,7,809,"2020-09-03"
"China","Shanghai Municipality",908,52,393,7,849,"2020-09-03"
"China","Shanxi Province",203,2,64,0,201,"2020-09-03"
"China","Sichuan Province",655,22,14,3,630,"2020-09-03"
"China","Taiwan Province",489,11,371,7,471,"2020-09-03"
"China","Tianjin Municipality",230,13,49,3,214,"2020-09-03"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-09-03"
"China","Xinjiang Uygur Autonomous Region",902,20,0,3,879,"2020-09-03"
"China","Yunnan Province",199,6,0,2,191,"2020-09-03"
"China","Zhejiang Province",1278,9,3,1,1268,"2020-09-03"
