"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",990,0,0,6,984,"2020-25MAR"
"18","China","Beijing Municipality",561,150,2,8,403,"2020-25MAR"
"38","China","Chongqing Municipality",578,2,1,6,570,"2020-25MAR"
"78","China","Fujian Province",322,26,0,1,295,"2020-25MAR"
"87","China","Gansu province",136,13,0,2,121,"2020-25MAR"
"102","China","Guangdong Province",1433,89,5,8,1336,"2020-25MAR"
"126","China","Guangxi Zhuang Autonomous Region",254,2,0,2,250,"2020-25MAR"
"141","China","Guizhou Province",146,0,0,2,144,"2020-25MAR"
"150","China","Hainan Province",168,0,0,6,162,"2020-25MAR"
"169","China","Hebei Province",319,3,0,6,310,"2020-25MAR"
"180","China","Heilongjiang Province",484,2,0,13,469,"2020-25MAR"
"193","China","Henan Province",1274,2,0,22,1250,"2020-25MAR"
"213","China","Hong Kong Special Administrative Region",410,304,24,4,102,"2020-25MAR"
"214","China","Hubei Province",67801,3827,0,3163,60811,"2020-25MAR"
"232","China","Hunan Province",1018,0,0,4,1014,"2020-25MAR"
"246","China","Inner Mongolia Autonomous Region",77,2,0,1,74,"2020-25MAR"
"259","China","Jiangsu Province",638,7,0,0,631,"2020-25MAR"
"272","China","Jiangxi Province",936,1,0,1,934,"2020-25MAR"
"284","China","Jilin Province",95,2,1,1,92,"2020-25MAR"
"295","China","Liaoning Province",127,1,0,2,124,"2020-25MAR"
"309","China","Macao Special Administrative Region",30,20,4,0,10,"2020-25MAR"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-25MAR"
"317","China","Qinghai Province",18,0,0,0,18,"2020-25MAR"
"325","China","Shaanxi Province",250,7,1,3,240,"2020-25MAR"
"337","China","Shandong Province",769,10,0,7,752,"2020-25MAR"
"354","China","Shanghai Municipality",451,116,19,5,330,"2020-25MAR"
"373","China","Shanxi Province",135,2,0,0,133,"2020-25MAR"
"384","China","Sichuan Province",547,8,2,3,536,"2020-25MAR"
"405","China","Taiwan Province",235,204,19,2,29,"2020-25MAR"
"406","China","Tianjin Municipality",147,11,0,3,133,"2020-25MAR"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-25MAR"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-25MAR"
"453","China","Yunnan Province",178,4,0,2,172,"2020-25MAR"
"469","China","Zhejiang Province",1241,19,0,1,1221,"2020-25MAR"
