"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",992,0,0,6,986,"2020-12-26"
"China","Beijing Municipality",963,13,164,9,941,"2020-12-26"
"China","Chongqing Municipality",590,0,1,6,584,"2020-12-26"
"China","Fujian Province",508,21,3,1,486,"2020-12-26"
"China","Gansu province",182,0,0,2,180,"2020-12-26"
"China","Guangdong Province",2038,33,14,8,1997,"2020-12-26"
"China","Guangxi Zhuang Autonomous Region",264,1,0,2,261,"2020-12-26"
"China","Guizhou Province",147,0,0,2,145,"2020-12-26"
"China","Hainan Province",171,0,0,6,165,"2020-12-26"
"China","Hebei Province",373,0,0,6,367,"2020-12-26"
"China","Heilongjiang Province",961,11,394,13,937,"2020-12-26"
"China","Henan Province",1298,6,0,22,1270,"2020-12-26"
"China","Hong Kong Special Administrative Region",8540,1010,176,136,7394,"2020-12-26"
"China","Hubei Province",68149,0,0,4512,63637,"2020-12-26"
"China","Hunan Province",1021,1,0,4,1016,"2020-12-26"
"China","Inner Mongolia Autonomous Region",352,15,34,1,336,"2020-12-26"
"China","Jiangsu Province",684,2,3,0,682,"2020-12-26"
"China","Jiangxi Province",935,0,0,1,934,"2020-12-26"
"China","Jilin Province",157,0,19,2,155,"2020-12-26"
"China","Liaoning Province",316,27,0,2,287,"2020-12-26"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-12-26"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-12-26"
"China","Qinghai Province",18,0,0,0,18,"2020-12-26"
"China","Shaanxi Province",505,15,1,3,487,"2020-12-26"
"China","Shandong Province",861,12,14,7,842,"2020-12-26"
"China","Shanghai Municipality",1488,111,393,7,1370,"2020-12-26"
"China","Shanxi Province",224,3,64,0,221,"2020-12-26"
"China","Sichuan Province",847,35,14,3,809,"2020-12-26"
"China","Taiwan Province",783,129,431,7,647,"2020-12-26"
"China","Tianjin Municipality",304,3,50,3,298,"2020-12-26"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-12-26"
"China","Xinjiang Uygur Autonomous Region",980,0,0,3,977,"2020-12-26"
"China","Yunnan Province",229,14,0,2,213,"2020-12-26"
"China","Zhejiang Province",1300,9,3,1,1290,"2020-12-26"
