"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",993,1,0,6,986,"2020-12-27"
"China","Beijing Municipality",971,21,164,9,941,"2020-12-27"
"China","Chongqing Municipality",590,0,1,6,584,"2020-12-27"
"China","Fujian Province",508,21,3,1,486,"2020-12-27"
"China","Gansu province",182,0,0,2,180,"2020-12-27"
"China","Guangdong Province",2038,31,14,8,1999,"2020-12-27"
"China","Guangxi Zhuang Autonomous Region",264,1,0,2,261,"2020-12-27"
"China","Guizhou Province",147,0,0,2,145,"2020-12-27"
"China","Hainan Province",171,0,0,6,165,"2020-12-27"
"China","Hebei Province",373,0,0,6,367,"2020-12-27"
"China","Heilongjiang Province",961,9,394,13,939,"2020-12-27"
"China","Henan Province",1298,6,0,22,1270,"2020-12-27"
"China","Hong Kong Special Administrative Region",8610,1000,176,136,7474,"2020-12-27"
"China","Hubei Province",68149,0,0,4512,63637,"2020-12-27"
"China","Hunan Province",1021,1,0,4,1016,"2020-12-27"
"China","Inner Mongolia Autonomous Region",352,15,34,1,336,"2020-12-27"
"China","Jiangsu Province",684,2,3,0,682,"2020-12-27"
"China","Jiangxi Province",935,0,0,1,934,"2020-12-27"
"China","Jilin Province",157,0,19,2,155,"2020-12-27"
"China","Liaoning Province",323,34,0,2,287,"2020-12-27"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-12-27"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-12-27"
"China","Qinghai Province",18,0,0,0,18,"2020-12-27"
"China","Shaanxi Province",505,15,1,3,487,"2020-12-27"
"China","Shandong Province",861,10,14,7,844,"2020-12-27"
"China","Shanghai Municipality",1492,108,393,7,1377,"2020-12-27"
"China","Shanxi Province",224,3,64,0,221,"2020-12-27"
"China","Sichuan Province",847,32,14,3,812,"2020-12-27"
"China","Taiwan Province",785,125,431,7,653,"2020-12-27"
"China","Tianjin Municipality",304,3,50,3,298,"2020-12-27"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-12-27"
"China","Xinjiang Uygur Autonomous Region",980,0,0,3,977,"2020-12-27"
"China","Yunnan Province",229,14,0,2,213,"2020-12-27"
"China","Zhejiang Province",1302,11,3,1,1290,"2020-12-27"
