"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-11-03"
"China","Beijing Municipality",944,6,164,9,929,"2020-11-03"
"China","Chongqing Municipality",589,3,1,6,580,"2020-11-03"
"China","Fujian Province",441,28,3,1,412,"2020-11-03"
"China","Gansu province",180,10,0,2,168,"2020-11-03"
"China","Guangdong Province",1935,36,14,8,1891,"2020-11-03"
"China","Guangxi Zhuang Autonomous Region",260,0,0,2,258,"2020-11-03"
"China","Guizhou Province",147,0,0,2,145,"2020-11-03"
"China","Hainan Province",171,0,0,6,165,"2020-11-03"
"China","Hebei Province",373,7,0,6,360,"2020-11-03"
"China","Heilongjiang Province",949,1,394,13,935,"2020-11-03"
"China","Henan Province",1284,4,0,22,1258,"2020-11-03"
"China","Hong Kong Special Administrative Region",5345,131,176,105,5109,"2020-11-03"
"China","Hubei Province",68143,4,0,4512,63627,"2020-11-03"
"China","Hunan Province",1020,1,0,4,1015,"2020-11-03"
"China","Inner Mongolia Autonomous Region",295,24,34,1,270,"2020-11-03"
"China","Jiangsu Province",674,8,3,0,666,"2020-11-03"
"China","Jiangxi Province",935,0,0,1,934,"2020-11-03"
"China","Jilin Province",157,0,19,2,155,"2020-11-03"
"China","Liaoning Province",283,3,0,2,278,"2020-11-03"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-11-03"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-11-03"
"China","Qinghai Province",18,0,0,0,18,"2020-11-03"
"China","Shaanxi Province",455,26,1,3,426,"2020-11-03"
"China","Shandong Province",848,5,14,7,836,"2020-11-03"
"China","Shanghai Municipality",1196,93,393,7,1096,"2020-11-03"
"China","Shanxi Province",215,7,64,0,208,"2020-11-03"
"China","Sichuan Province",754,38,14,3,713,"2020-11-03"
"China","Taiwan Province",567,39,431,7,521,"2020-11-03"
"China","Tianjin Municipality",273,19,50,3,251,"2020-11-03"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-11-03"
"China","Xinjiang Uygur Autonomous Region",964,62,0,3,899,"2020-11-03"
"China","Yunnan Province",213,3,0,2,208,"2020-11-03"
"China","Zhejiang Province",1287,7,3,1,1279,"2020-11-03"
