"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",990,0,0,6,984,"2020-04-04"
"China","Beijing Municipality",585,139,164,8,438,"2020-04-04"
"China","Chongqing Municipality",579,3,1,6,570,"2020-04-04"
"China","Fujian Province",350,48,3,1,301,"2020-04-04"
"China","Gansu province",138,5,0,2,131,"2020-04-04"
"China","Guangdong Province",1516,130,11,8,1378,"2020-04-04"
"China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-04-04"
"China","Guizhou Province",147,1,0,2,144,"2020-04-04"
"China","Hainan Province",168,0,0,6,162,"2020-04-04"
"China","Hebei Province",326,10,0,6,310,"2020-04-04"
"China","Heilongjiang Province",491,9,0,13,469,"2020-04-04"
"China","Henan Province",1276,3,0,22,1251,"2020-04-04"
"China","Hong Kong Special Administrative Region",862,685,37,4,173,"2020-04-04"
"China","Hubei Province",67803,834,0,3207,63762,"2020-04-04"
"China","Hunan Province",1019,1,0,4,1014,"2020-04-04"
"China","Inner Mongolia Autonomous Region",117,42,0,1,74,"2020-04-04"
"China","Jiangsu Province",651,19,3,0,632,"2020-04-04"
"China","Jiangxi Province",937,1,0,1,935,"2020-04-04"
"China","Jilin Province",98,5,2,1,92,"2020-04-04"
"China","Liaoning Province",141,14,0,2,125,"2020-04-04"
"China","Macao Special Administrative Region",43,33,9,0,10,"2020-04-04"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-04-04"
"China","Qinghai Province",18,0,0,0,18,"2020-04-04"
"China","Shaanxi Province",256,8,1,3,245,"2020-04-04"
"China","Shandong Province",778,16,14,7,755,"2020-04-04"
"China","Shanghai Municipality",529,167,19,6,356,"2020-04-04"
"China","Shanxi Province",137,4,4,0,133,"2020-04-04"
"China","Sichuan Province",557,16,13,3,538,"2020-04-04"
"China","Taiwan Province",355,300,10,5,50,"2020-04-04"
"China","Tianjin Municipality",180,33,0,3,144,"2020-04-04"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-04-04"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-04-04"
"China","Yunnan Province",184,10,0,2,172,"2020-04-04"
"China","Zhejiang Province",1262,32,3,1,1229,"2020-04-04"
