"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",152,0,0,0,2,"2020-29JAN"
"18","China","Beijing Municipality",111,0,0,1,4,"2020-29JAN"
"38","China","Chongqing Municipality",147,0,0,0,1,"2020-29JAN"
"78","China","Fujian Province",84,0,0,0,0,"2020-29JAN"
"87","China","Gansu province",24,0,0,0,0,"2020-29JAN"
"102","China","Guangdong Province",277,0,0,0,5,"2020-29JAN"
"126","China","Guangxi Zhuang Autonomous Region",58,0,0,0,2,"2020-29JAN"
"141","China","Guizhou Province",9,0,0,0,1,"2020-29JAN"
"150","China","Hainan Province",43,0,0,1,0,"2020-29JAN"
"169","China","Hebei Province",48,0,0,1,0,"2020-29JAN"
"180","China","Heilongjiang Province",38,0,0,1,0,"2020-29JAN"
"193","China","Henan Province",206,0,0,2,1,"2020-29JAN"
"213","China","Hong Kong Special Administrative Region",10,0,0,0,0,"2020-29JAN"
"214","China","Hubei Province",3554,0,0,125,88,"2020-29JAN"
"232","China","Hunan Province",221,0,0,0,0,"2020-29JAN"
"246","China","Inner Mongolia Autonomous Region",16,0,0,0,0,"2020-29JAN"
"259","China","Jiangsu Province",99,0,0,0,1,"2020-29JAN"
"272","China","Jiangxi Province",109,0,0,0,3,"2020-29JAN"
"284","China","Jilin Province",9,0,0,0,0,"2020-29JAN"
"295","China","Liaoning Province",39,0,0,0,1,"2020-29JAN"
"309","China","Macao Special Administrative Region",7,0,0,0,0,"2020-29JAN"
"310","China","Ningxia Hui Autonomous Region",12,0,0,0,0,"2020-29JAN"
"317","China","Qinghai Province",6,0,0,0,0,"2020-29JAN"
"325","China","Shaanxi Province",56,0,0,0,0,"2020-29JAN"
"337","China","Shandong Province",130,0,0,0,1,"2020-29JAN"
"354","China","Shanghai Municipality",96,0,0,1,5,"2020-29JAN"
"373","China","Shanxi Province",27,0,0,0,1,"2020-29JAN"
"384","China","Sichuan Province",108,0,0,1,1,"2020-29JAN"
"405","China","Taiwan Province",8,0,0,0,0,"2020-29JAN"
"406","China","Tianjin Municipality",27,0,0,0,0,"2020-29JAN"
"423","China","Tibet Autonomous Region",0,0,1,0,0,"2020-29JAN"
"430","China","Xinjiang Uygur Autonomous Region",13,0,0,0,0,"2020-29JAN"
"453","China","Yunnan Province",55,0,0,0,0,"2020-29JAN"
"469","China","Zhejiang Province",296,0,0,0,3,"2020-29JAN"
