"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",991,0,0,6,985,"2020-22MAY"
"18","China","Beijing Municipality",593,5,164,9,579,"2020-22MAY"
"38","China","Chongqing Municipality",579,0,1,6,573,"2020-22MAY"
"78","China","Fujian Province",356,0,3,1,355,"2020-22MAY"
"87","China","Gansu province",139,0,0,2,137,"2020-22MAY"
"102","China","Guangdong Province",1591,3,11,8,1580,"2020-22MAY"
"126","China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-22MAY"
"141","China","Guizhou Province",147,0,0,2,145,"2020-22MAY"
"150","China","Hainan Province",169,1,0,6,162,"2020-22MAY"
"169","China","Hebei Province",328,0,0,6,322,"2020-22MAY"
"180","China","Heilongjiang Province",945,0,394,13,932,"2020-22MAY"
"193","China","Henan Province",1276,0,0,22,1254,"2020-22MAY"
"213","China","Hong Kong Special Administrative Region",1065,32,47,4,1029,"2020-22MAY"
"214","China","Hubei Province",68135,7,0,4512,63616,"2020-22MAY"
"232","China","Hunan Province",1019,0,0,4,1015,"2020-22MAY"
"246","China","Inner Mongolia Autonomous Region",217,17,34,1,199,"2020-22MAY"
"259","China","Jiangsu Province",653,0,3,0,653,"2020-22MAY"
"272","China","Jiangxi Province",937,0,0,1,936,"2020-22MAY"
"284","China","Jilin Province",154,25,19,2,127,"2020-22MAY"
"295","China","Liaoning Province",149,3,0,2,144,"2020-22MAY"
"309","China","Macao Special Administrative Region",45,0,9,0,45,"2020-22MAY"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-22MAY"
"317","China","Qinghai Province",18,0,0,0,18,"2020-22MAY"
"325","China","Shaanxi Province",308,2,1,3,303,"2020-22MAY"
"337","China","Shandong Province",788,1,14,7,780,"2020-22MAY"
"354","China","Shanghai Municipality",667,14,300,7,646,"2020-22MAY"
"373","China","Shanxi Province",198,0,64,0,198,"2020-22MAY"
"384","China","Sichuan Province",563,2,13,3,558,"2020-22MAY"
"405","China","Taiwan Province",441,27,348,7,407,"2020-22MAY"
"406","China","Tianjin Municipality",192,2,48,3,187,"2020-22MAY"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-22MAY"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-22MAY"
"453","China","Yunnan Province",185,0,0,2,183,"2020-22MAY"
"469","China","Zhejiang Province",1268,0,3,1,1267,"2020-22MAY"
