"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",992,1,0,6,985,"2020-11-25"
"China","Beijing Municipality",950,5,164,9,936,"2020-11-25"
"China","Chongqing Municipality",590,1,1,6,583,"2020-11-25"
"China","Fujian Province",479,41,3,1,437,"2020-11-25"
"China","Gansu province",181,0,0,2,179,"2020-11-25"
"China","Guangdong Province",1984,35,14,8,1941,"2020-11-25"
"China","Guangxi Zhuang Autonomous Region",263,3,0,2,258,"2020-11-25"
"China","Guizhou Province",147,0,0,2,145,"2020-11-25"
"China","Hainan Province",171,0,0,6,165,"2020-11-25"
"China","Hebei Province",373,1,0,6,366,"2020-11-25"
"China","Heilongjiang Province",949,0,394,13,936,"2020-11-25"
"China","Henan Province",1289,6,0,22,1261,"2020-11-25"
"China","Hong Kong Special Administrative Region",5866,463,176,108,5295,"2020-11-25"
"China","Hubei Province",68148,8,0,4512,63628,"2020-11-25"
"China","Hunan Province",1020,0,0,4,1016,"2020-11-25"
"China","Inner Mongolia Autonomous Region",311,19,34,1,291,"2020-11-25"
"China","Jiangsu Province",679,8,3,0,671,"2020-11-25"
"China","Jiangxi Province",935,0,0,1,934,"2020-11-25"
"China","Jilin Province",157,0,19,2,155,"2020-11-25"
"China","Liaoning Province",289,2,0,2,285,"2020-11-25"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-11-25"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-11-25"
"China","Qinghai Province",18,0,0,0,18,"2020-11-25"
"China","Shaanxi Province",496,40,1,3,453,"2020-11-25"
"China","Shandong Province",849,1,14,7,841,"2020-11-25"
"China","Shanghai Municipality",1314,58,393,7,1249,"2020-11-25"
"China","Shanxi Province",220,5,64,0,215,"2020-11-25"
"China","Sichuan Province",800,43,14,3,754,"2020-11-25"
"China","Taiwan Province",623,63,431,7,553,"2020-11-25"
"China","Tianjin Municipality",299,17,50,3,279,"2020-11-25"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-11-25"
"China","Xinjiang Uygur Autonomous Region",980,0,0,3,977,"2020-11-25"
"China","Yunnan Province",217,5,0,2,210,"2020-11-25"
"China","Zhejiang Province",1293,9,3,1,1283,"2020-11-25"
