"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-06-06"
"China","Beijing Municipality",594,2,164,9,583,"2020-06-06"
"China","Chongqing Municipality",579,0,1,6,573,"2020-06-06"
"China","Fujian Province",358,1,3,1,356,"2020-06-06"
"China","Gansu province",139,0,0,2,137,"2020-06-06"
"China","Guangdong Province",1601,9,11,8,1584,"2020-06-06"
"China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-06-06"
"China","Guizhou Province",147,0,0,2,145,"2020-06-06"
"China","Hainan Province",169,1,0,6,162,"2020-06-06"
"China","Hebei Province",328,0,0,6,322,"2020-06-06"
"China","Heilongjiang Province",947,0,394,13,934,"2020-06-06"
"China","Henan Province",1276,0,0,22,1254,"2020-06-06"
"China","Hong Kong Special Administrative Region",1105,53,63,4,1048,"2020-06-06"
"China","Hubei Province",68135,0,0,4512,63623,"2020-06-06"
"China","Hunan Province",1019,0,0,4,1015,"2020-06-06"
"China","Inner Mongolia Autonomous Region",235,21,34,1,213,"2020-06-06"
"China","Jiangsu Province",653,0,3,0,653,"2020-06-06"
"China","Jiangxi Province",932,0,0,1,931,"2020-06-06"
"China","Jilin Province",155,3,19,2,150,"2020-06-06"
"China","Liaoning Province",149,0,0,2,147,"2020-06-06"
"China","Macao Special Administrative Region",45,0,9,0,45,"2020-06-06"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-06-06"
"China","Qinghai Province",18,0,0,0,18,"2020-06-06"
"China","Shaanxi Province",309,1,1,3,305,"2020-06-06"
"China","Shandong Province",792,5,14,7,780,"2020-06-06"
"China","Shanghai Municipality",677,7,300,7,663,"2020-06-06"
"China","Shanxi Province",198,0,64,0,198,"2020-06-06"
"China","Sichuan Province",578,17,13,3,558,"2020-06-06"
"China","Taiwan Province",443,7,348,7,429,"2020-06-06"
"China","Tianjin Municipality",193,1,48,3,189,"2020-06-06"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-06-06"
"China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-06-06"
"China","Yunnan Province",185,0,0,2,183,"2020-06-06"
"China","Zhejiang Province",1268,0,3,1,1267,"2020-06-06"
