"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",991,1,0,6,984,"2020-12APR"
"18","China","Beijing Municipality",589,102,164,8,479,"2020-12APR"
"38","China","Chongqing Municipality",579,3,1,6,570,"2020-12APR"
"78","China","Fujian Province",352,30,3,1,321,"2020-12APR"
"87","China","Gansu province",139,2,0,2,135,"2020-12APR"
"102","China","Guangdong Province",1552,101,11,8,1443,"2020-12APR"
"126","China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-12APR"
"141","China","Guizhou Province",147,1,0,2,144,"2020-12APR"
"150","China","Hainan Province",168,0,0,6,162,"2020-12APR"
"169","China","Hebei Province",327,8,0,6,313,"2020-12APR"
"180","China","Heilongjiang Province",684,201,28,13,470,"2020-12APR"
"193","China","Henan Province",1276,1,0,22,1253,"2020-12APR"
"213","China","Hong Kong Special Administrative Region",1004,640,39,4,360,"2020-12APR"
"214","China","Hubei Province",67803,303,0,3219,64281,"2020-12APR"
"232","China","Hunan Province",1019,1,0,4,1014,"2020-12APR"
"246","China","Inner Mongolia Autonomous Region",189,105,34,1,83,"2020-12APR"
"259","China","Jiangsu Province",653,15,3,0,638,"2020-12APR"
"272","China","Jiangxi Province",937,0,0,1,936,"2020-12APR"
"284","China","Jilin Province",99,2,2,1,96,"2020-12APR"
"295","China","Liaoning Province",145,7,0,2,136,"2020-12APR"
"309","China","Macao Special Administrative Region",45,32,9,0,13,"2020-12APR"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-12APR"
"317","China","Qinghai Province",18,0,0,0,18,"2020-12APR"
"325","China","Shaanxi Province",256,5,1,3,248,"2020-12APR"
"337","China","Shandong Province",784,20,14,7,757,"2020-12APR"
"354","China","Shanghai Municipality",607,154,19,7,446,"2020-12APR"
"373","China","Shanxi Province",172,37,5,0,135,"2020-12APR"
"384","China","Sichuan Province",560,10,13,3,547,"2020-12APR"
"405","China","Taiwan Province",388,273,12,6,109,"2020-12APR"
"406","China","Tianjin Municipality",183,19,48,3,161,"2020-12APR"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-12APR"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-12APR"
"453","China","Yunnan Province",184,8,0,2,174,"2020-12APR"
"469","China","Zhejiang Province",1267,28,3,1,1238,"2020-12APR"
