"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-07-31"
"China","Beijing Municipality",933,13,164,9,911,"2020-07-31"
"China","Chongqing Municipality",583,0,1,6,577,"2020-07-31"
"China","Fujian Province",366,2,3,1,363,"2020-07-31"
"China","Gansu province",167,0,0,2,165,"2020-07-31"
"China","Guangdong Province",1678,17,14,8,1653,"2020-07-31"
"China","Guangxi Zhuang Autonomous Region",255,0,0,2,253,"2020-07-31"
"China","Guizhou Province",147,0,0,2,145,"2020-07-31"
"China","Hainan Province",171,0,0,6,165,"2020-07-31"
"China","Hebei Province",349,0,0,6,343,"2020-07-31"
"China","Heilongjiang Province",947,0,394,13,934,"2020-07-31"
"China","Henan Province",1276,0,0,22,1254,"2020-07-31"
"China","Hong Kong Special Administrative Region",3272,1494,92,27,1751,"2020-07-31"
"China","Hubei Province",68135,0,0,4512,63623,"2020-07-31"
"China","Hunan Province",1019,0,0,4,1015,"2020-07-31"
"China","Inner Mongolia Autonomous Region",258,13,34,1,244,"2020-07-31"
"China","Jiangsu Province",655,1,3,0,654,"2020-07-31"
"China","Jiangxi Province",932,0,0,1,931,"2020-07-31"
"China","Jilin Province",157,2,19,2,153,"2020-07-31"
"China","Liaoning Province",233,71,0,2,160,"2020-07-31"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-07-31"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-07-31"
"China","Qinghai Province",18,0,0,0,18,"2020-07-31"
"China","Shaanxi Province",324,3,1,3,318,"2020-07-31"
"China","Shandong Province",799,7,14,7,785,"2020-07-31"
"China","Shanghai Municipality",744,15,393,7,722,"2020-07-31"
"China","Shanxi Province",201,0,64,0,201,"2020-07-31"
"China","Sichuan Province",604,4,13,3,597,"2020-07-31"
"China","Taiwan Province",467,20,371,7,440,"2020-07-31"
"China","Tianjin Municipality",205,7,49,3,195,"2020-07-31"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-07-31"
"China","Xinjiang Uygur Autonomous Region",608,523,0,3,82,"2020-07-31"
"China","Yunnan Province",191,3,0,2,186,"2020-07-31"
"China","Zhejiang Province",1270,1,3,1,1268,"2020-07-31"
