"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",993,0,0,6,987,"2021-01-15"
"China","Beijing Municipality",999,39,164,9,951,"2021-01-15"
"China","Chongqing Municipality",590,0,1,6,584,"2021-01-15"
"China","Fujian Province",529,28,3,1,500,"2021-01-15"
"China","Gansu province",182,0,0,2,180,"2021-01-15"
"China","Guangdong Province",2081,43,14,8,2030,"2021-01-15"
"China","Guangxi Zhuang Autonomous Region",266,3,0,2,261,"2021-01-15"
"China","Guizhou Province",147,0,0,2,145,"2021-01-15"
"China","Hainan Province",171,0,0,6,165,"2021-01-15"
"China","Hebei Province",901,503,0,7,391,"2021-01-15"
"China","Heilongjiang Province",1031,68,394,13,950,"2021-01-15"
"China","Henan Province",1303,8,0,22,1273,"2021-01-15"
"China","Hong Kong Special Administrative Region",9414,622,176,161,8631,"2021-01-15"
"China","Hubei Province",68149,0,0,4512,63637,"2021-01-15"
"China","Hunan Province",1022,1,0,4,1017,"2021-01-15"
"China","Inner Mongolia Autonomous Region",366,15,34,1,350,"2021-01-15"
"China","Jiangsu Province",687,3,3,0,684,"2021-01-15"
"China","Jiangxi Province",935,0,0,1,934,"2021-01-15"
"China","Jilin Province",157,0,19,2,155,"2021-01-15"
"China","Liaoning Province",396,45,0,2,349,"2021-01-15"
"China","Macao Special Administrative Region",46,0,9,0,46,"2021-01-15"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2021-01-15"
"China","Qinghai Province",18,0,0,0,18,"2021-01-15"
"China","Shaanxi Province",524,21,1,3,500,"2021-01-15"
"China","Shandong Province",864,3,14,7,854,"2021-01-15"
"China","Shanghai Municipality",1581,93,393,7,1481,"2021-01-15"
"China","Shanxi Province",227,3,64,0,224,"2021-01-15"
"China","Sichuan Province",857,10,14,3,844,"2021-01-15"
"China","Taiwan Province",842,104,431,7,731,"2021-01-15"
"China","Tianjin Municipality",324,16,50,3,305,"2021-01-15"
"China","Tibet Autonomous Region",1,0,0,0,1,"2021-01-15"
"China","Xinjiang Uygur Autonomous Region",980,0,0,3,977,"2021-01-15"
"China","Yunnan Province",231,6,0,2,223,"2021-01-15"
"China","Zhejiang Province",1308,11,3,1,1296,"2021-01-15"
