"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",991,1,0,6,984,"2020-14APR"
"18","China","Beijing Municipality",589,90,164,8,491,"2020-14APR"
"38","China","Chongqing Municipality",579,3,1,6,570,"2020-14APR"
"78","China","Fujian Province",353,23,3,1,329,"2020-14APR"
"87","China","Gansu province",139,1,0,2,136,"2020-14APR"
"102","China","Guangdong Province",1564,98,11,8,1458,"2020-14APR"
"126","China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-14APR"
"141","China","Guizhou Province",147,1,0,2,144,"2020-14APR"
"150","China","Hainan Province",168,0,0,6,162,"2020-14APR"
"169","China","Hebei Province",327,7,0,6,314,"2020-14APR"
"180","China","Heilongjiang Province",819,336,28,13,470,"2020-14APR"
"193","China","Henan Province",1276,0,0,22,1254,"2020-14APR"
"213","China","Hong Kong Special Administrative Region",1012,574,39,4,434,"2020-14APR"
"214","China","Hubei Province",67803,219,0,3221,64363,"2020-14APR"
"232","China","Hunan Province",1019,1,0,4,1014,"2020-14APR"
"246","China","Inner Mongolia Autonomous Region",190,98,34,1,91,"2020-14APR"
"259","China","Jiangsu Province",653,12,3,0,641,"2020-14APR"
"272","China","Jiangxi Province",937,0,0,1,936,"2020-14APR"
"284","China","Jilin Province",100,3,3,1,96,"2020-14APR"
"295","China","Liaoning Province",145,5,0,2,138,"2020-14APR"
"309","China","Macao Special Administrative Region",45,32,9,0,13,"2020-14APR"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-14APR"
"317","China","Qinghai Province",18,0,0,0,18,"2020-14APR"
"325","China","Shaanxi Province",256,5,1,3,248,"2020-14APR"
"337","China","Shandong Province",784,18,14,7,759,"2020-14APR"
"354","China","Shanghai Municipality",618,143,19,7,468,"2020-14APR"
"373","China","Shanxi Province",173,38,5,0,135,"2020-14APR"
"384","China","Sichuan Province",560,9,13,3,548,"2020-14APR"
"405","China","Taiwan Province",393,263,17,6,124,"2020-14APR"
"406","China","Tianjin Municipality",185,14,48,3,168,"2020-14APR"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-14APR"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-14APR"
"453","China","Yunnan Province",184,7,0,2,175,"2020-14APR"
"469","China","Zhejiang Province",1267,24,3,1,1242,"2020-14APR"
