"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",990,0,0,6,984,"2020-07APR"
"18","China","Beijing Municipality",587,131,164,8,448,"2020-07APR"
"38","China","Chongqing Municipality",579,3,1,6,570,"2020-07APR"
"78","China","Fujian Province",351,45,3,1,305,"2020-07APR"
"87","China","Gansu province",139,5,0,2,132,"2020-07APR"
"102","China","Guangdong Province",1533,124,11,8,1401,"2020-07APR"
"126","China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-07APR"
"141","China","Guizhou Province",147,1,0,2,144,"2020-07APR"
"150","China","Hainan Province",168,0,0,6,162,"2020-07APR"
"169","China","Hebei Province",327,9,0,6,312,"2020-07APR"
"180","China","Heilongjiang Province",544,62,0,13,469,"2020-07APR"
"193","China","Henan Province",1276,2,0,22,1252,"2020-07APR"
"213","China","Hong Kong Special Administrative Region",935,715,24,4,216,"2020-07APR"
"214","China","Hubei Province",67803,448,0,3213,64142,"2020-07APR"
"232","China","Hunan Province",1019,1,0,4,1014,"2020-07APR"
"246","China","Inner Mongolia Autonomous Region",124,49,0,1,74,"2020-07APR"
"259","China","Jiangsu Province",651,18,3,0,633,"2020-07APR"
"272","China","Jiangxi Province",937,1,0,1,935,"2020-07APR"
"284","China","Jilin Province",98,5,2,1,92,"2020-07APR"
"295","China","Liaoning Province",144,12,0,2,130,"2020-07APR"
"309","China","Macao Special Administrative Region",44,34,9,0,10,"2020-07APR"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-07APR"
"317","China","Qinghai Province",18,0,0,0,18,"2020-07APR"
"325","China","Shaanxi Province",256,7,1,3,246,"2020-07APR"
"337","China","Shandong Province",781,19,14,7,755,"2020-07APR"
"354","China","Shanghai Municipality",543,130,19,7,406,"2020-07APR"
"373","China","Shanxi Province",138,5,5,0,133,"2020-07APR"
"384","China","Sichuan Province",560,16,13,3,541,"2020-07APR"
"405","China","Taiwan Province",376,314,10,5,57,"2020-07APR"
"406","China","Tianjin Municipality",180,26,0,3,151,"2020-07APR"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-07APR"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-07APR"
"453","China","Yunnan Province",184,9,0,2,173,"2020-07APR"
"469","China","Zhejiang Province",1265,34,3,1,1230,"2020-07APR"
