"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",991,1,0,6,984,"2020-13APR"
"18","China","Beijing Municipality",589,97,164,8,484,"2020-13APR"
"38","China","Chongqing Municipality",579,3,1,6,570,"2020-13APR"
"78","China","Fujian Province",352,26,3,1,325,"2020-13APR"
"87","China","Gansu province",139,2,0,2,135,"2020-13APR"
"102","China","Guangdong Province",1555,93,11,8,1454,"2020-13APR"
"126","China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-13APR"
"141","China","Guizhou Province",147,1,0,2,144,"2020-13APR"
"150","China","Hainan Province",168,0,0,6,162,"2020-13APR"
"169","China","Hebei Province",327,8,0,6,313,"2020-13APR"
"180","China","Heilongjiang Province",740,257,28,13,470,"2020-13APR"
"193","China","Henan Province",1276,1,0,22,1253,"2020-13APR"
"213","China","Hong Kong Special Administrative Region",1009,645,39,4,360,"2020-13APR"
"214","China","Hubei Province",67803,244,0,3221,64338,"2020-13APR"
"232","China","Hunan Province",1019,1,0,4,1014,"2020-13APR"
"246","China","Inner Mongolia Autonomous Region",190,106,34,1,83,"2020-13APR"
"259","China","Jiangsu Province",653,15,3,0,638,"2020-13APR"
"272","China","Jiangxi Province",937,0,0,1,936,"2020-13APR"
"284","China","Jilin Province",100,3,3,1,96,"2020-13APR"
"295","China","Liaoning Province",145,7,0,2,136,"2020-13APR"
"309","China","Macao Special Administrative Region",45,32,9,0,13,"2020-13APR"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-13APR"
"317","China","Qinghai Province",18,0,0,0,18,"2020-13APR"
"325","China","Shaanxi Province",256,5,1,3,248,"2020-13APR"
"337","China","Shandong Province",784,19,14,7,758,"2020-13APR"
"354","China","Shanghai Municipality",618,165,19,7,446,"2020-13APR"
"373","China","Shanxi Province",173,38,5,0,135,"2020-13APR"
"384","China","Sichuan Province",560,9,13,3,548,"2020-13APR"
"405","China","Taiwan Province",393,278,17,6,109,"2020-13APR"
"406","China","Tianjin Municipality",184,17,48,3,164,"2020-13APR"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-13APR"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-13APR"
"453","China","Yunnan Province",184,8,0,2,174,"2020-13APR"
"469","China","Zhejiang Province",1267,27,3,1,1239,"2020-13APR"
