"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",934,762,0,6,166,"2020-02-13"
"China","Beijing Municipality",366,294,0,3,69,"2020-02-13"
"China","Chongqing Municipality",529,397,0,4,128,"2020-02-13"
"China","Fujian Province",281,222,0,0,59,"2020-02-13"
"China","Gansu province",90,49,0,2,39,"2020-02-13"
"China","Guangdong Province",1261,925,0,2,334,"2020-02-13"
"China","Guangxi Zhuang Autonomous Region",226,189,0,2,35,"2020-02-13"
"China","Guizhou Province",140,111,0,1,28,"2020-02-13"
"China","Hainan Province",158,124,0,4,30,"2020-02-13"
"China","Hebei Province",283,210,0,3,70,"2020-02-13"
"China","Heilongjiang Province",418,370,0,11,37,"2020-02-13"
"China","Henan Province",1184,857,0,11,316,"2020-02-13"
"China","Hong Kong Special Administrative Region",53,51,0,1,1,"2020-02-13"
"China","Hubei Province",51986,46429,0,1426,4131,"2020-02-13"
"China","Hunan Province",988,634,0,2,352,"2020-02-13"
"China","Inner Mongolia Autonomous Region",65,59,0,0,6,"2020-02-13"
"China","Jiangsu Province",593,452,0,0,141,"2020-02-13"
"China","Jiangxi Province",900,712,0,1,187,"2020-02-13"
"China","Jilin Province",86,60,0,1,25,"2020-02-13"
"China","Liaoning Province",117,92,0,1,24,"2020-02-13"
"China","Macao Special Administrative Region",10,7,0,0,3,"2020-02-13"
"China","Ningxia Hui Autonomous Region",67,43,0,0,24,"2020-02-13"
"China","Qinghai Province",18,7,0,0,11,"2020-02-13"
"China","Shaanxi Province",229,183,0,0,46,"2020-02-13"
"China","Shandong Province",519,406,0,2,111,"2020-02-13"
"China","Shanghai Municipality",318,255,0,1,62,"2020-02-13"
"China","Shanxi Province",126,90,0,0,36,"2020-02-13"
"China","Sichuan Province",463,357,0,1,105,"2020-02-13"
"China","Taiwan Province",18,16,0,0,2,"2020-02-13"
"China","Tianjin Municipality",119,95,0,3,21,"2020-02-13"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-02-13"
"China","Xinjiang Uygur Autonomous Region",65,58,0,1,6,"2020-02-13"
"China","Yunnan Province",156,129,0,0,27,"2020-02-13"
"China","Zhejiang Province",1155,788,0,0,367,"2020-02-13"
