"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",990,0,0,6,984,"2020-20MAR"
"18","China","Beijing Municipality",499,99,0,8,392,"2020-20MAR"
"38","China","Chongqing Municipality",576,0,0,6,570,"2020-20MAR"
"78","China","Fujian Province",303,7,0,1,295,"2020-20MAR"
"87","China","Gansu province",134,34,0,2,98,"2020-20MAR"
"102","China","Guangdong Province",1399,66,0,8,1325,"2020-20MAR"
"126","China","Guangxi Zhuang Autonomous Region",254,2,0,2,250,"2020-20MAR"
"141","China","Guizhou Province",146,0,0,2,144,"2020-20MAR"
"150","China","Hainan Province",168,1,0,6,161,"2020-20MAR"
"169","China","Hebei Province",318,2,0,6,310,"2020-20MAR"
"180","China","Heilongjiang Province",484,8,0,13,463,"2020-20MAR"
"193","China","Henan Province",1273,1,0,22,1250,"2020-20MAR"
"213","China","Hong Kong Special Administrative Region",256,154,0,4,98,"2020-20MAR"
"214","China","Hubei Province",67800,5719,0,3139,58942,"2020-20MAR"
"232","China","Hunan Province",1018,0,0,4,1014,"2020-20MAR"
"246","China","Inner Mongolia Autonomous Region",75,0,0,1,74,"2020-20MAR"
"259","China","Jiangsu Province",631,0,0,0,631,"2020-20MAR"
"272","China","Jiangxi Province",935,0,0,1,934,"2020-20MAR"
"284","China","Jilin Province",93,0,0,1,92,"2020-20MAR"
"295","China","Liaoning Province",126,2,0,2,122,"2020-20MAR"
"309","China","Macao Special Administrative Region",17,7,0,0,10,"2020-20MAR"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-20MAR"
"317","China","Qinghai Province",18,0,0,0,18,"2020-20MAR"
"325","China","Shaanxi Province",248,6,0,3,239,"2020-20MAR"
"337","China","Shandong Province",764,8,0,7,749,"2020-20MAR"
"354","China","Shanghai Municipality",380,51,0,3,326,"2020-20MAR"
"373","China","Shanxi Province",133,0,0,0,133,"2020-20MAR"
"384","China","Sichuan Province",542,3,0,3,536,"2020-20MAR"
"405","China","Taiwan Province",135,105,0,2,28,"2020-20MAR"
"406","China","Tianjin Municipality",137,1,0,3,133,"2020-20MAR"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-20MAR"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-20MAR"
"453","China","Yunnan Province",176,2,0,2,172,"2020-20MAR"
"469","China","Zhejiang Province",1234,14,0,1,1219,"2020-20MAR"
