"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",991,1,0,6,984,"2020-19APR"
"18","China","Beijing Municipality",593,75,164,8,510,"2020-19APR"
"38","China","Chongqing Municipality",579,3,1,6,570,"2020-19APR"
"78","China","Fujian Province",355,15,3,1,339,"2020-19APR"
"87","China","Gansu province",139,0,0,2,137,"2020-19APR"
"102","China","Guangdong Province",1580,82,11,8,1490,"2020-19APR"
"126","China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-19APR"
"141","China","Guizhou Province",147,0,0,2,145,"2020-19APR"
"150","China","Hainan Province",168,0,0,6,162,"2020-19APR"
"169","China","Hebei Province",328,6,0,6,316,"2020-19APR"
"180","China","Heilongjiang Province",898,413,38,13,472,"2020-19APR"
"193","China","Henan Province",1276,0,0,22,1254,"2020-19APR"
"213","China","Hong Kong Special Administrative Region",1025,419,39,4,602,"2020-19APR"
"214","China","Hubei Province",68128,109,0,4512,63507,"2020-19APR"
"232","China","Hunan Province",1019,0,0,4,1015,"2020-19APR"
"246","China","Inner Mongolia Autonomous Region",193,88,34,1,104,"2020-19APR"
"259","China","Jiangsu Province",653,10,3,0,643,"2020-19APR"
"272","China","Jiangxi Province",937,0,0,1,936,"2020-19APR"
"284","China","Jilin Province",104,6,3,1,97,"2020-19APR"
"295","China","Liaoning Province",146,2,0,2,142,"2020-19APR"
"309","China","Macao Special Administrative Region",45,25,9,0,20,"2020-19APR"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-19APR"
"317","China","Qinghai Province",18,0,0,0,18,"2020-19APR"
"325","China","Shaanxi Province",256,1,1,3,252,"2020-19APR"
"337","China","Shandong Province",787,15,14,7,765,"2020-19APR"
"354","China","Shanghai Municipality",635,107,19,7,521,"2020-19APR"
"373","China","Shanxi Province",197,62,18,0,135,"2020-19APR"
"384","China","Sichuan Province",561,4,13,3,554,"2020-19APR"
"405","China","Taiwan Province",420,225,341,6,189,"2020-19APR"
"406","China","Tianjin Municipality",189,12,48,3,174,"2020-19APR"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-19APR"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-19APR"
"453","China","Yunnan Province",184,4,0,2,178,"2020-19APR"
"469","China","Zhejiang Province",1268,20,3,1,1247,"2020-19APR"
