"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",992,0,0,6,986,"2020-12-01"
"China","Beijing Municipality",951,4,164,9,938,"2020-12-01"
"China","Chongqing Municipality",590,1,1,6,583,"2020-12-01"
"China","Fujian Province",489,45,3,1,443,"2020-12-01"
"China","Gansu province",182,1,0,2,179,"2020-12-01"
"China","Guangdong Province",1989,31,14,8,1950,"2020-12-01"
"China","Guangxi Zhuang Autonomous Region",263,2,0,2,259,"2020-12-01"
"China","Guizhou Province",147,0,0,2,145,"2020-12-01"
"China","Hainan Province",171,0,0,6,165,"2020-12-01"
"China","Hebei Province",373,1,0,6,366,"2020-12-01"
"China","Heilongjiang Province",949,0,394,13,936,"2020-12-01"
"China","Henan Province",1289,5,0,22,1262,"2020-12-01"
"China","Hong Kong Special Administrative Region",6396,927,176,109,5360,"2020-12-01"
"China","Hubei Province",68148,3,0,4512,63633,"2020-12-01"
"China","Hunan Province",1020,0,0,4,1016,"2020-12-01"
"China","Inner Mongolia Autonomous Region",327,21,34,1,305,"2020-12-01"
"China","Jiangsu Province",680,8,3,0,672,"2020-12-01"
"China","Jiangxi Province",935,0,0,1,934,"2020-12-01"
"China","Jilin Province",157,0,19,2,155,"2020-12-01"
"China","Liaoning Province",289,1,0,2,286,"2020-12-01"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-12-01"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-12-01"
"China","Qinghai Province",18,0,0,0,18,"2020-12-01"
"China","Shaanxi Province",499,28,1,3,468,"2020-12-01"
"China","Shandong Province",854,6,14,7,841,"2020-12-01"
"China","Shanghai Municipality",1332,48,393,7,1277,"2020-12-01"
"China","Shanxi Province",221,4,64,0,217,"2020-12-01"
"China","Sichuan Province",808,44,14,3,761,"2020-12-01"
"China","Taiwan Province",679,104,431,7,568,"2020-12-01"
"China","Tianjin Municipality",300,11,50,3,286,"2020-12-01"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-12-01"
"China","Xinjiang Uygur Autonomous Region",980,0,0,3,977,"2020-12-01"
"China","Yunnan Province",219,7,0,2,210,"2020-12-01"
"China","Zhejiang Province",1294,10,3,1,1283,"2020-12-01"
