"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",991,0,0,6,985,"2020-24APR"
"18","China","Beijing Municipality",593,61,164,8,524,"2020-24APR"
"38","China","Chongqing Municipality",579,0,1,6,573,"2020-24APR"
"78","China","Fujian Province",355,8,3,1,346,"2020-24APR"
"87","China","Gansu province",139,0,0,2,137,"2020-24APR"
"102","China","Guangdong Province",1585,49,11,8,1528,"2020-24APR"
"126","China","Guangxi Zhuang Autonomous Region",254,0,0,2,252,"2020-24APR"
"141","China","Guizhou Province",147,0,0,2,145,"2020-24APR"
"150","China","Hainan Province",168,0,0,6,162,"2020-24APR"
"169","China","Hebei Province",328,5,0,6,317,"2020-24APR"
"180","China","Heilongjiang Province",928,430,384,13,485,"2020-24APR"
"193","China","Henan Province",1276,0,0,22,1254,"2020-24APR"
"213","China","Hong Kong Special Administrative Region",1035,306,47,4,725,"2020-24APR"
"214","China","Hubei Province",68128,47,0,4512,63569,"2020-24APR"
"232","China","Hunan Province",1019,0,0,4,1015,"2020-24APR"
"246","China","Inner Mongolia Autonomous Region",194,85,34,1,108,"2020-24APR"
"259","China","Jiangsu Province",653,7,3,0,646,"2020-24APR"
"272","China","Jiangxi Province",937,0,0,1,936,"2020-24APR"
"284","China","Jilin Province",108,8,3,1,99,"2020-24APR"
"295","China","Liaoning Province",146,1,0,2,143,"2020-24APR"
"309","China","Macao Special Administrative Region",45,18,9,0,27,"2020-24APR"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-24APR"
"317","China","Qinghai Province",18,0,0,0,18,"2020-24APR"
"325","China","Shaanxi Province",279,23,1,3,253,"2020-24APR"
"337","China","Shandong Province",787,14,14,7,766,"2020-24APR"
"354","China","Shanghai Municipality",641,87,300,7,547,"2020-24APR"
"373","China","Shanxi Province",197,55,18,0,142,"2020-24APR"
"384","China","Sichuan Province",561,0,13,3,558,"2020-24APR"
"405","China","Taiwan Province",428,158,343,6,264,"2020-24APR"
"406","China","Tianjin Municipality",190,8,48,3,179,"2020-24APR"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-24APR"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-24APR"
"453","China","Yunnan Province",184,2,0,2,180,"2020-24APR"
"469","China","Zhejiang Province",1268,11,3,1,1256,"2020-24APR"
