"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",992,0,0,6,986,"2020-12-08"
"China","Beijing Municipality",952,4,164,9,939,"2020-12-08"
"China","Chongqing Municipality",590,1,1,6,583,"2020-12-08"
"China","Fujian Province",500,46,3,1,453,"2020-12-08"
"China","Gansu province",182,0,0,2,180,"2020-12-08"
"China","Guangdong Province",2007,35,14,8,1964,"2020-12-08"
"China","Guangxi Zhuang Autonomous Region",263,1,0,2,260,"2020-12-08"
"China","Guizhou Province",147,0,0,2,145,"2020-12-08"
"China","Hainan Province",171,0,0,6,165,"2020-12-08"
"China","Hebei Province",373,0,0,6,367,"2020-12-08"
"China","Heilongjiang Province",949,0,394,13,936,"2020-12-08"
"China","Henan Province",1295,7,0,22,1266,"2020-12-08"
"China","Hong Kong Special Administrative Region",7075,1267,176,112,5696,"2020-12-08"
"China","Hubei Province",68149,2,0,4512,63635,"2020-12-08"
"China","Hunan Province",1020,0,0,4,1016,"2020-12-08"
"China","Inner Mongolia Autonomous Region",336,27,34,1,308,"2020-12-08"
"China","Jiangsu Province",680,6,3,0,674,"2020-12-08"
"China","Jiangxi Province",935,0,0,1,934,"2020-12-08"
"China","Jilin Province",157,0,19,2,155,"2020-12-08"
"China","Liaoning Province",289,0,0,2,287,"2020-12-08"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-12-08"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-12-08"
"China","Qinghai Province",18,0,0,0,18,"2020-12-08"
"China","Shaanxi Province",502,20,1,3,479,"2020-12-08"
"China","Shandong Province",857,9,14,7,841,"2020-12-08"
"China","Shanghai Municipality",1370,64,393,7,1299,"2020-12-08"
"China","Shanxi Province",222,4,64,0,218,"2020-12-08"
"China","Sichuan Province",820,36,14,3,781,"2020-12-08"
"China","Taiwan Province",718,129,431,7,582,"2020-12-08"
"China","Tianjin Municipality",301,6,50,3,292,"2020-12-08"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-12-08"
"China","Xinjiang Uygur Autonomous Region",980,0,0,3,977,"2020-12-08"
"China","Yunnan Province",221,9,0,2,210,"2020-12-08"
"China","Zhejiang Province",1295,6,3,1,1288,"2020-12-08"
