"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",991,0,0,6,985,"2020-09-05"
"China","Beijing Municipality",935,0,164,9,926,"2020-09-05"
"China","Chongqing Municipality",583,0,1,6,577,"2020-09-05"
"China","Fujian Province",385,14,3,1,370,"2020-09-05"
"China","Gansu province",170,1,0,2,167,"2020-09-05"
"China","Guangdong Province",1760,29,14,8,1723,"2020-09-05"
"China","Guangxi Zhuang Autonomous Region",257,2,0,2,253,"2020-09-05"
"China","Guizhou Province",147,0,0,2,145,"2020-09-05"
"China","Hainan Province",171,0,0,6,165,"2020-09-05"
"China","Hebei Province",365,5,0,6,354,"2020-09-05"
"China","Heilongjiang Province",948,0,394,13,935,"2020-09-05"
"China","Henan Province",1276,0,0,22,1254,"2020-09-05"
"China","Hong Kong Special Administrative Region",4857,270,126,94,4493,"2020-09-05"
"China","Hubei Province",68139,0,0,4512,63627,"2020-09-05"
"China","Hunan Province",1019,0,0,4,1015,"2020-09-05"
"China","Inner Mongolia Autonomous Region",261,1,34,1,259,"2020-09-05"
"China","Jiangsu Province",665,4,3,0,661,"2020-09-05"
"China","Jiangxi Province",935,0,0,1,934,"2020-09-05"
"China","Jilin Province",157,0,19,2,155,"2020-09-05"
"China","Liaoning Province",263,2,0,2,259,"2020-09-05"
"China","Macao Special Administrative Region",46,0,9,0,46,"2020-09-05"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-09-05"
"China","Qinghai Province",18,0,0,0,18,"2020-09-05"
"China","Shaanxi Province",374,11,1,3,360,"2020-09-05"
"China","Shandong Province",831,15,14,7,809,"2020-09-05"
"China","Shanghai Municipality",916,43,393,7,866,"2020-09-05"
"China","Shanxi Province",203,2,64,0,201,"2020-09-05"
"China","Sichuan Province",656,19,14,3,634,"2020-09-05"
"China","Taiwan Province",492,14,371,7,471,"2020-09-05"
"China","Tianjin Municipality",231,14,50,3,214,"2020-09-05"
"China","Tibet Autonomous Region",1,0,0,0,1,"2020-09-05"
"China","Xinjiang Uygur Autonomous Region",902,14,0,3,885,"2020-09-05"
"China","Yunnan Province",201,8,0,2,191,"2020-09-05"
"China","Zhejiang Province",1278,9,3,1,1268,"2020-09-05"
