"ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"China","Anhui Province",993,1,0,6,986,"2021-01-04"
"China","Beijing Municipality",992,39,164,9,944,"2021-01-04"
"China","Chongqing Municipality",590,0,1,6,584,"2021-01-04"
"China","Fujian Province",517,27,3,1,489,"2021-01-04"
"China","Gansu province",182,0,0,2,180,"2021-01-04"
"China","Guangdong Province",2053,33,14,8,2012,"2021-01-04"
"China","Guangxi Zhuang Autonomous Region",264,1,0,2,261,"2021-01-04"
"China","Guizhou Province",147,0,0,2,145,"2021-01-04"
"China","Hainan Province",171,0,0,6,165,"2021-01-04"
"China","Hebei Province",378,5,0,6,367,"2021-01-04"
"China","Heilongjiang Province",969,10,394,13,946,"2021-01-04"
"China","Henan Province",1299,7,0,22,1270,"2021-01-04"
"China","Hong Kong Special Administrative Region",9017,809,176,153,8055,"2021-01-04"
"China","Hubei Province",68149,0,0,4512,63637,"2021-01-04"
"China","Hunan Province",1021,1,0,4,1016,"2021-01-04"
"China","Inner Mongolia Autonomous Region",366,20,34,1,345,"2021-01-04"
"China","Jiangsu Province",684,1,3,0,683,"2021-01-04"
"China","Jiangxi Province",935,0,0,1,934,"2021-01-04"
"China","Jilin Province",157,0,19,2,155,"2021-01-04"
"China","Liaoning Province",369,77,0,2,290,"2021-01-04"
"China","Macao Special Administrative Region",46,0,9,0,46,"2021-01-04"
"China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2021-01-04"
"China","Qinghai Province",18,0,0,0,18,"2021-01-04"
"China","Shaanxi Province",516,23,1,3,490,"2021-01-04"
"China","Shandong Province",863,8,14,7,848,"2021-01-04"
"China","Shanghai Municipality",1530,94,393,7,1429,"2021-01-04"
"China","Shanxi Province",225,4,64,0,221,"2021-01-04"
"China","Sichuan Province",856,27,14,3,826,"2021-01-04"
"China","Taiwan Province",815,112,431,7,696,"2021-01-04"
"China","Tianjin Municipality",314,11,50,3,300,"2021-01-04"
"China","Tibet Autonomous Region",1,0,0,0,1,"2021-01-04"
"China","Xinjiang Uygur Autonomous Region",980,0,0,3,977,"2021-01-04"
"China","Yunnan Province",230,13,0,2,215,"2021-01-04"
"China","Zhejiang Province",1306,12,3,1,1293,"2021-01-04"
