"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",990,0,0,6,984,"2020-01APR"
"18","China","Beijing Municipality",580,154,164,8,418,"2020-01APR"
"38","China","Chongqing Municipality",579,3,1,6,570,"2020-01APR"
"78","China","Fujian Province",345,46,3,1,298,"2020-01APR"
"87","China","Gansu province",138,9,0,2,127,"2020-01APR"
"102","China","Guangdong Province",1501,136,10,8,1357,"2020-01APR"
"126","China","Guangxi Zhuang Autonomous Region",254,2,0,2,250,"2020-01APR"
"141","China","Guizhou Province",147,1,0,2,144,"2020-01APR"
"150","China","Hainan Province",168,0,0,6,162,"2020-01APR"
"169","China","Hebei Province",323,7,0,6,310,"2020-01APR"
"180","China","Heilongjiang Province",484,2,0,13,469,"2020-01APR"
"193","China","Henan Province",1276,3,0,22,1251,"2020-01APR"
"213","China","Hong Kong Special Administrative Region",765,614,55,4,147,"2020-01APR"
"214","China","Hubei Province",67802,1283,0,3193,63326,"2020-01APR"
"232","China","Hunan Province",1018,0,0,4,1014,"2020-01APR"
"246","China","Inner Mongolia Autonomous Region",111,36,0,1,74,"2020-01APR"
"259","China","Jiangsu Province",646,15,3,0,631,"2020-01APR"
"272","China","Jiangxi Province",937,1,0,1,935,"2020-01APR"
"284","China","Jilin Province",98,5,2,1,92,"2020-01APR"
"295","China","Liaoning Province",140,14,0,2,124,"2020-01APR"
"309","China","Macao Special Administrative Region",41,31,9,0,10,"2020-01APR"
"310","China","Ningxia Hui Autonomous Region",75,0,0,0,75,"2020-01APR"
"317","China","Qinghai Province",18,0,0,0,18,"2020-01APR"
"325","China","Shaanxi Province",255,10,1,3,242,"2020-01APR"
"337","China","Shandong Province",774,14,14,7,753,"2020-01APR"
"354","China","Shanghai Municipality",516,169,19,6,341,"2020-01APR"
"373","China","Shanxi Province",137,4,4,0,133,"2020-01APR"
"384","China","Sichuan Province",552,12,13,3,537,"2020-01APR"
"405","China","Taiwan Province",329,285,0,5,39,"2020-01APR"
"406","China","Tianjin Municipality",176,38,0,3,135,"2020-01APR"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-01APR"
"430","China","Xinjiang Uygur Autonomous Region",76,0,0,3,73,"2020-01APR"
"453","China","Yunnan Province",182,8,0,2,172,"2020-01APR"
"469","China","Zhejiang Province",1257,30,3,1,1226,"2020-01APR"
